record_type,record_id,actual,spark_result,python_result,spark_python_match,numerical_difference,spark_confidence,python_confidence,confidence_measure,final_consistency_status
customer,CUST0028402,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.9202,1.9194,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028406,Occasional,Occasional,Occasional,Match,N/A,2.242,2.2381,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028414,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.6413,1.6407,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028417,At-Risk,Occasional,Occasional,Match,N/A,1.4906,1.5215,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028420,Occasional,Occasional,Occasional,Match,N/A,0.8421,0.8405,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028423,Occasional,Occasional,Occasional,Match,N/A,1.0606,1.0446,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028435,Occasional,At-Risk,At-Risk,Match,N/A,1.0764,1.093,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028458,At-Risk,Occasional,Occasional,Match,N/A,1.1824,1.1877,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028467,Occasional,Occasional,Occasional,Match,N/A,0.9977,0.9967,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028487,Promotion-Driven,At-Risk,At-Risk,Match,N/A,1.229,1.2235,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028490,At-Risk,Occasional,Occasional,Match,N/A,1.2785,1.3127,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028497,Occasional,Occasional,Occasional,Match,N/A,0.5869,0.5864,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028500,Occasional,Occasional,Occasional,Match,N/A,0.7706,0.7718,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028502,Occasional,Occasional,Occasional,Match,N/A,1.0729,1.0637,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028512,Occasional,Occasional,Occasional,Match,N/A,0.419,0.4157,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028522,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.4091,1.455,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028523,Occasional,Occasional,Occasional,Match,N/A,1.3809,1.3789,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028525,Occasional,At-Risk,At-Risk,Match,N/A,1.0794,1.0956,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028534,Occasional,Occasional,Occasional,Match,N/A,1.3039,1.307,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028538,Occasional,Occasional,Occasional,Match,N/A,0.9303,0.9255,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028541,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.2073,1.2069,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028545,Occasional,Occasional,Occasional,Match,N/A,1.0677,1.0723,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028554,Frequent,High-Value Loyal,High-Value Loyal,Match,N/A,0.9443,0.9644,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028555,Occasional,Occasional,Occasional,Match,N/A,1.0731,1.071,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028557,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.5242,1.5245,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028558,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.1527,1.1538,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028559,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.6783,0.6511,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028561,At-Risk,Occasional,Occasional,Match,N/A,1.3835,1.3796,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028562,New,Occasional,Occasional,Match,N/A,0.8622,0.8615,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028564,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.5625,1.5629,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028565,At-Risk,At-Risk,At-Risk,Match,N/A,1.0507,1.0102,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028567,Occasional,Occasional,Occasional,Match,N/A,0.5568,0.5376,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028571,Frequent,At-Risk,At-Risk,Match,N/A,0.5164,0.4804,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028573,Occasional,Occasional,Occasional,Match,N/A,0.4325,0.4295,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028574,High-Value Loyal,At-Risk,At-Risk,Match,N/A,0.9695,1.0032,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028576,New,Occasional,Occasional,Match,N/A,1.4488,1.4442,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028577,Occasional,Occasional,Occasional,Match,N/A,1.0112,1.0023,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028581,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.9212,0.8824,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028620,Frequent,At-Risk,At-Risk,Match,N/A,0.8982,0.9455,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028622,At-Risk,Promotion-Driven,Promotion-Driven,Match,N/A,1.5434,1.5427,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028623,Occasional,Occasional,Occasional,Match,N/A,1.3103,1.2804,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028624,Frequent,At-Risk,At-Risk,Match,N/A,0.9043,0.9015,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028626,Occasional,Occasional,Occasional,Match,N/A,0.2122,0.2138,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028629,New,Occasional,Occasional,Match,N/A,1.41,1.4115,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028630,Frequent,Occasional,Occasional,Match,N/A,1.694,1.6973,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028631,Occasional,Occasional,Occasional,Match,N/A,0.9729,0.9695,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028633,Occasional,At-Risk,At-Risk,Match,N/A,1.1143,1.1313,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028642,At-Risk,At-Risk,At-Risk,Match,N/A,1.2816,1.2826,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028646,Occasional,Occasional,Occasional,Match,N/A,1.3239,1.328,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028648,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.7595,0.7591,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028651,At-Risk,Promotion-Driven,Promotion-Driven,Match,N/A,1.087,1.0869,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028656,New,Occasional,Occasional,Match,N/A,1.1786,1.1786,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028664,Frequent,At-Risk,At-Risk,Match,N/A,0.8539,0.8834,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028666,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.9798,1.0145,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028670,New,Promotion-Driven,Promotion-Driven,Match,N/A,1.4764,1.4771,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028671,Occasional,Occasional,Occasional,Match,N/A,0.7221,0.7209,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028673,Occasional,At-Risk,At-Risk,Match,N/A,1.3749,1.3697,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028681,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.003,1.0135,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028685,New,Occasional,Occasional,Match,N/A,0.8658,0.8691,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028686,Occasional,Occasional,Occasional,Match,N/A,1.2596,1.2583,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028693,At-Risk,Occasional,Occasional,Match,N/A,1.0108,1.0031,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028706,New,Occasional,Occasional,Match,N/A,1.3828,1.3843,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028711,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.2493,1.2902,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028712,Occasional,Occasional,Occasional,Match,N/A,2.0225,2.0279,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028714,Occasional,Occasional,Occasional,Match,N/A,1.1265,1.1253,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028732,Occasional,At-Risk,At-Risk,Match,N/A,1.3182,1.3087,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028733,At-Risk,Occasional,Occasional,Match,N/A,1.1131,1.126,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028743,Occasional,Occasional,Occasional,Match,N/A,1.4247,1.4292,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028747,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.4749,1.4755,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028769,Occasional,Occasional,Occasional,Match,N/A,0.7403,0.7073,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028771,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.661,0.6615,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028778,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.877,0.8765,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028789,Occasional,Occasional,Occasional,Match,N/A,0.6178,0.6133,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028793,Frequent,At-Risk,At-Risk,Match,N/A,1.2335,1.2199,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028807,Occasional,Occasional,Occasional,Match,N/A,0.8001,0.7982,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028810,Occasional,Occasional,Occasional,Match,N/A,1.2853,1.2879,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028814,High-Value Loyal,At-Risk,At-Risk,Match,N/A,1.2052,1.2544,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028815,At-Risk,At-Risk,At-Risk,Match,N/A,1.5545,1.5209,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028816,Occasional,Occasional,Occasional,Match,N/A,1.226,1.2266,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028818,Occasional,Occasional,Occasional,Match,N/A,0.8638,0.868,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028826,At-Risk,Occasional,Occasional,Match,N/A,1.0113,1.0402,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028832,Occasional,Occasional,Occasional,Match,N/A,1.1546,1.1567,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028834,Occasional,Occasional,Occasional,Match,N/A,1.4724,1.4716,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028843,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.4455,1.4456,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028850,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.9359,0.98,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028861,Frequent,At-Risk,At-Risk,Match,N/A,0.9548,0.9974,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028864,Occasional,At-Risk,At-Risk,Match,N/A,0.826,0.8045,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028868,High-Value Loyal,Occasional,Occasional,Match,N/A,2.1217,2.1259,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028871,New,Promotion-Driven,Promotion-Driven,Match,N/A,1.3614,1.3619,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028874,New,Occasional,Occasional,Match,N/A,1.4977,1.4978,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028876,Occasional,Occasional,Occasional,Match,N/A,0.9158,0.9121,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028879,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.2129,0.2475,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028880,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.2735,0.2986,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028884,High-Value Loyal,Promotion-Driven,Promotion-Driven,Match,N/A,1.6754,1.6761,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028889,At-Risk,Occasional,Occasional,Match,N/A,0.9322,0.9622,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028890,Occasional,Occasional,Occasional,Match,N/A,0.9229,0.926,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028901,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.3974,0.4342,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028904,Frequent,At-Risk,At-Risk,Match,N/A,0.8611,0.8865,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028907,Occasional,Occasional,At-Risk,Mismatch,N/A,1.2918,1.2725,distance to assigned centroid in standardized space (lower = closer),Inconsistent: Spark correct
customer,CUST0028917,Occasional,Occasional,Occasional,Match,N/A,0.5611,0.5643,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028918,Frequent,High-Value Loyal,High-Value Loyal,Match,N/A,0.8111,0.7653,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028924,Occasional,Occasional,Occasional,Match,N/A,1.7063,1.7016,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028928,Occasional,Occasional,Occasional,Match,N/A,0.7994,0.7758,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028933,Occasional,Occasional,Occasional,Match,N/A,1.027,1.0281,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028935,Occasional,Occasional,Occasional,Match,N/A,0.4641,0.4586,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028950,New,Occasional,Occasional,Match,N/A,2.0094,2.0051,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028957,Frequent,High-Value Loyal,High-Value Loyal,Match,N/A,0.6373,0.6062,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028961,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,2.5153,2.5148,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028968,At-Risk,Occasional,Occasional,Match,N/A,2.2736,2.272,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028969,Occasional,Occasional,Occasional,Match,N/A,0.8562,0.8604,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028970,Frequent,High-Value Loyal,High-Value Loyal,Match,N/A,1.0003,0.9667,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028974,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.5946,0.6407,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028981,Occasional,Occasional,Occasional,Match,N/A,0.7716,0.7751,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028985,Frequent,At-Risk,At-Risk,Match,N/A,0.7352,0.7648,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0028987,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.7723,0.7723,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028989,Occasional,Occasional,Occasional,Match,N/A,1.8427,1.8128,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028991,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.3597,0.3453,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028997,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.9541,1.9533,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0028999,Occasional,Occasional,Occasional,Match,N/A,0.7452,0.7457,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029003,Occasional,Occasional,Occasional,Match,N/A,0.4561,0.4589,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029008,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.8907,0.9262,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029015,At-Risk,Occasional,Occasional,Match,N/A,1.5955,1.6015,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029019,Frequent,High-Value Loyal,High-Value Loyal,Match,N/A,0.9884,0.9653,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029021,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.3711,1.3704,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029022,Occasional,Occasional,Occasional,Match,N/A,1.7519,1.7479,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029028,Occasional,Occasional,Occasional,Match,N/A,1.0401,1.0433,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029039,Occasional,Occasional,Occasional,Match,N/A,1.1869,1.1823,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029040,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.3348,1.3344,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029055,High-Value Loyal,Promotion-Driven,Promotion-Driven,Match,N/A,1.5159,1.5166,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029056,Occasional,Occasional,Occasional,Match,N/A,0.2896,0.2937,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029061,Occasional,Occasional,Occasional,Match,N/A,1.1328,1.1263,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029064,Promotion-Driven,Occasional,Occasional,Match,N/A,1.4114,1.4132,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029067,Occasional,Occasional,Occasional,Match,N/A,0.9115,0.9064,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029068,New,Occasional,Occasional,Match,N/A,0.7417,0.7362,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029070,Occasional,Occasional,Occasional,Match,N/A,1.0151,1.0141,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029071,Occasional,Occasional,Occasional,Match,N/A,1.6091,1.6062,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029073,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,1.0868,1.0899,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029077,Frequent,At-Risk,At-Risk,Match,N/A,0.4906,0.4751,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029088,Occasional,Occasional,Occasional,Match,N/A,1.0048,1.0082,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029093,Occasional,Occasional,Occasional,Match,N/A,0.8898,0.8946,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029099,At-Risk,Promotion-Driven,Promotion-Driven,Match,N/A,2.1247,2.1253,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029104,Occasional,Occasional,Occasional,Match,N/A,0.9651,0.9646,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029117,Occasional,Occasional,Occasional,Match,N/A,0.5558,0.552,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029121,High-Value Loyal,At-Risk,At-Risk,Match,N/A,1.0058,1.039,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029141,Occasional,Occasional,Occasional,Match,N/A,1.3856,1.3856,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029150,Occasional,Occasional,Occasional,Match,N/A,0.7208,0.6908,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029155,Occasional,At-Risk,At-Risk,Match,N/A,0.7267,0.6898,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029159,New,Occasional,Occasional,Match,N/A,1.2151,1.2099,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029177,New,Promotion-Driven,Promotion-Driven,Match,N/A,1.3361,1.336,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029194,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.1356,1.1353,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029196,High-Value Loyal,At-Risk,High-Value Loyal,Mismatch,N/A,1.2802,1.3236,distance to assigned centroid in standardized space (lower = closer),Inconsistent: Python correct
customer,CUST0029198,Occasional,Occasional,Occasional,Match,N/A,0.484,0.4629,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029200,Occasional,Occasional,Occasional,Match,N/A,1.1895,1.1663,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029204,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.1372,1.1373,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029212,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.6149,1.6144,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029217,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.6087,1.6094,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029233,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.4444,0.4628,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029235,Occasional,Occasional,Occasional,Match,N/A,0.9156,0.9135,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029236,Occasional,Occasional,Occasional,Match,N/A,1.4196,1.4201,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029250,Occasional,Occasional,Occasional,Match,N/A,1.4692,1.4771,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029257,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.5918,1.5924,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029267,Occasional,Occasional,Occasional,Match,N/A,0.4205,0.4175,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029295,New,Occasional,Occasional,Match,N/A,0.7725,0.7669,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029300,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.7804,0.7406,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029302,At-Risk,At-Risk,At-Risk,Match,N/A,1.1365,1.0774,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029306,At-Risk,Occasional,At-Risk,Mismatch,N/A,1.4412,1.4081,distance to assigned centroid in standardized space (lower = closer),Inconsistent: Python correct
customer,CUST0029310,Occasional,Occasional,Occasional,Match,N/A,1.2956,1.297,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029319,Occasional,Occasional,Occasional,Match,N/A,0.1666,0.1684,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029328,Frequent,At-Risk,At-Risk,Match,N/A,0.6109,0.5684,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029334,High-Value Loyal,High-Value Loyal,High-Value Loyal,Match,N/A,0.3637,0.3654,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029336,Frequent,At-Risk,At-Risk,Match,N/A,1.3527,1.36,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029337,Frequent,High-Value Loyal,High-Value Loyal,Match,N/A,0.5242,0.5303,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029339,Occasional,At-Risk,At-Risk,Match,N/A,1.25,1.2312,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029340,Frequent,At-Risk,At-Risk,Match,N/A,0.5821,0.6033,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029348,New,Promotion-Driven,Promotion-Driven,Match,N/A,1.8622,1.8617,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029352,Frequent,At-Risk,At-Risk,Match,N/A,0.9653,0.964,distance to assigned centroid in standardized space (lower = closer),Consistent: both wrong
customer,CUST0029353,At-Risk,At-Risk,At-Risk,Match,N/A,1.4259,1.4007,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029355,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.1201,1.1198,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029360,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,1.5375,1.5369,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029363,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,0.7347,0.7346,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029388,Promotion-Driven,Promotion-Driven,Promotion-Driven,Match,N/A,2.3246,2.3238,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029395,Occasional,Occasional,Occasional,Match,N/A,4.4069,4.4107,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
customer,CUST0029401,Occasional,Occasional,Occasional,Match,N/A,0.6951,0.6692,distance to assigned centroid in standardized space (lower = closer),Consistent: both correct
