table,rule,row_key,column,original_value,injected_value
Order_Items,orphan_foreign_key,OI000747371,item_id,ITEM0138,ITEM3627
Order_Items,orphan_foreign_key,OI000747916,item_id,ITEM0123,ITEM1318
Order_Items,orphan_foreign_key,OI000748757,item_id,ITEM0066,ITEM5820
Order_Items,orphan_foreign_key,OI000748992,item_id,ITEM0093,ITEM4734
Order_Items,orphan_foreign_key,OI000749111,item_id,ITEM0081,ITEM7735
Order_Items,orphan_foreign_key,OI000749332,item_id,ITEM0081,ITEM5536
Order_Items,orphan_foreign_key,OI000749475,item_id,ITEM0057,ITEM3404
Order_Items,orphan_foreign_key,OI000750056,item_id,ITEM0005,ITEM3869
Order_Items,orphan_foreign_key,OI000750414,item_id,ITEM0067,ITEM4172
Order_Items,orphan_foreign_key,OI000750618,item_id,ITEM0048,ITEM1006
Order_Items,orphan_foreign_key,OI000751008,item_id,ITEM0051,ITEM4741
Order_Items,orphan_foreign_key,OI000751242,item_id,ITEM0004,ITEM6504
Order_Items,orphan_foreign_key,OI000751678,item_id,ITEM0151,ITEM4940
Order_Items,orphan_foreign_key,OI000752203,item_id,ITEM0061,ITEM9932
Order_Items,orphan_foreign_key,OI000752739,item_id,ITEM0148,ITEM9033
Order_Items,orphan_foreign_key,OI000752797,item_id,ITEM0057,ITEM4210
Order_Items,orphan_foreign_key,OI000753856,item_id,ITEM0077,ITEM6826
Order_Items,orphan_foreign_key,OI000753964,item_id,ITEM0122,ITEM4450
Order_Items,orphan_foreign_key,OI000754840,item_id,ITEM0047,ITEM7448
Order_Items,orphan_foreign_key,OI000756043,item_id,ITEM0124,ITEM1752
Order_Items,orphan_foreign_key,OI000756239,item_id,ITEM0143,ITEM7238
Order_Items,orphan_foreign_key,OI000756446,item_id,ITEM0068,ITEM4028
Order_Items,orphan_foreign_key,OI000756632,item_id,ITEM0016,ITEM2542
Order_Items,orphan_foreign_key,OI000756813,item_id,ITEM0039,ITEM7440
Order_Items,orphan_foreign_key,OI000757673,item_id,ITEM0003,ITEM5729
Order_Items,orphan_foreign_key,OI000757943,item_id,ITEM0148,ITEM3245
Order_Items,orphan_foreign_key,OI000758264,item_id,ITEM0109,ITEM4999
Order_Items,orphan_foreign_key,OI000758408,item_id,ITEM0027,ITEM8142
Order_Items,orphan_foreign_key,OI000758543,item_id,ITEM0113,ITEM1317
Order_Items,orphan_foreign_key,OI000759416,item_id,ITEM0151,ITEM8614
Order_Items,orphan_foreign_key,OI000759613,item_id,ITEM0102,ITEM2061
Order_Items,orphan_foreign_key,OI000759822,item_id,ITEM0062,ITEM9642
Order_Items,orphan_foreign_key,OI000759853,item_id,ITEM0023,ITEM6629
Order_Items,orphan_foreign_key,OI000760092,item_id,ITEM0139,ITEM4900
Order_Items,orphan_foreign_key,OI000760491,item_id,ITEM0045,ITEM2744
Order_Items,orphan_foreign_key,OI000760862,item_id,ITEM0130,ITEM7251
Order_Items,orphan_foreign_key,OI000760932,item_id,ITEM0004,ITEM3296
Order_Items,orphan_foreign_key,OI000761325,item_id,ITEM0031,ITEM1884
Order_Items,orphan_foreign_key,OI000761347,item_id,ITEM0154,ITEM7194
Order_Items,orphan_foreign_key,OI000761515,item_id,ITEM0073,ITEM6491
Order_Items,orphan_foreign_key,OI000761976,item_id,ITEM0159,ITEM6063
Order_Items,orphan_foreign_key,OI000762354,item_id,ITEM0066,ITEM3342
Order_Items,orphan_foreign_key,OI000763301,item_id,ITEM0150,ITEM0895
Order_Items,orphan_foreign_key,OI000763362,item_id,ITEM0014,ITEM8042
Order_Items,orphan_foreign_key,OI000763997,item_id,ITEM0160,ITEM2519
Order_Items,orphan_foreign_key,OI000764043,item_id,ITEM0124,ITEM5785
Order_Items,orphan_foreign_key,OI000764173,item_id,ITEM0062,ITEM7124
Order_Items,orphan_foreign_key,OI000764666,item_id,ITEM0076,ITEM7692
Order_Items,orphan_foreign_key,OI000764678,item_id,ITEM0057,ITEM7049
Order_Items,orphan_foreign_key,OI000765509,item_id,ITEM0033,ITEM4764
Order_Items,orphan_foreign_key,OI000765730,item_id,ITEM0059,ITEM9568
Order_Items,orphan_foreign_key,OI000765794,item_id,ITEM0137,ITEM2671
Order_Items,orphan_foreign_key,OI000766559,item_id,ITEM0062,ITEM0568
Order_Items,orphan_foreign_key,OI000766578,item_id,ITEM0148,ITEM8285
Order_Items,orphan_foreign_key,OI000766655,item_id,ITEM0061,ITEM4039
Order_Items,orphan_foreign_key,OI000766817,item_id,ITEM0050,ITEM4809
Order_Items,orphan_foreign_key,OI000767697,item_id,ITEM0130,ITEM3318
Order_Items,orphan_foreign_key,OI000768076,item_id,ITEM0026,ITEM7078
Order_Items,orphan_foreign_key,OI000768904,item_id,ITEM0015,ITEM8056
Order_Items,orphan_foreign_key,OI000768976,item_id,ITEM0113,ITEM8926
Order_Items,orphan_foreign_key,OI000769602,item_id,ITEM0091,ITEM9712
Order_Items,orphan_foreign_key,OI000769965,item_id,ITEM0155,ITEM5807
Order_Items,orphan_foreign_key,OI000770716,item_id,ITEM0135,ITEM1333
Order_Items,orphan_foreign_key,OI000771296,item_id,ITEM0013,ITEM2997
Order_Items,orphan_foreign_key,OI000771797,item_id,ITEM0113,ITEM0670
Order_Items,orphan_foreign_key,OI000772003,item_id,ITEM0055,ITEM4166
Order_Items,orphan_foreign_key,OI000772477,item_id,ITEM0042,ITEM1750
Order_Items,orphan_foreign_key,OI000772906,item_id,ITEM0029,ITEM4732
Order_Items,orphan_foreign_key,OI000772978,item_id,ITEM0057,ITEM4689
Order_Items,orphan_foreign_key,OI000772979,item_id,ITEM0058,ITEM3339
Order_Items,orphan_foreign_key,OI000773525,item_id,ITEM0068,ITEM7097
Order_Items,orphan_foreign_key,OI000773652,item_id,ITEM0031,ITEM6980
Order_Items,orphan_foreign_key,OI000774279,item_id,ITEM0033,ITEM3330
Order_Items,orphan_foreign_key,OI000774436,item_id,ITEM0045,ITEM1452
Order_Items,orphan_foreign_key,OI000774701,item_id,ITEM0043,ITEM3369
Order_Items,orphan_foreign_key,OI000775084,item_id,ITEM0156,ITEM6131
Order_Items,orphan_foreign_key,OI000775116,item_id,ITEM0151,ITEM8150
Order_Items,orphan_foreign_key,OI000775133,item_id,ITEM0083,ITEM9435
Order_Items,orphan_foreign_key,OI000775144,item_id,ITEM0134,ITEM6473
Order_Items,orphan_foreign_key,OI000775174,item_id,ITEM0112,ITEM4041
Order_Items,orphan_foreign_key,OI000775274,item_id,ITEM0058,ITEM4326
Order_Items,orphan_foreign_key,OI000775517,item_id,ITEM0048,ITEM9466
Order_Items,orphan_foreign_key,OI000776289,item_id,ITEM0082,ITEM3486
Order_Items,orphan_foreign_key,OI000776523,item_id,ITEM0033,ITEM4589
Order_Items,orphan_foreign_key,OI000776702,item_id,ITEM0047,ITEM5236
Order_Items,orphan_foreign_key,OI000776764,item_id,ITEM0046,ITEM6903
Order_Items,orphan_foreign_key,OI000777924,item_id,ITEM0109,ITEM1297
Order_Items,orphan_foreign_key,OI000778282,item_id,ITEM0129,ITEM8020
Order_Items,orphan_foreign_key,OI000778326,item_id,ITEM0157,ITEM9960
Order_Items,orphan_foreign_key,OI000778654,item_id,ITEM0002,ITEM5016
Order_Items,orphan_foreign_key,OI000778718,item_id,ITEM0148,ITEM6704
Order_Items,orphan_foreign_key,OI000778791,item_id,ITEM0054,ITEM4204
Order_Items,orphan_foreign_key,OI000778831,item_id,ITEM0048,ITEM5492
Order_Items,orphan_foreign_key,OI000779322,item_id,ITEM0090,ITEM6512
Order_Items,orphan_foreign_key,OI000779527,item_id,ITEM0130,ITEM8789
Order_Items,orphan_foreign_key,OI000779590,item_id,ITEM0004,ITEM4988
Order_Items,orphan_foreign_key,OI000779869,item_id,ITEM0074,ITEM9218
Order_Items,orphan_foreign_key,OI000780164,item_id,ITEM0067,ITEM9292
Order_Items,orphan_foreign_key,OI000780584,item_id,ITEM0157,ITEM2691
Order_Items,orphan_foreign_key,OI000780708,item_id,ITEM0073,ITEM2793
Order_Items,orphan_foreign_key,OI000781592,item_id,ITEM0068,ITEM7505
Order_Items,orphan_foreign_key,OI000782508,item_id,ITEM0085,ITEM9093
Order_Items,orphan_foreign_key,OI000782692,item_id,ITEM0081,ITEM0808
Order_Items,orphan_foreign_key,OI000782853,item_id,ITEM0067,ITEM8202
Order_Items,orphan_foreign_key,OI000783483,item_id,ITEM0138,ITEM6350
Order_Items,orphan_foreign_key,OI000783599,item_id,ITEM0059,ITEM2915
Order_Items,orphan_foreign_key,OI000784644,item_id,ITEM0151,ITEM1179
Order_Items,orphan_foreign_key,OI000784652,item_id,ITEM0006,ITEM9853
Order_Items,orphan_foreign_key,OI000785754,item_id,ITEM0045,ITEM0297
Order_Items,orphan_foreign_key,OI000785839,item_id,ITEM0048,ITEM9125
Order_Items,orphan_foreign_key,OI000785886,item_id,ITEM0054,ITEM2717
Order_Items,orphan_foreign_key,OI000786803,item_id,ITEM0133,ITEM1095
Order_Items,orphan_foreign_key,OI000788014,item_id,ITEM0068,ITEM6352
Order_Items,orphan_foreign_key,OI000788107,item_id,ITEM0134,ITEM6710
Order_Items,orphan_foreign_key,OI000788127,item_id,ITEM0148,ITEM7688
Order_Items,orphan_foreign_key,OI000789895,item_id,ITEM0084,ITEM2475
Order_Items,orphan_foreign_key,OI000789970,item_id,ITEM0121,ITEM0869
Order_Items,orphan_foreign_key,OI000791216,item_id,ITEM0013,ITEM3932
Order_Items,orphan_foreign_key,OI000791924,item_id,ITEM0125,ITEM5312
Order_Items,orphan_foreign_key,OI000792242,item_id,ITEM0112,ITEM7054
Order_Items,orphan_foreign_key,OI000792722,item_id,ITEM0014,ITEM7907
Order_Items,orphan_foreign_key,OI000793113,item_id,ITEM0046,ITEM3902
Order_Items,orphan_foreign_key,OI000793170,item_id,ITEM0090,ITEM8118
Order_Items,orphan_foreign_key,OI000793484,item_id,ITEM0152,ITEM2125
Order_Items,orphan_foreign_key,OI000793514,item_id,ITEM0035,ITEM0249
Order_Items,orphan_foreign_key,OI000793647,item_id,ITEM0040,ITEM1532
Order_Items,orphan_foreign_key,OI000793879,item_id,ITEM0075,ITEM2297
Order_Items,orphan_foreign_key,OI000793984,item_id,ITEM0045,ITEM3706
Order_Items,orphan_foreign_key,OI000794509,item_id,ITEM0001,ITEM5483
Order_Items,orphan_foreign_key,OI000794574,item_id,ITEM0057,ITEM1736
Order_Items,orphan_foreign_key,OI000794698,item_id,ITEM0048,ITEM8633
Order_Items,orphan_foreign_key,OI000795094,item_id,ITEM0124,ITEM3317
Order_Items,orphan_foreign_key,OI000795239,item_id,ITEM0031,ITEM9263
Order_Items,orphan_foreign_key,OI000795611,item_id,ITEM0086,ITEM9754
Order_Items,orphan_foreign_key,OI000796194,item_id,ITEM0113,ITEM8859
Order_Items,orphan_foreign_key,OI000796305,item_id,ITEM0048,ITEM2052
Order_Items,orphan_foreign_key,OI000796334,item_id,ITEM0061,ITEM8493
Order_Items,orphan_foreign_key,OI000797727,item_id,ITEM0151,ITEM1876
Order_Items,orphan_foreign_key,OI000797976,item_id,ITEM0160,ITEM7986
Order_Items,orphan_foreign_key,OI000798442,item_id,ITEM0055,ITEM0206
Order_Items,orphan_foreign_key,OI000798623,item_id,ITEM0061,ITEM2141
Order_Items,orphan_foreign_key,OI000798631,item_id,ITEM0065,ITEM7373
Order_Items,orphan_foreign_key,OI000798647,item_id,ITEM0121,ITEM0268
Order_Items,orphan_foreign_key,OI000798656,item_id,ITEM0013,ITEM6582
Order_Items,orphan_foreign_key,OI000798765,item_id,ITEM0040,ITEM6090
Order_Items,orphan_foreign_key,OI000798871,item_id,ITEM0026,ITEM1007
Order_Items,orphan_foreign_key,OI000798884,item_id,ITEM0134,ITEM6152
Order_Items,orphan_foreign_key,OI000798890,item_id,ITEM0091,ITEM2939
Order_Items,orphan_foreign_key,OI000800046,item_id,ITEM0143,ITEM7584
Order_Items,orphan_foreign_key,OI000800161,item_id,ITEM0002,ITEM8867
Order_Items,orphan_foreign_key,OI000800311,item_id,ITEM0148,ITEM3816
Order_Items,orphan_foreign_key,OI000800902,item_id,ITEM0136,ITEM4181
Order_Items,orphan_foreign_key,OI000801696,item_id,ITEM0078,ITEM3435
Order_Items,orphan_foreign_key,OI000802089,item_id,ITEM0134,ITEM1728
Order_Items,orphan_foreign_key,OI000802554,item_id,ITEM0049,ITEM8143
Order_Items,orphan_foreign_key,OI000802672,item_id,ITEM0145,ITEM8875
Order_Items,orphan_foreign_key,OI000802723,item_id,ITEM0152,ITEM8913
Order_Items,orphan_foreign_key,OI000802841,item_id,ITEM0045,ITEM1640
Order_Items,orphan_foreign_key,OI000802928,item_id,ITEM0148,ITEM3168
Order_Items,orphan_foreign_key,OI000803022,item_id,ITEM0001,ITEM0848
Order_Items,orphan_foreign_key,OI000803024,item_id,ITEM0050,ITEM6644
Order_Items,orphan_foreign_key,OI000803352,item_id,ITEM0051,ITEM4143
Order_Items,orphan_foreign_key,OI000804338,item_id,ITEM0066,ITEM2403
Order_Items,orphan_foreign_key,OI000804362,item_id,ITEM0006,ITEM2672
Order_Items,orphan_foreign_key,OI000805273,item_id,ITEM0159,ITEM9789
Order_Items,orphan_foreign_key,OI000806392,item_id,ITEM0152,ITEM6314
Order_Items,orphan_foreign_key,OI000806746,item_id,ITEM0081,ITEM8719
Order_Items,orphan_foreign_key,OI000807020,item_id,ITEM0130,ITEM7569
Order_Items,orphan_foreign_key,OI000807038,item_id,ITEM0148,ITEM8639
Order_Items,orphan_foreign_key,OI000807259,item_id,ITEM0153,ITEM5019
Order_Items,orphan_foreign_key,OI000807315,item_id,ITEM0045,ITEM4884
Order_Items,orphan_foreign_key,OI000807813,item_id,ITEM0008,ITEM4223
Order_Items,orphan_foreign_key,OI000807854,item_id,ITEM0140,ITEM5624
Order_Items,orphan_foreign_key,OI000808012,item_id,ITEM0068,ITEM4983
Order_Items,orphan_foreign_key,OI000808065,item_id,ITEM0147,ITEM5536
Order_Items,orphan_foreign_key,OI000808942,item_id,ITEM0151,ITEM8198
Order_Items,orphan_foreign_key,OI000809166,item_id,ITEM0112,ITEM6774
Order_Items,orphan_foreign_key,OI000809248,item_id,ITEM0014,ITEM8294
Order_Items,orphan_foreign_key,OI000809444,item_id,ITEM0038,ITEM1888
Order_Items,orphan_foreign_key,OI000809474,item_id,ITEM0132,ITEM9842
Order_Items,orphan_foreign_key,OI000809555,item_id,ITEM0109,ITEM5942
Order_Items,orphan_foreign_key,OI000809927,item_id,ITEM0041,ITEM2230
Order_Items,orphan_foreign_key,OI000811164,item_id,ITEM0130,ITEM6733
Order_Items,orphan_foreign_key,OI000811455,item_id,ITEM0081,ITEM4008
Order_Items,orphan_foreign_key,OI000811847,item_id,ITEM0053,ITEM8655
Order_Items,orphan_foreign_key,OI000811894,item_id,ITEM0160,ITEM8382
Order_Items,orphan_foreign_key,OI000812452,item_id,ITEM0032,ITEM5773
Order_Items,orphan_foreign_key,OI000812540,item_id,ITEM0124,ITEM7884
Order_Items,orphan_foreign_key,OI000812894,item_id,ITEM0130,ITEM6187
Order_Items,orphan_foreign_key,OI000813029,item_id,ITEM0055,ITEM2842
Order_Items,orphan_foreign_key,OI000813227,item_id,ITEM0094,ITEM3734
Order_Items,orphan_foreign_key,OI000813732,item_id,ITEM0126,ITEM2473
Order_Items,orphan_foreign_key,OI000814002,item_id,ITEM0135,ITEM7665
Order_Items,orphan_foreign_key,OI000814752,item_id,ITEM0067,ITEM4361
Order_Items,orphan_foreign_key,OI000815053,item_id,ITEM0138,ITEM2540
Order_Items,orphan_foreign_key,OI000817316,item_id,ITEM0083,ITEM1315
Order_Items,orphan_foreign_key,OI000817509,item_id,ITEM0132,ITEM3198
Order_Items,orphan_foreign_key,OI000817664,item_id,ITEM0004,ITEM2501
Order_Items,orphan_foreign_key,OI000817880,item_id,ITEM0137,ITEM8375
Order_Items,orphan_foreign_key,OI000818038,item_id,ITEM0157,ITEM6754
Order_Items,orphan_foreign_key,OI000818237,item_id,ITEM0068,ITEM8586
Order_Items,orphan_foreign_key,OI000818768,item_id,ITEM0148,ITEM4838
Order_Items,orphan_foreign_key,OI000819310,item_id,ITEM0032,ITEM8222
Order_Items,orphan_foreign_key,OI000819637,item_id,ITEM0086,ITEM7022
Order_Items,orphan_foreign_key,OI000819702,item_id,ITEM0020,ITEM3826
Order_Items,orphan_foreign_key,OI000819812,item_id,ITEM0106,ITEM2186
Order_Items,orphan_foreign_key,OI000819842,item_id,ITEM0020,ITEM9384
Order_Items,orphan_foreign_key,OI000819946,item_id,ITEM0148,ITEM4359
Order_Items,orphan_foreign_key,OI000820562,item_id,ITEM0037,ITEM6330
Order_Items,orphan_foreign_key,OI000820812,item_id,ITEM0125,ITEM0736
Order_Items,orphan_foreign_key,OI000821051,item_id,ITEM0068,ITEM2989
Order_Items,orphan_foreign_key,OI000821141,item_id,ITEM0148,ITEM6961
Order_Items,orphan_foreign_key,OI000821926,item_id,ITEM0147,ITEM3447
Order_Items,orphan_foreign_key,OI000821933,item_id,ITEM0044,ITEM3998
Order_Items,orphan_foreign_key,OI000822138,item_id,ITEM0018,ITEM6145
Order_Items,orphan_foreign_key,OI000822447,item_id,ITEM0037,ITEM6957
Order_Items,orphan_foreign_key,OI000822850,item_id,ITEM0065,ITEM9560
Order_Items,orphan_foreign_key,OI000822945,item_id,ITEM0103,ITEM6010
Order_Items,orphan_foreign_key,OI000822948,item_id,ITEM0160,ITEM2071
Order_Items,orphan_foreign_key,OI000823258,item_id,ITEM0048,ITEM2748
Order_Items,orphan_foreign_key,OI000823627,item_id,ITEM0096,ITEM1872
Order_Items,orphan_foreign_key,OI000824044,item_id,ITEM0055,ITEM8184
Order_Items,orphan_foreign_key,OI000824170,item_id,ITEM0039,ITEM8461
Order_Items,orphan_foreign_key,OI000824213,item_id,ITEM0065,ITEM1039
Order_Items,orphan_foreign_key,OI000824854,item_id,ITEM0026,ITEM9651
Order_Items,orphan_foreign_key,OI000825058,item_id,ITEM0091,ITEM8030
Order_Items,orphan_foreign_key,OI000825474,item_id,ITEM0086,ITEM8098
Order_Items,orphan_foreign_key,OI000825864,item_id,ITEM0093,ITEM3788
Order_Items,orphan_foreign_key,OI000826120,item_id,ITEM0054,ITEM6910
Order_Items,orphan_foreign_key,OI000826429,item_id,ITEM0139,ITEM4611
Order_Items,orphan_foreign_key,OI000827017,item_id,ITEM0066,ITEM7856
Order_Items,orphan_foreign_key,OI000827036,item_id,ITEM0097,ITEM0550
Order_Items,orphan_foreign_key,OI000827164,item_id,ITEM0143,ITEM7175
Order_Items,orphan_foreign_key,OI000827286,item_id,ITEM0160,ITEM6312
Order_Items,orphan_foreign_key,OI000827347,item_id,ITEM0067,ITEM2428
Order_Items,orphan_foreign_key,OI000827788,item_id,ITEM0109,ITEM8455
Order_Items,orphan_foreign_key,OI000829053,item_id,ITEM0037,ITEM0844
Order_Items,orphan_foreign_key,OI000829384,item_id,ITEM0072,ITEM9795
Order_Items,orphan_foreign_key,OI000829845,item_id,ITEM0045,ITEM9346
Order_Items,orphan_foreign_key,OI000830263,item_id,ITEM0151,ITEM9783
Order_Items,orphan_foreign_key,OI000830318,item_id,ITEM0102,ITEM0961
Order_Items,orphan_foreign_key,OI000830829,item_id,ITEM0023,ITEM5925
Order_Items,orphan_foreign_key,OI000830831,item_id,ITEM0066,ITEM4467
Order_Items,orphan_foreign_key,OI000830908,item_id,ITEM0081,ITEM5038
Order_Items,orphan_foreign_key,OI000830935,item_id,ITEM0029,ITEM9717
Order_Items,orphan_foreign_key,OI000831033,item_id,ITEM0045,ITEM0521
Order_Items,orphan_foreign_key,OI000831383,item_id,ITEM0048,ITEM3214
Order_Items,orphan_foreign_key,OI000831812,item_id,ITEM0055,ITEM2367
Order_Items,orphan_foreign_key,OI000831983,item_id,ITEM0148,ITEM5083
Order_Items,orphan_foreign_key,OI000832628,item_id,ITEM0157,ITEM3062
Order_Items,orphan_foreign_key,OI000832833,item_id,ITEM0033,ITEM6135
Order_Items,orphan_foreign_key,OI000833950,item_id,ITEM0117,ITEM7230
Order_Items,orphan_foreign_key,OI000834719,item_id,ITEM0048,ITEM7554
Order_Items,orphan_foreign_key,OI000834843,item_id,ITEM0075,ITEM7519
Order_Items,orphan_foreign_key,OI000834891,item_id,ITEM0081,ITEM1198
Order_Items,orphan_foreign_key,OI000835308,item_id,ITEM0146,ITEM5438
Order_Items,orphan_foreign_key,OI000835372,item_id,ITEM0032,ITEM7868
Order_Items,orphan_foreign_key,OI000835753,item_id,ITEM0047,ITEM5174
Order_Items,orphan_foreign_key,OI000836041,item_id,ITEM0112,ITEM2590
Order_Items,orphan_foreign_key,OI000836264,item_id,ITEM0050,ITEM5667
Order_Items,orphan_foreign_key,OI000836616,item_id,ITEM0047,ITEM7248
Order_Items,orphan_foreign_key,OI000836768,item_id,ITEM0068,ITEM3692
Order_Items,orphan_foreign_key,OI000837002,item_id,ITEM0138,ITEM0170
Order_Items,orphan_foreign_key,OI000838543,item_id,ITEM0123,ITEM0507
Order_Items,orphan_foreign_key,OI000838571,item_id,ITEM0151,ITEM5237
Order_Items,orphan_foreign_key,OI000838748,item_id,ITEM0040,ITEM0180
Order_Items,orphan_foreign_key,OI000838759,item_id,ITEM0145,ITEM7887
Order_Items,orphan_foreign_key,OI000838898,item_id,ITEM0121,ITEM8877
Order_Items,orphan_foreign_key,OI000839619,item_id,ITEM0055,ITEM8613
Order_Items,orphan_foreign_key,OI000839628,item_id,ITEM0148,ITEM8298
Order_Items,orphan_foreign_key,OI000840600,item_id,ITEM0147,ITEM4293
Order_Items,orphan_foreign_key,OI000840632,item_id,ITEM0113,ITEM0753
Order_Items,orphan_foreign_key,OI000841533,item_id,ITEM0154,ITEM5186
Order_Items,orphan_foreign_key,OI000841535,item_id,ITEM0010,ITEM7255
Order_Items,orphan_foreign_key,OI000841722,item_id,ITEM0124,ITEM8414
Order_Items,orphan_foreign_key,OI000841734,item_id,ITEM0028,ITEM3805
Order_Items,orphan_foreign_key,OI000841766,item_id,ITEM0057,ITEM3069
Order_Items,orphan_foreign_key,OI000841918,item_id,ITEM0043,ITEM0360
Order_Items,orphan_foreign_key,OI000841996,item_id,ITEM0138,ITEM9690
Order_Items,orphan_foreign_key,OI000842187,item_id,ITEM0088,ITEM7545
Order_Items,orphan_foreign_key,OI000842279,item_id,ITEM0113,ITEM7866
Order_Items,orphan_foreign_key,OI000842825,item_id,ITEM0092,ITEM8936
Order_Items,orphan_foreign_key,OI000842948,item_id,ITEM0014,ITEM2243
Order_Items,orphan_foreign_key,OI000843085,item_id,ITEM0124,ITEM1970
Order_Items,orphan_foreign_key,OI000843741,item_id,ITEM0148,ITEM5901
Order_Items,orphan_foreign_key,OI000844164,item_id,ITEM0129,ITEM4900
Order_Items,orphan_foreign_key,OI000844409,item_id,ITEM0054,ITEM1768
Order_Items,orphan_foreign_key,OI000844553,item_id,ITEM0054,ITEM8362
Order_Items,orphan_foreign_key,OI000845003,item_id,ITEM0081,ITEM3968
Order_Items,orphan_foreign_key,OI000845086,item_id,ITEM0036,ITEM0530
Order_Items,orphan_foreign_key,OI000845850,item_id,ITEM0122,ITEM8014
Order_Items,orphan_foreign_key,OI000845881,item_id,ITEM0146,ITEM7452
Order_Items,orphan_foreign_key,OI000845988,item_id,ITEM0091,ITEM1889
Order_Items,orphan_foreign_key,OI000846272,item_id,ITEM0075,ITEM5071
Order_Items,orphan_foreign_key,OI000846478,item_id,ITEM0134,ITEM7635
Order_Items,orphan_foreign_key,OI000847007,item_id,ITEM0015,ITEM8680
Order_Items,orphan_foreign_key,OI000847113,item_id,ITEM0070,ITEM6712
Order_Items,orphan_foreign_key,OI000847871,item_id,ITEM0016,ITEM3889
Order_Items,orphan_foreign_key,OI000848653,item_id,ITEM0118,ITEM2392
Order_Items,orphan_foreign_key,OI000849138,item_id,ITEM0029,ITEM2854
Order_Items,orphan_foreign_key,OI000849160,item_id,ITEM0151,ITEM4107
Order_Items,orphan_foreign_key,OI000849455,item_id,ITEM0042,ITEM4375
Order_Items,orphan_foreign_key,OI000849563,item_id,ITEM0020,ITEM4699
Order_Items,orphan_foreign_key,OI000849742,item_id,ITEM0154,ITEM9739
Order_Items,orphan_foreign_key,OI000850204,item_id,ITEM0038,ITEM4905
Order_Items,orphan_foreign_key,OI000850790,item_id,ITEM0061,ITEM6070
Order_Items,orphan_foreign_key,OI000850799,item_id,ITEM0070,ITEM0379
Order_Items,orphan_foreign_key,OI000851096,item_id,ITEM0136,ITEM1264
Order_Items,orphan_foreign_key,OI000851138,item_id,ITEM0077,ITEM4069
Order_Items,orphan_foreign_key,OI000851139,item_id,ITEM0099,ITEM3120
Order_Items,orphan_foreign_key,OI000851795,item_id,ITEM0048,ITEM6814
Order_Items,orphan_foreign_key,OI000852578,item_id,ITEM0004,ITEM5046
Order_Items,orphan_foreign_key,OI000852861,item_id,ITEM0124,ITEM1841
Order_Items,orphan_foreign_key,OI000852993,item_id,ITEM0148,ITEM1927
Order_Items,orphan_foreign_key,OI000854318,item_id,ITEM0152,ITEM1353
Order_Items,orphan_foreign_key,OI000854526,item_id,ITEM0042,ITEM5661
Order_Items,orphan_foreign_key,OI000854771,item_id,ITEM0136,ITEM8268
Order_Items,orphan_foreign_key,OI000854778,item_id,ITEM0121,ITEM2418
Order_Items,orphan_foreign_key,OI000854811,item_id,ITEM0087,ITEM7547
Order_Items,orphan_foreign_key,OI000854834,item_id,ITEM0132,ITEM4217
Order_Items,orphan_foreign_key,OI000855111,item_id,ITEM0019,ITEM5414
Order_Items,orphan_foreign_key,OI000857049,item_id,ITEM0151,ITEM3861
Order_Items,orphan_foreign_key,OI000857715,item_id,ITEM0066,ITEM1952
Order_Items,orphan_foreign_key,OI000858134,item_id,ITEM0068,ITEM4246
Order_Items,orphan_foreign_key,OI000858263,item_id,ITEM0129,ITEM0791
Order_Items,orphan_foreign_key,OI000858377,item_id,ITEM0150,ITEM5846
Order_Items,orphan_foreign_key,OI000858708,item_id,ITEM0112,ITEM5472
Order_Items,orphan_foreign_key,OI000858851,item_id,ITEM0068,ITEM7381
Order_Items,orphan_foreign_key,OI000859050,item_id,ITEM0055,ITEM1255
Order_Items,orphan_foreign_key,OI000859080,item_id,ITEM0130,ITEM9586
Order_Items,orphan_foreign_key,OI000859190,item_id,ITEM0070,ITEM7183
Order_Items,orphan_foreign_key,OI000859441,item_id,ITEM0014,ITEM3875
Order_Items,orphan_foreign_key,OI000859458,item_id,ITEM0087,ITEM2877
Order_Items,orphan_foreign_key,OI000859751,item_id,ITEM0015,ITEM9452
Order_Items,orphan_foreign_key,OI000859895,item_id,ITEM0141,ITEM9307
Order_Items,orphan_foreign_key,OI000860227,item_id,ITEM0042,ITEM9221
Order_Items,orphan_foreign_key,OI000860230,item_id,ITEM0066,ITEM2167
Order_Items,orphan_foreign_key,OI000860472,item_id,ITEM0148,ITEM7705
Order_Items,orphan_foreign_key,OI000860874,item_id,ITEM0154,ITEM4098
Order_Items,orphan_foreign_key,OI000860876,item_id,ITEM0072,ITEM7244
Order_Items,orphan_foreign_key,OI000860888,item_id,ITEM0040,ITEM6360
Order_Items,orphan_foreign_key,OI000860898,item_id,ITEM0040,ITEM5361
Order_Items,orphan_foreign_key,OI000860941,item_id,ITEM0065,ITEM8349
Order_Items,orphan_foreign_key,OI000861234,item_id,ITEM0073,ITEM4093
Order_Items,orphan_foreign_key,OI000861373,item_id,ITEM0132,ITEM7883
Order_Items,orphan_foreign_key,OI000861515,item_id,ITEM0004,ITEM3711
Order_Items,orphan_foreign_key,OI000862134,item_id,ITEM0151,ITEM5111
Order_Items,orphan_foreign_key,OI000862367,item_id,ITEM0106,ITEM1581
Order_Items,orphan_foreign_key,OI000862621,item_id,ITEM0081,ITEM2056
