inventory_id,item_id,location_id,date,opening_stock,received_stock,prepared_quantity,consumed_stock,closing_stock,unit,quarantine_reason
INV00623898,ITEM9846,LOC0020,2025-07-02,0.990,0.000,0.190,0.000,0.990,liters,orphan_foreign_key
INV00624125,ITEM5935,LOC0021,2025-07-02,0.650,1.730,1.000,1.000,1.380,liters,orphan_foreign_key
INV00624564,ITEM2810,LOC0024,2025-07-02,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00624878,ITEM7865,LOC0002,2025-07-03,2.040,0.000,0.070,0.000,2.020,kg,orphan_foreign_key
INV00624995,ITEM8331,LOC0003,2025-07-03,0.730,0.000,0.120,0.000,0.730,liters,orphan_foreign_key
INV00625637,ITEM1773,LOC0007,2025-07-03,1.180,0.000,0.150,0.000,1.180,liters,orphan_foreign_key
INV00625911,ITEM1765,LOC0009,2025-07-03,3.000,0.000,0.470,0.350,2.650,liters,orphan_foreign_key
INV00626829,ITEM1758,LOC0016,2025-07-03,5.000,0.000,1.000,0.000,5.000,pcs,orphan_foreign_key
INV00627316,ITEM4687,LOC0020,2025-07-03,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00628635,ITEM6067,LOC0004,2025-07-04,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00628701,ITEM1214,LOC0005,2025-07-04,0.490,0.000,0.100,0.000,0.490,liters,orphan_foreign_key
INV00628922,ITEM5113,LOC0006,2025-07-04,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00629105,ITEM4940,LOC0008,2025-07-04,26.000,0.000,6.000,4.000,22.000,pcs,orphan_foreign_key
INV00630092,ITEM6962,LOC0015,2025-07-04,2.410,0.000,0.750,0.500,1.910,kg,orphan_foreign_key
INV00630134,ITEM1528,LOC0015,2025-07-04,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00630153,ITEM6376,LOC0015,2025-07-04,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00630220,ITEM7992,LOC0016,2025-07-04,0.790,0.000,0.170,0.000,0.790,kg,orphan_foreign_key
INV00630371,ITEM3257,LOC0017,2025-07-04,1.260,0.000,0.670,0.500,0.760,kg,orphan_foreign_key
INV00631369,ITEM3291,LOC0024,2025-07-04,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00631547,ITEM3219,LOC0025,2025-07-04,4.600,0.000,3.510,3.500,1.090,liters,orphan_foreign_key
INV00631632,ITEM4339,LOC0001,2025-07-05,5.000,0.000,1.000,1.000,4.000,pcs,orphan_foreign_key
INV00633130,ITEM2396,LOC0012,2025-07-05,2.000,0.000,1.000,1.000,1.000,pcs,orphan_foreign_key
INV00633236,ITEM5425,LOC0013,2025-07-05,4.000,0.000,2.000,2.000,2.000,pcs,orphan_foreign_key
INV00633550,ITEM4622,LOC0015,2025-07-05,3.000,0.000,1.000,1.000,2.000,pcs,orphan_foreign_key
INV00634224,ITEM4394,LOC0020,2025-07-05,1.330,0.000,0.090,0.000,1.330,kg,orphan_foreign_key
INV00635000,ITEM3620,LOC0025,2025-07-05,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00635166,ITEM6910,LOC0002,2025-07-06,1.380,0.000,0.120,0.000,1.380,kg,orphan_foreign_key
INV00636117,ITEM7372,LOC0009,2025-07-06,3.000,13.000,6.000,6.000,10.000,pcs,orphan_foreign_key
INV00636533,ITEM4428,LOC0012,2025-07-06,0.220,0.720,0.370,0.300,0.640,kg,orphan_foreign_key
INV00636772,ITEM8011,LOC0013,2025-07-06,5.000,0.000,3.000,3.000,2.000,pcs,orphan_foreign_key
INV00637125,ITEM2751,LOC0016,2025-07-06,5.000,0.000,2.000,2.000,3.000,pcs,orphan_foreign_key
INV00637473,ITEM5490,LOC0019,2025-07-06,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00637633,ITEM7052,LOC0020,2025-07-06,5.000,0.000,2.000,1.000,4.000,pcs,orphan_foreign_key
INV00637943,ITEM2922,LOC0022,2025-07-06,2.320,0.000,0.400,0.400,1.920,kg,orphan_foreign_key
INV00638194,ITEM8140,LOC0024,2025-07-06,1.150,0.000,0.150,0.000,1.150,kg,orphan_foreign_key
INV00638297,ITEM0397,LOC0024,2025-07-06,8.000,0.000,1.000,0.000,8.000,pcs,orphan_foreign_key
INV00638853,ITEM9328,LOC0004,2025-07-07,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00639738,ITEM4637,LOC0010,2025-07-07,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00639786,ITEM4850,LOC0010,2025-07-07,17.000,0.000,5.000,1.000,16.000,pcs,orphan_foreign_key
INV00640068,ITEM1802,LOC0012,2025-07-07,8.000,0.000,5.000,5.000,3.000,pcs,orphan_foreign_key
INV00641144,ITEM6400,LOC0020,2025-07-07,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00641667,ITEM3718,LOC0024,2025-07-07,2.000,0.000,1.000,1.000,1.000,pcs,orphan_foreign_key
INV00641832,ITEM4196,LOC0025,2025-07-07,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00642030,ITEM3016,LOC0002,2025-07-08,0.480,0.000,0.170,0.000,0.480,kg,orphan_foreign_key
INV00642285,ITEM6253,LOC0004,2025-07-08,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00642777,ITEM8009,LOC0007,2025-07-08,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00642939,ITEM6469,LOC0008,2025-07-08,0.580,3.690,2.130,2.100,2.170,liters,orphan_foreign_key
INV00643214,ITEM9560,LOC0010,2025-07-08,0.390,0.000,0.060,0.000,0.390,liters,orphan_foreign_key
INV00643645,ITEM4403,LOC0014,2025-07-08,17.000,0.000,14.000,14.000,3.000,pcs,orphan_foreign_key
INV00643905,ITEM5081,LOC0015,2025-07-08,2.660,0.000,0.520,0.000,2.660,liters,orphan_foreign_key
INV00644021,ITEM7538,LOC0016,2025-07-08,0.240,0.000,0.160,0.000,0.240,liters,orphan_foreign_key
INV00644026,ITEM7302,LOC0016,2025-07-08,6.350,0.000,1.760,1.250,5.100,liters,orphan_foreign_key
INV00644081,ITEM0788,LOC0017,2025-07-08,1.680,3.160,1.740,1.500,3.180,kg,orphan_foreign_key
INV00644137,ITEM3254,LOC0017,2025-07-08,6.000,0.000,1.000,0.000,6.000,pcs,orphan_foreign_key
INV00644447,ITEM3662,LOC0019,2025-07-08,3.350,0.000,0.680,0.000,3.350,liters,orphan_foreign_key
INV00644651,ITEM9939,LOC0021,2025-07-08,2.610,0.000,0.420,0.000,2.380,kg,orphan_foreign_key
INV00645335,ITEM9095,LOC0001,2025-07-09,0.320,0.000,0.090,0.000,0.320,kg,orphan_foreign_key
INV00645515,ITEM0829,LOC0002,2025-07-09,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00645706,ITEM7830,LOC0003,2025-07-09,10.000,0.000,3.000,2.000,8.000,pcs,orphan_foreign_key
INV00646320,ITEM2154,LOC0008,2025-07-09,4.000,0.000,3.000,2.000,2.000,pcs,orphan_foreign_key
INV00646763,ITEM0168,LOC0011,2025-07-09,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00647037,ITEM7827,LOC0013,2025-07-09,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00647744,ITEM1386,LOC0018,2025-07-09,1.050,2.170,1.400,1.400,1.820,liters,orphan_foreign_key
INV00648024,ITEM6037,LOC0020,2025-07-09,1.090,0.000,0.350,0.350,0.740,liters,orphan_foreign_key
INV00648034,ITEM6849,LOC0020,2025-07-09,5.000,0.000,4.000,3.000,2.000,pcs,orphan_foreign_key
INV00648053,ITEM1230,LOC0021,2025-07-09,5.000,0.000,3.000,2.000,3.000,pcs,orphan_foreign_key
INV00648183,ITEM4206,LOC0022,2025-07-09,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00648663,ITEM4110,LOC0025,2025-07-09,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00648782,ITEM1771,LOC0001,2025-07-10,1.480,0.000,0.130,0.000,1.480,kg,orphan_foreign_key
INV00649129,ITEM8508,LOC0003,2025-07-10,0.740,0.000,0.350,0.350,0.390,liters,orphan_foreign_key
INV00649218,ITEM1213,LOC0004,2025-07-10,3.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00649249,ITEM9979,LOC0004,2025-07-10,1.430,0.000,0.060,0.000,1.430,liters,orphan_foreign_key
INV00649388,ITEM8699,LOC0005,2025-07-10,0.290,1.030,0.520,0.500,0.820,liters,orphan_foreign_key
INV00649586,ITEM1812,LOC0007,2025-07-10,1.580,0.000,0.120,0.000,1.580,kg,orphan_foreign_key
INV00649760,ITEM5560,LOC0008,2025-07-10,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00649898,ITEM0370,LOC0009,2025-07-10,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00649951,ITEM4970,LOC0009,2025-07-10,3.000,12.000,5.000,5.000,10.000,pcs,orphan_foreign_key
INV00650478,ITEM4657,LOC0013,2025-07-10,0.350,1.670,0.750,0.750,1.270,liters,orphan_foreign_key
INV00650945,ITEM3748,LOC0017,2025-07-10,2.830,0.000,0.900,0.600,2.230,kg,orphan_foreign_key
INV00651865,ITEM3996,LOC0023,2025-07-10,7.080,0.000,1.560,0.350,6.730,liters,orphan_foreign_key
INV00652379,ITEM3616,LOC0002,2025-07-11,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00652938,ITEM5787,LOC0006,2025-07-11,1.030,0.000,0.040,0.000,1.030,kg,orphan_foreign_key
INV00653055,ITEM4480,LOC0007,2025-07-11,1.000,4.000,2.000,2.000,3.000,pcs,orphan_foreign_key
INV00653075,ITEM6305,LOC0007,2025-07-11,0.150,0.000,0.060,0.000,0.150,kg,orphan_foreign_key
INV00653320,ITEM3049,LOC0009,2025-07-11,7.000,0.000,1.000,0.000,7.000,pcs,orphan_foreign_key
INV00653845,ITEM0932,LOC0013,2025-07-11,2.110,0.000,0.510,0.500,1.610,kg,orphan_foreign_key
INV00653893,ITEM5538,LOC0013,2025-07-11,1.630,1.530,1.400,1.400,1.760,kg,orphan_foreign_key
INV00653966,ITEM1991,LOC0014,2025-07-11,0.400,0.000,0.080,0.000,0.400,kg,orphan_foreign_key
INV00654330,ITEM7934,LOC0016,2025-07-11,3.090,0.000,0.350,0.350,2.740,liters,orphan_foreign_key
INV00654961,ITEM4893,LOC0021,2025-07-11,0.380,0.000,0.100,0.000,0.380,kg,orphan_foreign_key
INV00654966,ITEM9010,LOC0021,2025-07-11,0.330,1.780,0.800,0.800,1.310,kg,orphan_foreign_key
INV00655258,ITEM6451,LOC0023,2025-07-11,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00655545,ITEM8076,LOC0025,2025-07-11,0.490,0.000,0.030,0.000,0.490,kg,orphan_foreign_key
INV00655617,ITEM4353,LOC0001,2025-07-12,5.000,8.000,5.000,4.000,8.000,pcs,orphan_foreign_key
INV00655807,ITEM1875,LOC0002,2025-07-12,7.000,0.000,1.000,0.000,7.000,pcs,orphan_foreign_key
INV00655810,ITEM9301,LOC0002,2025-07-12,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00655864,ITEM5559,LOC0002,2025-07-12,6.000,0.000,2.000,0.000,6.000,pcs,orphan_foreign_key
INV00655884,ITEM2496,LOC0003,2025-07-12,0.330,0.000,0.090,0.000,0.330,liters,orphan_foreign_key
INV00656391,ITEM4290,LOC0006,2025-07-12,0.340,0.000,0.110,0.000,0.340,liters,orphan_foreign_key
INV00656513,ITEM2621,LOC0007,2025-07-12,2.050,0.000,0.050,0.000,2.050,kg,orphan_foreign_key
INV00657164,ITEM1588,LOC0012,2025-07-12,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00658041,ITEM6497,LOC0018,2025-07-12,1.470,2.080,1.400,1.400,2.150,liters,orphan_foreign_key
INV00658348,ITEM2717,LOC0021,2025-07-12,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00658542,ITEM1663,LOC0022,2025-07-12,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00658872,ITEM5357,LOC0024,2025-07-12,1.850,5.640,2.750,2.450,5.040,liters,orphan_foreign_key
INV00659250,ITEM4752,LOC0002,2025-07-13,0.330,0.660,0.350,0.350,0.640,kg,orphan_foreign_key
INV00659812,ITEM5650,LOC0006,2025-07-13,8.000,0.000,1.000,0.000,8.000,pcs,orphan_foreign_key
INV00660237,ITEM6704,LOC0009,2025-07-13,1.920,0.000,1.240,1.050,0.870,liters,orphan_foreign_key
INV00660240,ITEM8828,LOC0009,2025-07-13,7.000,47.000,24.000,18.000,36.000,pcs,orphan_foreign_key
INV00660461,ITEM0655,LOC0011,2025-07-13,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00660886,ITEM3907,LOC0014,2025-07-13,0.380,0.000,0.140,0.000,0.250,kg,orphan_foreign_key
INV00660928,ITEM1526,LOC0014,2025-07-13,7.000,23.000,11.000,11.000,19.000,pcs,orphan_foreign_key
INV00661164,ITEM3722,LOC0016,2025-07-13,0.130,0.000,0.060,0.000,0.130,kg,orphan_foreign_key
INV00661211,ITEM9581,LOC0016,2025-07-13,6.000,0.000,2.000,1.000,5.000,pcs,orphan_foreign_key
INV00662206,ITEM1208,LOC0024,2025-07-13,3.000,0.000,2.000,1.000,2.000,pcs,orphan_foreign_key
INV00662557,ITEM3768,LOC0001,2025-07-14,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00662644,ITEM9317,LOC0002,2025-07-14,1.260,0.000,0.450,0.400,0.860,kg,orphan_foreign_key
INV00662847,ITEM9076,LOC0003,2025-07-14,3.320,0.000,0.380,0.000,3.320,liters,orphan_foreign_key
INV00663101,ITEM4108,LOC0005,2025-07-14,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00663391,ITEM9227,LOC0007,2025-07-14,0.210,0.000,0.100,0.000,0.210,liters,orphan_foreign_key
INV00663992,ITEM3103,LOC0012,2025-07-14,1.290,0.000,0.090,0.000,1.290,kg,orphan_foreign_key
INV00664377,ITEM5156,LOC0015,2025-07-14,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00664436,ITEM2922,LOC0015,2025-07-14,4.000,0.000,1.000,1.000,3.000,pcs,orphan_foreign_key
INV00665378,ITEM1043,LOC0022,2025-07-14,0.470,0.000,0.300,0.300,0.170,kg,orphan_foreign_key
INV00665728,ITEM8570,LOC0024,2025-07-14,1.250,0.000,0.140,0.000,1.250,liters,orphan_foreign_key
INV00665992,ITEM9465,LOC0001,2025-07-15,3.000,4.000,3.000,3.000,4.000,pcs,orphan_foreign_key
INV00666081,ITEM4886,LOC0002,2025-07-15,0.400,0.000,0.260,0.000,0.400,kg,orphan_foreign_key
INV00666322,ITEM3698,LOC0004,2025-07-15,3.000,6.000,3.000,3.000,6.000,pcs,orphan_foreign_key
INV00666405,ITEM6713,LOC0004,2025-07-15,5.030,0.000,0.640,0.000,5.030,liters,orphan_foreign_key
INV00666950,ITEM9729,LOC0008,2025-07-15,0.690,1.490,0.750,0.750,1.430,liters,orphan_foreign_key
INV00666976,ITEM0493,LOC0008,2025-07-15,6.000,0.000,3.000,0.000,6.000,pcs,orphan_foreign_key
INV00667082,ITEM7083,LOC0009,2025-07-15,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00667086,ITEM8533,LOC0009,2025-07-15,0.170,0.000,0.140,0.000,0.170,liters,orphan_foreign_key
INV00667164,ITEM4549,LOC0010,2025-07-15,1.670,0.000,0.610,0.000,1.670,kg,orphan_foreign_key
INV00668253,ITEM8890,LOC0018,2025-07-15,0.740,0.000,0.250,0.000,0.740,kg,orphan_foreign_key
INV00668327,ITEM9041,LOC0018,2025-07-15,1.380,0.000,0.070,0.000,1.380,liters,orphan_foreign_key
INV00669214,ITEM1415,LOC0025,2025-07-15,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00669894,ITEM0438,LOC0005,2025-07-16,3.000,6.000,4.000,4.000,5.000,pcs,orphan_foreign_key
INV00670017,ITEM8243,LOC0006,2025-07-16,2.000,0.000,1.000,1.000,1.000,pcs,orphan_foreign_key
INV00670181,ITEM1816,LOC0007,2025-07-16,0.210,0.000,0.040,0.000,0.210,kg,orphan_foreign_key
INV00670258,ITEM8597,LOC0007,2025-07-16,2.330,0.000,0.950,0.250,2.080,liters,orphan_foreign_key
INV00670602,ITEM2476,LOC0010,2025-07-16,0.870,0.000,0.100,0.000,0.870,kg,orphan_foreign_key
INV00671390,ITEM0507,LOC0016,2025-07-16,1.790,0.000,0.160,0.000,1.790,liters,orphan_foreign_key
INV00671891,ITEM5625,LOC0019,2025-07-16,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00672192,ITEM8594,LOC0021,2025-07-16,0.510,0.000,0.320,0.000,0.510,liters,orphan_foreign_key
INV00672219,ITEM6820,LOC0022,2025-07-16,0.500,0.000,0.010,0.000,0.500,liters,orphan_foreign_key
INV00672476,ITEM4975,LOC0023,2025-07-16,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00672808,ITEM9308,LOC0001,2025-07-17,0.800,1.430,0.800,0.800,1.430,kg,orphan_foreign_key
INV00673246,ITEM3703,LOC0004,2025-07-17,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00673275,ITEM8418,LOC0004,2025-07-17,1.920,0.000,0.730,0.250,1.670,liters,orphan_foreign_key
INV00673398,ITEM2634,LOC0005,2025-07-17,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00673767,ITEM7896,LOC0008,2025-07-17,0.880,1.680,1.200,1.200,1.360,kg,orphan_foreign_key
INV00673943,ITEM6991,LOC0009,2025-07-17,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00674043,ITEM6347,LOC0010,2025-07-17,1.000,2.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00674821,ITEM9732,LOC0016,2025-07-17,1.140,0.000,0.110,0.000,1.140,liters,orphan_foreign_key
INV00674927,ITEM3549,LOC0016,2025-07-17,0.900,0.000,0.160,0.000,0.900,liters,orphan_foreign_key
INV00675036,ITEM6536,LOC0017,2025-07-17,0.700,0.000,0.050,0.000,0.700,kg,orphan_foreign_key
INV00676088,ITEM6012,LOC0025,2025-07-17,0.780,0.000,0.090,0.000,0.780,kg,orphan_foreign_key
INV00676676,ITEM7256,LOC0004,2025-07-18,5.000,0.000,4.000,3.000,2.000,pcs,orphan_foreign_key
INV00676993,ITEM5090,LOC0006,2025-07-18,2.690,0.000,0.090,0.000,2.690,liters,orphan_foreign_key
INV00677064,ITEM1126,LOC0007,2025-07-18,1.560,0.000,0.160,0.000,1.560,kg,orphan_foreign_key
INV00677849,ITEM2892,LOC0013,2025-07-18,2.000,4.000,2.000,2.000,4.000,pcs,orphan_foreign_key
INV00678313,ITEM8990,LOC0016,2025-07-18,2.000,3.000,2.000,1.000,4.000,pcs,orphan_foreign_key
INV00678558,ITEM3955,LOC0018,2025-07-18,0.620,1.940,1.000,1.000,1.560,kg,orphan_foreign_key
INV00678769,ITEM2629,LOC0019,2025-07-18,0.570,0.000,0.250,0.000,0.570,liters,orphan_foreign_key
INV00678910,ITEM5337,LOC0020,2025-07-18,1.960,0.000,0.840,0.350,1.610,liters,orphan_foreign_key
INV00679008,ITEM2121,LOC0021,2025-07-18,8.000,0.000,1.000,0.000,8.000,pcs,orphan_foreign_key
INV00679185,ITEM0533,LOC0022,2025-07-18,6.270,0.000,1.100,0.000,6.270,liters,orphan_foreign_key
INV00679515,ITEM2062,LOC0025,2025-07-18,1.130,1.650,1.080,0.900,1.880,kg,orphan_foreign_key
INV00680036,ITEM1378,LOC0004,2025-07-19,9.000,0.000,1.000,0.000,9.000,pcs,orphan_foreign_key
INV00680401,ITEM9968,LOC0006,2025-07-19,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00680639,ITEM3276,LOC0008,2025-07-19,3.000,4.000,3.000,3.000,4.000,pcs,orphan_foreign_key
INV00681314,ITEM5865,LOC0013,2025-07-19,1.400,5.840,2.800,2.800,4.440,kg,orphan_foreign_key
INV00681423,ITEM2720,LOC0014,2025-07-19,1.610,0.000,0.330,0.300,1.310,kg,orphan_foreign_key
INV00681997,ITEM9598,LOC0018,2025-07-19,0.710,0.000,0.380,0.000,0.710,kg,orphan_foreign_key
INV00682328,ITEM3134,LOC0020,2025-07-19,6.000,0.000,1.000,0.000,6.000,pcs,orphan_foreign_key
INV00682344,ITEM7126,LOC0020,2025-07-19,1.890,0.000,0.070,0.000,1.840,liters,orphan_foreign_key
INV00683207,ITEM5410,LOC0002,2025-07-20,9.000,0.000,2.000,0.000,9.000,pcs,orphan_foreign_key
INV00683354,ITEM8842,LOC0003,2025-07-20,0.660,1.610,0.900,0.900,1.370,kg,orphan_foreign_key
INV00684205,ITEM0715,LOC0009,2025-07-20,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00684352,ITEM8170,LOC0010,2025-07-20,6.000,0.000,4.000,4.000,2.000,pcs,orphan_foreign_key
INV00684505,ITEM4227,LOC0011,2025-07-20,2.810,0.000,0.210,0.000,2.810,kg,orphan_foreign_key
INV00685191,ITEM1121,LOC0016,2025-07-20,0.390,0.000,0.050,0.000,0.390,kg,orphan_foreign_key
INV00685233,ITEM6703,LOC0016,2025-07-20,22.000,0.000,3.000,0.000,20.000,pcs,orphan_foreign_key
INV00685361,ITEM1586,LOC0017,2025-07-20,1.960,0.000,0.080,0.000,1.960,liters,orphan_foreign_key
INV00685416,ITEM0218,LOC0018,2025-07-20,5.650,0.000,2.890,2.000,2.870,kg,orphan_foreign_key
INV00685731,ITEM1872,LOC0020,2025-07-20,10.000,0.000,4.000,4.000,6.000,pcs,orphan_foreign_key
INV00685939,ITEM9032,LOC0022,2025-07-20,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00686743,ITEM4213,LOC0002,2025-07-21,23.000,0.000,5.000,2.000,21.000,pcs,orphan_foreign_key
INV00686798,ITEM2794,LOC0003,2025-07-21,2.920,0.000,0.420,0.000,2.920,kg,orphan_foreign_key
INV00687544,ITEM1988,LOC0008,2025-07-21,0.580,1.280,0.750,0.750,1.110,liters,orphan_foreign_key
INV00688695,ITEM1298,LOC0017,2025-07-21,4.000,10.000,5.000,5.000,9.000,pcs,orphan_foreign_key
INV00688705,ITEM1618,LOC0017,2025-07-21,2.590,0.000,0.760,0.600,1.990,kg,orphan_foreign_key
INV00689416,ITEM8512,LOC0022,2025-07-21,1.390,0.000,0.420,0.000,1.390,kg,orphan_foreign_key
INV00689691,ITEM8839,LOC0024,2025-07-21,0.690,0.000,0.050,0.000,0.690,kg,orphan_foreign_key
INV00689774,ITEM6670,LOC0024,2025-07-21,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00690104,ITEM0572,LOC0002,2025-07-22,1.590,0.000,0.410,0.400,1.190,kg,orphan_foreign_key
INV00690768,ITEM7566,LOC0007,2025-07-22,4.160,0.000,0.780,0.300,3.620,kg,orphan_foreign_key
INV00691926,ITEM8135,LOC0015,2025-07-22,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00692451,ITEM6729,LOC0019,2025-07-22,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00692683,ITEM4092,LOC0021,2025-07-22,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00692717,ITEM8772,LOC0021,2025-07-22,2.990,0.000,0.190,0.000,2.990,kg,orphan_foreign_key
INV00692845,ITEM8460,LOC0022,2025-07-22,5.100,0.000,0.440,0.000,5.100,kg,orphan_foreign_key
INV00693056,ITEM6703,LOC0023,2025-07-22,4.670,0.000,0.640,0.350,4.320,liters,orphan_foreign_key
INV00693643,ITEM6647,LOC0003,2025-07-23,2.000,6.000,3.000,2.000,5.000,pcs,orphan_foreign_key
INV00693843,ITEM8329,LOC0004,2025-07-23,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00694387,ITEM9332,LOC0008,2025-07-23,2.170,0.000,0.200,0.000,2.170,kg,orphan_foreign_key
INV00694872,ITEM8088,LOC0012,2025-07-23,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00694898,ITEM9015,LOC0012,2025-07-23,0.160,0.760,0.400,0.400,0.520,kg,orphan_foreign_key
INV00695441,ITEM1228,LOC0016,2025-07-23,2.190,0.000,0.500,0.500,1.690,kg,orphan_foreign_key
INV00695484,ITEM8344,LOC0016,2025-07-23,0.220,0.770,0.350,0.350,0.640,kg,orphan_foreign_key
INV00696467,ITEM7628,LOC0023,2025-07-23,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00696665,ITEM2252,LOC0025,2025-07-23,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00696681,ITEM8145,LOC0025,2025-07-23,1.830,0.000,0.400,0.300,1.530,kg,orphan_foreign_key
INV00696799,ITEM7657,LOC0001,2025-07-24,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00696934,ITEM6264,LOC0002,2025-07-24,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00698529,ITEM3714,LOC0013,2025-07-24,8.310,0.000,5.050,4.200,4.110,liters,orphan_foreign_key
INV00698791,ITEM0787,LOC0015,2025-07-24,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00699400,ITEM3797,LOC0020,2025-07-24,1.270,0.000,0.080,0.000,1.270,liters,orphan_foreign_key
INV00699954,ITEM4069,LOC0024,2025-07-24,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00700121,ITEM4668,LOC0025,2025-07-24,0.850,0.000,0.370,0.000,0.850,kg,orphan_foreign_key
INV00701070,ITEM5953,LOC0007,2025-07-25,0.490,0.000,0.110,0.000,0.420,kg,orphan_foreign_key
INV00701242,ITEM3335,LOC0008,2025-07-25,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00701361,ITEM2470,LOC0009,2025-07-25,3.000,0.000,1.000,0.000,3.000,pcs,orphan_foreign_key
INV00701657,ITEM1035,LOC0011,2025-07-25,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
INV00703694,ITEM6501,LOC0001,2025-07-26,2.990,0.000,0.130,0.000,2.990,kg,orphan_foreign_key
INV00703750,ITEM2834,LOC0001,2025-07-26,0.970,0.000,0.100,0.000,0.970,liters,orphan_foreign_key
INV00703812,ITEM7521,LOC0002,2025-07-26,1.980,0.000,0.130,0.000,1.980,kg,orphan_foreign_key
INV00703870,ITEM8823,LOC0002,2025-07-26,0.400,0.000,0.060,0.000,0.370,kg,orphan_foreign_key
INV00703989,ITEM3356,LOC0003,2025-07-26,1.000,2.000,1.000,1.000,2.000,pcs,orphan_foreign_key
INV00704327,ITEM3184,LOC0006,2025-07-26,2.000,0.000,1.000,0.000,2.000,pcs,orphan_foreign_key
INV00704528,ITEM4557,LOC0007,2025-07-26,15.000,0.000,7.000,7.000,8.000,pcs,orphan_foreign_key
INV00705010,ITEM7625,LOC0011,2025-07-26,9.000,0.000,1.000,0.000,9.000,pcs,orphan_foreign_key
INV00705363,ITEM6812,LOC0013,2025-07-26,4.000,0.000,1.000,0.000,4.000,pcs,orphan_foreign_key
