order_id,customer_id,location_id,order_datetime,order_channel,order_status,promotion_id,subtotal,discount_amount,tax_amount,total_amount,payment_method,quarantine_reason
ORD00140977,CUST0024895,LOC0013,2025-10-01 17:17:14,Takeaway,Completed,,3220.00,0.00,483.00,3703.00,Cash,orphan_foreign_key
ORD00141014,CUST0039532,LOC0004,2025-10-01 19:16:42,Dine-in,Completed,,5465.00,0.00,819.75,6284.75,Cash,orphan_foreign_key
ORD00141132,,LOC0005,2025-10-01 22:02:53,ThirdPartyDelivery,Completed,,3770.00,0.00,565.50,4335.50,Online,missing_value
ORD00141162,,LOC0003,2025-10-01 23:22:02,Takeaway,Completed,,8200.00,0.00,1230.00,9430.00,Cash,missing_value
ORD00141240,CUST0052901,LOC0023,2025-10-02 12:59:18,Dine-in,Completed,,11550.00,0.00,1732.50,13282.50,Wallet,orphan_foreign_key
ORD00141476,CUST0014019,LOC0023,2025-10-02 21:21:28,Dine-in,Completed,,8520.00,17415.23,1278.00,9798.00,Wallet,discount_exceeds_subtotal
ORD00141520,,LOC0003,2025-10-02 22:44:43,Dine-in,Completed,,6700.00,0.00,1005.00,7705.00,Card,missing_value
ORD00141611,CUST0045856,LOC0013,2025-10-03 12:30:16,ThirdPartyDelivery,Completed,,6980.00,0.00,1047.00,8027.00,Cash,orphan_foreign_key
ORD00142358,,LOC0019,2025-10-04 18:54:55,Website,Completed,,8165.00,0.00,1306.40,9471.40,Wallet,missing_value
ORD00142383,CUST0044595,LOC0017,1970-01-01 19:47:00,Takeaway,Completed,,3830.00,0.00,612.80,4442.80,Cash,invalid_date
ORD00142577,CUST0032191,LOC0014,2025-10-04 22:47:48,Website,Completed,,6165.00,0.00,924.75,7089.75,Online,orphan_foreign_key
ORD00142865,CUST3620047,LOC0001,2025-10-05 16:23:38,App,Completed,,3990.00,0.00,598.50,4588.50,Card,orphan_foreign_key
ORD00143006,CUST0017734,LOC0024,2025-10-05 20:20:26,Takeaway,Completed,,1770.00,2272.50,283.20,2053.20,Card,discount_exceeds_subtotal
ORD00143178,,LOC0007,2025-10-06 11:57:20,Takeaway,Completed,PROMO015,13855.00,2771.00,1773.44,12857.44,Wallet,missing_value
ORD00143250,CUST0014199,LOC0002,2025-10-06 13:37:08,Dine-in,Completed,,11350.00,0.00,1702.50,13052.50,Cash,orphan_foreign_key
ORD00143254,CUST0042329,LOC0008,2025-10-06 13:41:04,App,Completed,,7980.00,18817.60,1276.80,9256.80,Online,discount_exceeds_subtotal
ORD00143358,,LOC0013,2025-10-06 18:53:15,App,Completed,,5280.00,0.00,792.00,6072.00,Online,missing_value
ORD00143451,CUST0032387,LOC0006,2025-10-06 20:51:13,Dine-in,Completed,,5625.00,0.00,843.75,6468.75,Card,orphan_foreign_key
ORD00143496,,LOC0018,2025-10-06 22:02:11,Dine-in,Completed,,8700.00,0.00,1392.00,10092.00,Card,missing_value
ORD00143616,CUST0018732,LOC0017,2031-07-22 14:23:00,ThirdPartyDelivery,Cancelled,,8695.00,0.00,1391.20,10086.20,Cash,invalid_date
ORD00143659,CUST5036641,LOC0020,2025-10-07 14:05:06,ThirdPartyDelivery,Completed,,4160.00,0.00,624.00,4784.00,Cash,orphan_foreign_key
ORD00143697,,LOC0023,2025-10-07 17:02:40,Dine-in,Completed,,21230.00,0.00,3184.50,24414.50,Cash,missing_value
ORD00143820,CUST0014209,LOC0018,2025-10-07 21:12:23,Dine-in,Completed,,4280.00,5800.32,684.80,4964.80,Wallet,discount_exceeds_subtotal
ORD00143925,CUST0008874,LOC0018,2025-10-08 11:35:00,Dine-in,Completed,,9680.00,23294.62,1548.80,11228.80,Cash,discount_exceeds_subtotal
ORD00143937,CUST0009904,LOC0006,2025-10-08 12:14:44,Dine-in,Completed,PROMO015,14435.00,26150.82,1732.20,13280.20,Card,discount_exceeds_subtotal
ORD00143976,,LOC0021,2025-10-08 13:07:27,Dine-in,Completed,,10980.00,0.00,1647.00,12627.00,Cash,missing_value
ORD00143994,CUST0004318,LOC1122,2025-10-08 13:36:09,App,Completed,,5520.00,0.00,883.20,6403.20,Online,invalid_restaurant_id
ORD00144055,CUST0003275,LOC0017,2025-10-08 16:53:41,App,Completed,,11390.00,0.00,1822.40,13212.40,Cash,orphan_foreign_key
ORD00144260,,LOC0016,2025-10-08 23:38:44,Website,Cancelled,,1480.00,0.00,236.80,1716.80,Card,missing_value
ORD00144367,CUST0051558,LOC0019,2099-12-31 12:03:00,ThirdPartyDelivery,Completed,,7740.00,0.00,1238.40,8978.40,Cash,invalid_date
ORD00144454,CUST0015136,LOC0016,2025-10-09 18:05:58,Dine-in,Completed,,5030.00,0.00,804.80,5834.80,Card,orphan_foreign_key
ORD00144479,CUST0050825,LOC0020,2025-10-09 19:11:03,ThirdPartyDelivery,Completed,,6620.00,0.00,993.00,7613.00,Cash,orphan_foreign_key
ORD00144495,,LOC0023,2025-10-09 19:42:24,Takeaway,Completed,,7180.00,0.00,1077.00,8257.00,Cash,missing_value
ORD00144576,,LOC0015,2025-10-09 21:05:05,Dine-in,Cancelled,,2950.00,0.00,472.00,3422.00,Card,missing_value
ORD00144634,,LOC0010,2025-10-09 22:38:36,Dine-in,Completed,,10080.00,0.00,1612.80,11692.80,Cash,missing_value
ORD00144646,CUST0005749,LOC0020,2025-10-09 22:55:46,App,Completed,,3260.00,0.00,489.00,3749.00,Online,orphan_foreign_key
ORD00144704,CUST0040928,LOC0009,,App,Completed,,4690.00,0.00,750.40,5440.40,Online,invalid_date
ORD00144749,CUST0043432,LOC0008,2099-12-31 21:55:00,ThirdPartyDelivery,Completed,,5515.00,0.00,882.40,6397.40,Cash,invalid_date
ORD00144773,,LOC0009,2025-10-10 13:21:21,ThirdPartyDelivery,Completed,PROMO015,6190.00,1238.00,792.32,5744.32,Cash,missing_value
ORD00145130,CUST0035170,LOC0002,,Dine-in,Completed,PROMO015,9395.00,1879.00,1127.40,8643.40,Card,invalid_date
ORD00145485,CUST0009082,LOC0011,2025-10-11 19:09:21,Takeaway,Completed,,5950.00,0.00,952.00,6902.00,Card,orphan_foreign_key
ORD00145555,,LOC0001,2025-10-11 20:13:49,Takeaway,Completed,,4720.00,0.00,708.00,5428.00,Cash,missing_value
ORD00145564,CUST0018160,LOC0002,2025-10-11 20:24:27,App,Completed,,5415.00,0.00,812.25,6227.25,Online,orphan_foreign_key
ORD00145616,CUST5982729,LOC0025,2025-10-11 21:03:40,Dine-in,Completed,,9285.00,0.00,1392.75,10677.75,Card,orphan_foreign_key
ORD00145653,CUST0022014,LOC0014,,App,Completed,PROMO015,6640.00,1328.00,796.80,6108.80,Online,invalid_date
ORD00145682,,LOC0003,2025-10-11 22:02:34,Dine-in,Completed,PROMO015,13445.00,2689.00,1613.40,12369.40,Card,missing_value
ORD00145929,CUST0006630,LOC0003,2025-10-12 14:44:05,Dine-in,Completed,,6670.00,0.00,1000.50,7670.50,Wallet,orphan_foreign_key
ORD00145961,CUST0035300,LOC0008,,Dine-in,Completed,,4150.00,0.00,664.00,4814.00,Wallet,invalid_date
ORD00146199,,LOC0003,2025-10-12 21:35:06,App,Completed,PROMO015,3525.00,705.00,423.00,3243.00,Online,missing_value
ORD00146463,CUST0020334,LOC0023,2025-10-13 17:57:12,Website,Completed,,3080.00,0.00,462.00,3542.00,Online,orphan_foreign_key
ORD00146506,CUST0010288,LOC0006,2025-10-13 19:34:02,Takeaway,Completed,,8510.00,20007.36,1276.50,9786.50,Card,discount_exceeds_subtotal
ORD00146590,,LOC0022,2025-10-13 21:29:06,Dine-in,Completed,,5880.00,0.00,882.00,6762.00,Card,missing_value
ORD00146598,CUST0014270,LOC0009,2025-10-13 21:40:50,Dine-in,Completed,,11600.00,0.00,1856.00,13456.00,Card,orphan_foreign_key
ORD00146776,CUST0044760,LOC0023,,Dine-in,Completed,,5390.00,0.00,808.50,6198.50,Cash,invalid_date
ORD00146922,CUST0024162,LOC0017,2025-10-14 19:53:39,App,Completed,,10660.00,0.00,1705.60,12365.60,Online,orphan_foreign_key
ORD00147090,CUST0017620,LOC0023,2027-11-05 18:53:00,Dine-in,Completed,,6230.00,0.00,934.50,7164.50,Card,invalid_date
ORD00147178,CUST4209738,LOC0003,2025-10-15 14:12:48,Dine-in,Completed,,8050.00,0.00,1207.50,9257.50,Card,orphan_foreign_key
ORD00147202,CUST0040140,LOC0020,2025-10-15 14:56:01,ThirdPartyDelivery,Completed,,9790.00,0.00,1468.50,11258.50,Cash,orphan_foreign_key
ORD00147396,CUST0024895,LOC0013,2025-10-15 22:22:28,Takeaway,Completed,,13670.00,0.00,2050.50,15720.50,Cash,orphan_foreign_key
ORD00147523,CUST7364017,LOC0017,2025-10-16 13:53:25,App,Completed,,3260.00,0.00,521.60,3781.60,Online,orphan_foreign_key
ORD00147621,CUST0026953,LOC0021,2025-10-16 18:31:27,App,Completed,,7860.00,0.00,1179.00,9039.00,Card,orphan_foreign_key
ORD00147746,CUST0017010,LOC5953,2025-10-16 21:44:16,Dine-in,Completed,,7790.00,0.00,1168.50,8958.50,Card,invalid_restaurant_id
ORD00147939,CUST0052755,LOC0015,2025-10-17 14:25:29,Dine-in,Completed,,4135.00,0.00,661.60,4796.60,Card,orphan_foreign_key
ORD00147957,CUST0054949,LOC0010,2025-10-17 14:58:49,App,Completed,,8610.00,0.00,1377.60,9987.60,Card,orphan_foreign_key
ORD00148083,CUST6670885,LOC0023,2025-10-17 20:26:34,Takeaway,Completed,,4005.00,0.00,600.75,4605.75,Wallet,orphan_foreign_key
ORD00148222,,LOC0022,2025-10-18 00:43:39,Dine-in,Completed,,14610.00,0.00,2191.50,16801.50,Card,missing_value
ORD00148241,CUST5226164,LOC0016,2025-10-18 11:22:34,ThirdPartyDelivery,Completed,,12330.00,0.00,1972.80,14302.80,Cash,orphan_foreign_key
ORD00148280,CUST7076769,LOC0004,2025-10-18 12:45:39,App,Completed,,5450.00,0.00,817.50,6267.50,Wallet,orphan_foreign_key
ORD00148314,CUST0012781,LOC2818,2025-10-18 13:25:00,Dine-in,Completed,,4215.00,0.00,632.25,4847.25,Wallet,invalid_restaurant_id
ORD00148489,CUST0054977,LOC0007,2025-10-18 19:58:01,Website,Completed,,525.00,0.00,84.00,609.00,Card,orphan_foreign_key
ORD00148584,CUST0053873,LOC0003,2025-10-18 21:30:08,Dine-in,Completed,,7750.00,0.00,1162.50,8912.50,Card,orphan_foreign_key
ORD00148641,CUST0044303,LOC5007,2025-10-18 22:45:39,Takeaway,Completed,,2200.00,0.00,352.00,2552.00,Card,invalid_restaurant_id
ORD00148771,CUST7870034,LOC0004,2025-10-19 13:08:39,ThirdPartyDelivery,Completed,,6280.00,0.00,942.00,7222.00,Cash,orphan_foreign_key
ORD00148894,CUST0363225,LOC0014,2025-10-19 16:55:20,App,Completed,,6970.00,0.00,1045.50,8015.50,Online,orphan_foreign_key
ORD00148915,CUST2811591,LOC0022,2025-10-19 17:36:50,App,Completed,,5310.00,0.00,796.50,6106.50,Online,orphan_foreign_key
ORD00149064,CUST0015887,LOC0020,2027-11-05 18:13:00,App,Completed,,5190.00,0.00,778.50,5968.50,Card,invalid_date
ORD00149341,CUST0053473,LOC0004,2025-10-20 14:49:59,App,Completed,,4580.00,0.00,687.00,5267.00,Wallet,orphan_foreign_key
ORD00149456,,LOC0004,2025-10-20 19:56:45,App,Completed,,1925.00,0.00,288.75,2213.75,Wallet,missing_value
ORD00149811,,LOC0017,2025-10-21 18:31:48,Dine-in,Cancelled,,3830.00,0.00,612.80,4442.80,Card,missing_value
ORD00149903,CUST0020883,LOC0010,2025-10-21 20:38:50,Dine-in,Completed,,14580.00,0.00,2332.80,16912.80,Cash,orphan_foreign_key
ORD00150013,,LOC0014,2025-10-21 23:43:05,Dine-in,Completed,,8670.00,0.00,1300.50,9970.50,Cash,missing_value
ORD00150044,CUST0005432,LOC2799,2025-10-22 11:13:46,Takeaway,Completed,,5880.00,0.00,882.00,6762.00,Card,invalid_restaurant_id
ORD00150170,CUST2379164,LOC0017,2025-10-22 14:39:09,App,Completed,,5330.00,0.00,852.80,6182.80,Online,orphan_foreign_key
ORD00150272,CUST3780615,LOC0013,2025-10-22 19:46:46,ThirdPartyDelivery,Completed,PROMO016,5450.00,238.00,781.80,5993.80,Online,orphan_foreign_key
ORD00150420,CUST0004469,LOC0013,,App,Completed,,2370.00,0.00,355.50,2725.50,Online,invalid_date
ORD00150516,,LOC0025,2025-10-23 12:54:08,App,Completed,,2850.00,0.00,427.50,3277.50,Online,missing_value
ORD00150567,CUST0049323,LOC7251,2025-10-23 13:53:25,Dine-in,Completed,,11710.00,0.00,1756.50,13466.50,Card,invalid_restaurant_id
ORD00150742,,LOC0018,2025-10-23 19:38:41,Takeaway,Completed,,7600.00,0.00,1216.00,8816.00,Cash,missing_value
ORD00151097,,LOC0016,2025-10-24 13:57:39,ThirdPartyDelivery,Completed,,14240.00,0.00,2278.40,16518.40,Cash,missing_value
ORD00151124,,LOC0003,2025-10-24 14:29:53,Dine-in,Completed,,6750.00,0.00,1012.50,7762.50,Card,missing_value
ORD00151152,,LOC0011,2025-10-24 15:04:52,ThirdPartyDelivery,Completed,,3720.00,0.00,595.20,4315.20,Online,missing_value
ORD00151261,CUST0006594,LOC0009,2025-10-24 19:03:03,Dine-in,Completed,PROMO016,16780.00,1102.00,2508.48,18186.48,Card,orphan_foreign_key
ORD00151460,,LOC0013,2025-10-24 21:48:29,Takeaway,Completed,,2570.00,0.00,385.50,2955.50,Card,missing_value
ORD00151477,CUST0032073,LOC0020,2025-10-24 22:14:55,App,Cancelled,,13550.00,0.00,2032.50,15582.50,Online,orphan_foreign_key
ORD00151606,CUST0022935,LOC0004,2025-10-25 12:26:11,Dine-in,Completed,,5940.00,0.00,891.00,6831.00,Card,orphan_foreign_key
ORD00151649,CUST0053613,LOC0011,2025-10-25 13:03:15,App,Completed,,10540.00,14762.58,1686.40,12226.40,Online,discount_exceeds_subtotal
ORD00151789,CUST4353839,LOC0018,2025-10-25 16:21:45,ThirdPartyDelivery,Completed,,10680.00,0.00,1708.80,12388.80,Online,orphan_foreign_key
ORD00152136,,LOC0003,2025-10-25 23:58:04,Dine-in,Completed,,5475.00,0.00,821.25,6296.25,Wallet,missing_value
ORD00152181,CUST0045758,LOC0003,2025-10-26 12:16:29,Dine-in,Completed,,6610.00,0.00,991.50,7601.50,Wallet,orphan_foreign_key
ORD00152194,,LOC0023,2025-10-26 12:30:23,ThirdPartyDelivery,Completed,,3915.00,0.00,587.25,4502.25,Cash,missing_value
ORD00152394,CUST8798400,LOC0022,2025-10-26 17:43:43,Dine-in,Completed,,21200.00,0.00,3180.00,24380.00,Cash,orphan_foreign_key
ORD00152563,CUST0039707,LOC0004,2025-10-26 20:35:28,Website,Completed,,3440.00,0.00,516.00,3956.00,Online,orphan_foreign_key
ORD00152617,,LOC0004,2025-10-26 21:23:39,Takeaway,Completed,,9630.00,0.00,1444.50,11074.50,Cash,missing_value
ORD00152619,CUST0013084,LOC0014,2031-07-22 16:59:00,ThirdPartyDelivery,Completed,,7840.00,0.00,1176.00,9016.00,Cash,invalid_date
ORD00152737,CUST0032963,LOC0008,2025-10-27 00:33:42,ThirdPartyDelivery,Completed,,8320.00,0.00,1331.20,9651.20,Online,orphan_foreign_key
ORD00152846,CUST0019148,LOC0009,1900-01-01 10:20:00,App,Completed,,6140.00,0.00,982.40,7122.40,Card,invalid_date
ORD00153000,CUST0852642,LOC0011,2025-10-27 19:31:37,App,Completed,,2840.00,0.00,454.40,3294.40,Card,orphan_foreign_key
ORD00153515,CUST0041073,LOC0011,,App,Completed,,6215.00,0.00,994.40,7209.40,Online,invalid_date
ORD00153520,CUST0015340,LOC0025,2025-10-29 12:35:35,Dine-in,Completed,,4560.00,0.00,684.00,5244.00,Wallet,orphan_foreign_key
ORD00153525,,LOC0013,2025-10-29 12:39:25,App,Completed,,6960.00,0.00,1044.00,8004.00,Cash,missing_value
ORD00153572,CUST0020641,LOC0005,2025-10-29 13:47:36,Dine-in,Completed,,9305.00,0.00,1395.75,10700.75,Cash,orphan_foreign_key
ORD00153589,CUST0009622,LOC0020,,App,Completed,,12125.00,0.00,1818.75,13943.75,Online,invalid_date
ORD00153674,CUST0045039,LOC0004,2025-10-29 19:15:43,App,Completed,,10050.00,0.00,1507.50,11557.50,Online,orphan_foreign_key
ORD00153680,CUST0024162,LOC0017,2025-10-29 19:28:53,Takeaway,Completed,,12550.00,0.00,2008.00,14558.00,Cash,orphan_foreign_key
ORD00153810,CUST0003557,LOC0011,2025-10-29 22:13:42,Website,Completed,,1840.00,2315.25,294.40,2134.40,Online,discount_exceeds_subtotal
ORD00153897,,LOC0022,2025-10-30 12:55:12,Dine-in,Completed,,7370.00,0.00,1105.50,8475.50,Cash,missing_value
ORD00153993,CUST0026242,LOC0012,,Takeaway,Completed,,4870.00,0.00,730.50,5600.50,Cash,invalid_date
ORD00154132,CUST0002645,LOC8474,2025-10-30 21:27:01,App,Completed,,2425.00,0.00,388.00,2813.00,Card,invalid_restaurant_id
ORD00154241,CUST0008769,LOC0018,2025-10-31 12:20:45,App,Completed,,13960.00,34153.41,2233.60,16193.60,Card,discount_exceeds_subtotal
ORD00154287,CUST0031654,LOC2040,2025-10-31 13:14:13,Website,Completed,,2905.00,0.00,435.75,3340.75,Online,invalid_restaurant_id
ORD00154390,CUST0001677,LOC0010,2025-10-31 16:34:06,Dine-in,Completed,,5725.00,10878.10,916.00,6641.00,Cash,discount_exceeds_subtotal
ORD00154437,CUST0043445,LOC0003,2025-10-31 18:49:08,App,Completed,,10940.00,26032.61,1641.00,12581.00,Online,discount_exceeds_subtotal
ORD00154450,,LOC0013,2025-10-31 19:10:39,Website,Completed,,710.00,0.00,106.50,816.50,Card,missing_value
ORD00154505,CUST0036377,LOC0005,2025-10-31 20:12:29,Dine-in,Completed,,8560.00,0.00,1284.00,9844.00,Cash,orphan_foreign_key
ORD00154595,,LOC0011,2025-10-31 21:38:41,App,Completed,,5530.00,0.00,884.80,6414.80,Online,missing_value
ORD00154767,,LOC0009,2025-11-01 12:34:39,Dine-in,Completed,PROMO017,5940.00,384.00,888.96,6444.96,Cash,missing_value
ORD00154904,CUST0032073,LOC0010,2025-11-01 14:31:36,App,Completed,,9910.00,0.00,1585.60,11495.60,Online,orphan_foreign_key
ORD00154908,,LOC0020,2025-11-01 14:36:48,Dine-in,Completed,,7290.00,0.00,1093.50,8383.50,Card,missing_value
ORD00155025,,LOC0003,2025-11-01 18:31:43,Takeaway,Completed,,1295.00,0.00,194.25,1489.25,Cash,missing_value
ORD00155067,CUST0052071,LOC0018,2025-11-01 19:15:41,Dine-in,Completed,,2900.00,0.00,464.00,3364.00,Cash,orphan_foreign_key
ORD00155301,CUST0004123,LOC0021,2025-11-01 22:23:28,Takeaway,Completed,,8280.00,17614.38,1242.00,9522.00,Cash,discount_exceeds_subtotal
ORD00155456,CUST0024895,LOC0019,2025-11-02 12:34:49,Takeaway,Completed,,5440.00,0.00,870.40,6310.40,Card,orphan_foreign_key
ORD00155552,,LOC0015,2025-11-02 13:55:31,Dine-in,Completed,,1520.00,0.00,243.20,1763.20,Card,missing_value
ORD00155584,,LOC0013,2025-11-02 14:32:48,Dine-in,Completed,,1810.00,0.00,271.50,2081.50,Cash,missing_value
ORD00155703,CUST0004063,LOC0012,2099-12-31 12:13:00,App,Completed,,9560.00,0.00,1434.00,10994.00,Wallet,invalid_date
ORD00155767,CUST0004647,LOC0018,2025-11-02 19:53:28,Dine-in,Completed,,18000.00,0.00,2880.00,20880.00,Card,orphan_foreign_key
ORD00155796,CUST0008813,LOC0021,2099-12-31 22:10:00,Website,Completed,,5900.00,0.00,885.00,6785.00,Online,invalid_date
ORD00155833,,LOC0022,2025-11-02 20:45:04,App,Completed,,4310.00,0.00,646.50,4956.50,Card,missing_value
ORD00155919,,LOC0016,2025-11-02 21:53:04,Takeaway,Completed,,2960.00,0.00,473.60,3433.60,Wallet,missing_value
ORD00155951,CUST7906424,LOC0016,2025-11-02 22:23:53,Takeaway,Completed,,4715.00,0.00,754.40,5469.40,Cash,orphan_foreign_key
ORD00155986,CUST0010572,LOC4426,2025-11-02 23:00:23,App,Completed,,4150.00,0.00,664.00,4814.00,Online,invalid_restaurant_id
ORD00156308,CUST0022162,LOC0010,,ThirdPartyDelivery,Completed,,6590.00,0.00,1054.40,7644.40,Online,invalid_date
ORD00156328,CUST0008352,LOC3248,2025-11-03 20:35:49,Takeaway,Completed,,3500.00,0.00,525.00,4025.00,Cash,invalid_restaurant_id
ORD00156363,CUST0019733,LOC0003,2025-11-03 21:23:16,App,Completed,PROMO017,11875.00,1528.50,1551.98,11898.48,Wallet,orphan_foreign_key
ORD00156389,CUST0052130,LOC0017,2025-11-03 22:03:35,ThirdPartyDelivery,Completed,,1890.00,0.00,302.40,2192.40,Cash,orphan_foreign_key
ORD00156407,CUST0039756,LOC0015,2025-11-03 22:43:24,App,Completed,,760.00,1248.64,121.60,881.60,Wallet,discount_exceeds_subtotal
ORD00156469,,LOC0004,2025-11-04 12:00:50,ThirdPartyDelivery,Completed,,4010.00,0.00,601.50,4611.50,Cash,missing_value
ORD00156654,CUST0020334,LOC0023,2025-11-04 18:23:09,ThirdPartyDelivery,Completed,,7290.00,0.00,1093.50,8383.50,Online,orphan_foreign_key
ORD00156682,,LOC0012,2025-11-04 19:23:16,App,Completed,,4410.00,0.00,661.50,5071.50,Online,missing_value
ORD00156691,,LOC0005,2025-11-04 19:31:28,Dine-in,Completed,,5990.00,0.00,898.50,6888.50,Cash,missing_value
ORD00156909,CUST0017153,LOC0024,,Website,Completed,PROMO017,7125.00,1477.50,903.60,6551.10,Online,invalid_date
ORD00157214,,LOC0023,2025-11-05 20:36:42,ThirdPartyDelivery,Completed,PROMO017,8515.00,2146.50,955.28,7323.78,Online,missing_value
ORD00157294,CUST0050837,LOC0008,1970-01-01 20:02:00,ThirdPartyDelivery,Completed,,5035.00,0.00,805.60,5840.60,Cash,invalid_date
ORD00157339,,LOC0004,2025-11-06 10:00:17,Dine-in,Completed,,7600.00,0.00,1140.00,8740.00,Card,missing_value
ORD00157377,CUST0049357,LOC0011,2025-11-06 12:14:10,Dine-in,Completed,PROMO017,15000.00,975.00,2244.00,16269.00,Card,orphan_foreign_key
ORD00157445,CUST0031486,LOC0019,2025-11-06 13:31:42,ThirdPartyDelivery,Completed,,12190.00,0.00,1950.40,14140.40,Online,orphan_foreign_key
ORD00157605,CUST0001753,LOC0018,2025-11-06 19:08:05,Takeaway,Completed,,5030.00,0.00,804.80,5834.80,Cash,orphan_foreign_key
ORD00158151,,LOC0019,2025-11-07 17:30:36,Dine-in,Completed,PROMO017,11320.00,552.00,1722.88,12490.88,Wallet,missing_value
ORD00158211,,LOC0008,2025-11-07 19:08:58,App,Completed,PROMO017,4670.00,1029.00,582.56,4223.56,Card,missing_value
ORD00158273,CUST0029763,LOC1241,2025-11-07 20:04:58,App,Completed,,3160.00,0.00,505.60,3665.60,Card,invalid_restaurant_id
ORD00158305,CUST0046005,LOC0005,,App,Cancelled,,7525.00,0.00,1128.75,8653.75,Online,invalid_date
ORD00158438,,LOC0001,2025-11-07 22:09:07,Dine-in,Completed,,9890.00,0.00,1483.50,11373.50,Cash,missing_value
ORD00158720,CUST0018782,LOC0015,2025-11-08 13:39:33,App,Completed,,11150.00,0.00,1784.00,12934.00,Card,orphan_foreign_key
ORD00159053,CUST0028526,LOC0016,2025-11-08 20:32:42,App,Completed,,4155.00,0.00,664.80,4819.80,Online,orphan_foreign_key
ORD00159081,CUST0017772,LOC0009,,App,Completed,,2180.00,0.00,348.80,2528.80,Online,invalid_date
ORD00159236,CUST1103848,LOC0023,2025-11-08 22:33:03,Dine-in,Completed,,6600.00,0.00,990.00,7590.00,Wallet,orphan_foreign_key
ORD00159361,,LOC0008,2025-11-09 12:22:32,Dine-in,Completed,PROMO017,8015.00,1216.50,1087.76,7886.26,Card,missing_value
ORD00159493,,LOC0004,2025-11-09 14:17:15,Website,Completed,,10160.00,0.00,1524.00,11684.00,Wallet,missing_value
ORD00159506,CUST0054541,LOC9545,2025-11-09 14:34:08,App,Completed,,10810.00,0.00,1729.60,12539.60,Online,invalid_restaurant_id
ORD00159587,CUST0017464,LOC0004,2025-11-09 17:32:01,App,Completed,,8535.00,19556.48,1280.25,9815.25,Cash,discount_exceeds_subtotal
ORD00159783,CUST0031995,LOC0014,,Dine-in,Completed,PROMO017,8050.00,2169.00,882.15,6763.15,Cash,invalid_date
ORD00159990,CUST0015387,LOC0021,2025-11-09 23:32:33,Dine-in,Completed,,2060.00,4984.54,309.00,2369.00,Card,discount_exceeds_subtotal
ORD00160090,,LOC0015,2025-11-10 13:33:30,App,Completed,,2690.00,0.00,430.40,3120.40,Wallet,missing_value
ORD00160161,,LOC0013,2025-11-10 16:16:32,App,Completed,,1820.00,0.00,273.00,2093.00,Online,missing_value
ORD00160198,CUST0045446,LOC4516,2025-11-10 18:21:41,ThirdPartyDelivery,Cancelled,,5490.00,0.00,878.40,6368.40,Online,invalid_restaurant_id
ORD00160253,CUST0025168,LOC0023,2099-12-31 21:37:00,Dine-in,Completed,,7435.00,0.00,1115.25,8550.25,Wallet,invalid_date
ORD00160269,,LOC0002,2025-11-10 20:04:23,Dine-in,Completed,,6655.00,0.00,998.25,7653.25,Wallet,missing_value
ORD00160598,CUST0008621,LOC5876,2025-11-11 15:15:09,ThirdPartyDelivery,Completed,,3940.00,0.00,591.00,4531.00,Online,invalid_restaurant_id
ORD00160626,CUST0041740,LOC0014,2025-11-11 17:08:05,Dine-in,Completed,PROMO017,18760.00,1392.00,2605.20,19973.20,Card,orphan_foreign_key
ORD00160661,,LOC0001,2025-11-11 18:45:12,Dine-in,Completed,PROMO017,11985.00,472.50,1726.88,13239.38,Cash,missing_value
ORD00160725,CUST1942584,LOC0002,2025-11-11 20:08:19,ThirdPartyDelivery,Cancelled,,6180.00,0.00,927.00,7107.00,Cash,orphan_foreign_key
ORD00160777,CUST0042637,LOC0020,2025-11-11 21:05:49,Dine-in,Completed,,2250.00,0.00,337.50,2587.50,Cash,orphan_foreign_key
ORD00160970,CUST0013375,LOC0012,2025-11-12 13:09:15,App,Completed,,4555.00,0.00,683.25,5238.25,Card,orphan_foreign_key
ORD00161155,CUST0003626,LOC0023,2025-11-12 19:05:50,Takeaway,Completed,PROMO017,8835.00,18133.74,1301.18,9975.68,Cash,discount_exceeds_subtotal
ORD00161492,CUST0003561,LOC0001,2025-11-13 13:05:21,App,Completed,,15910.00,38991.06,2386.50,18296.50,Cash,discount_exceeds_subtotal
ORD00161647,,LOC0003,2025-11-13 18:35:26,Dine-in,Completed,PROMO017,5460.00,1071.00,658.35,5047.35,Cash,missing_value
ORD00161681,CUST0025363,LOC0012,2025-11-13 19:25:35,ThirdPartyDelivery,Completed,PROMO017,3500.00,681.00,422.85,3241.85,Online,orphan_foreign_key
ORD00161821,CUST0011464,LOC0018,2025-11-13 21:47:04,Dine-in,Completed,,5240.00,0.00,838.40,6078.40,Cash,orphan_foreign_key
ORD00161842,,LOC0016,2025-11-13 22:04:44,App,Completed,,6570.00,0.00,1051.20,7621.20,Card,missing_value
ORD00162601,CUST0011824,LOC0017,2025-11-15 12:04:53,Website,Completed,,7215.00,10974.90,1154.40,8369.40,Online,discount_exceeds_subtotal
ORD00162708,,LOC0024,2025-11-15 13:17:32,Dine-in,Completed,PROMO017,7375.00,1540.50,933.52,6768.02,Card,missing_value
ORD00162969,CUST0034909,LOC0005,2025-11-15 19:28:01,Dine-in,Completed,PROMO017,16795.00,3574.50,1983.07,15203.57,Card,orphan_foreign_key
ORD00163038,CUST4484622,LOC0016,2025-11-15 20:22:19,App,Completed,,8030.00,0.00,1284.80,9314.80,Card,orphan_foreign_key
