rating_id,customer_id,item_id,location_id,order_id,rating_value,rating_date,review_text,quarantine_reason
RAT0050564,CUST0004677,ITEM0151,LOC0008,ORD00096445,4,2025-07-12,,orphan_foreign_key
RAT0050600,CUST0039441,ITEM0065,LOC0004,ORD00094153,4,2025-07-12,Nice ambience and good service.,orphan_foreign_key
RAT0050610,CUST8537037,ITEM0148,LOC0023,ORD00095795,4,2025-07-12,,orphan_foreign_key
RAT0050618,CUST0011428,,LOC0016,ORD00096609,4,2031-07-22,,invalid_date
RAT0050643,CUST0016589,ITEM0125,LOC0019,ORD00097186,2,2025-07-13,Not fresh.,orphan_foreign_key
RAT0050709,CUST0018689,ITEM0075,LOC0005,ORD00096974,3,2025-07-13,"Taste was fine, packaging poor.",orphan_foreign_key
RAT0050735,CUST0019174,ITEM0068,LOC0005,ORD00094404,4,2025-07-13,,orphan_foreign_key
RAT0050761,CUST0038639,ITEM0061,LOC0020,ORD00096914,,2025-07-13,,missing_value
RAT0050789,CUST0053605,ITEM0114,LOC0012,ORD00097121,6,2025-07-13,,invalid_rating
RAT0050797,CUST0006115,ITEM0046,LOC0007,ORD00096992,,2025-07-13,,missing_value
RAT0050804,CUST0022816,,LOC0003,ORD00097006,4,2099-12-31,Enjoyed the meal.,invalid_date
RAT0050816,CUST0022837,ITEM0004,LOC0016,ORD00097194,,2025-07-13,Enjoyed the meal.,missing_value
RAT0050857,CUST0047823,ITEM0004,LOC0001,ORD00095189,4,2025-07-13,Enjoyed the meal.,orphan_foreign_key
RAT0050861,CUST0014322,ITEM0134,LOC0021,ORD00096844,5,2025-07-13,,orphan_foreign_key
RAT0050882,CUST0014041,ITEM0073,LOC0018,ORD00097250,2,2025-07-13,,orphan_foreign_key
RAT0050912,CUST0015059,ITEM0017,LOC0018,ORD00096413,,2025-07-13,Tasty and fresh.,missing_value
RAT0050917,CUST0008210,ITEM0048,LOC0016,ORD00097115,5,2025-07-13,,orphan_foreign_key
RAT0050944,CUST0011779,ITEM0138,LOC0023,ORD00097223,3,2025-07-13,,orphan_foreign_key
RAT0050964,CUST0042818,,LOC0008,ORD00097678,-1,2025-07-14,,invalid_rating
RAT0051039,CUST0039801,ITEM0066,LOC0016,ORD00096645,5,2025-07-14,,orphan_foreign_key
RAT0051051,CUST0041715,ITEM0117,LOC0015,ORD00097553,-1,2025-07-14,,invalid_rating
RAT0051071,CUST0031568,,LOC4578,ORD00097084,3,2025-07-14,"Taste was fine, packaging poor.",invalid_restaurant_id
RAT0051118,CUST0014805,,LOC0004,ORD00091650,3,2025-07-14,,orphan_foreign_key
RAT0051135,CUST0014199,,LOC0002,ORD00097336,4,2025-07-14,,orphan_foreign_key
RAT0051142,CUST0014179,ITEM0136,LOC8828,ORD00097492,4,2025-07-14,,invalid_restaurant_id
RAT0051144,CUST0042058,ITEM0087,LOC0018,ORD00097699,4,2025-07-14,Nice ambience and good service.,orphan_foreign_key
RAT0051147,CUST0005929,ITEM0038,LOC0002,ORD00095392,55,2025-07-14,,invalid_rating
RAT0051156,CUST0006816,,LOC0015,ORD00097712,5,2025-07-14,,orphan_foreign_key
RAT0051166,CUST0004677,ITEM0157,LOC0008,ORD00096445,4,2025-07-14,Tasty and fresh.,orphan_foreign_key
RAT0051185,CUST0054691,ITEM0057,LOC0015,ORD00097521,,2025-07-14,Tasty and fresh.,missing_value
RAT0051199,CUST0040544,ITEM0046,LOC0013,ORD00097388,3,,"Average, nothing special.",invalid_date
RAT0051223,CUST0042058,ITEM0091,LOC0018,ORD00097699,5,2025-07-14,,orphan_foreign_key
RAT0051230,CUST0028920,ITEM0076,LOC0787,ORD00097456,3,2025-07-14,"Average, nothing special.",invalid_restaurant_id
RAT0051264,CUST0001096,,LOC0025,ORD00097928,5,2025-07-15,,orphan_foreign_key
RAT0051277,CUST0052514,,LOC0004,ORD00098244,6,2025-07-15,,invalid_rating
RAT0051280,CUST0016119,,LOC7074,ORD00097918,4,2025-07-15,Good value for money.,invalid_restaurant_id
RAT0051283,CUST0001479,,LOC0003,ORD00096743,0,2025-07-15,,invalid_rating
RAT0051302,CUST0041964,ITEM0126,LOC0006,ORD00097318,4,2025-07-15,,orphan_foreign_key
RAT0051311,CUST0020498,ITEM0137,LOC0017,ORD00096182,0,2025-07-15,,invalid_rating
RAT0051319,CUST6919084,,LOC0002,ORD00097704,4,2025-07-15,Nice ambience and good service.,orphan_foreign_key
RAT0051334,CUST0044662,ITEM0032,LOC0009,ORD00097916,-1,2025-07-15,,invalid_rating
RAT0051336,CUST0013394,ITEM0001,LOC0016,ORD00097719,4,2025-07-15,,orphan_foreign_key
RAT0051344,CUST0002876,ITEM0137,LOC3588,ORD00096672,3,2025-07-15,,invalid_restaurant_id
RAT0051350,CUST0035401,ITEM0068,LOC0001,ORD00098193,3,2025-07-15,"Taste was fine, packaging poor.",orphan_foreign_key
RAT0051356,CUST0054787,ITEM0117,LOC0015,ORD00098270,,2025-07-15,,missing_value
RAT0051367,CUST0030009,,LOC0001,ORD00097565,,2025-07-15,,missing_value
RAT0051369,CUST0004625,ITEM0057,LOC0015,ORD00097810,0,2025-07-15,"Taste was fine, packaging poor.",invalid_rating
RAT0051463,CUST0020824,ITEM0036,LOC0015,ORD00098542,55,2025-07-16,Good value for money.,invalid_rating
RAT0051478,CUST0035401,ITEM0140,LOC0001,ORD00098193,5,2025-07-16,"Excellent, loved it!",orphan_foreign_key
RAT0051502,CUST0039245,ITEM0051,LOC0013,ORD00098577,4,2025-07-16,,orphan_foreign_key
RAT0051537,CUST0000333,ITEM0098,LOC0009,ORD00097770,4,2025-07-16,Tasty and fresh.,orphan_foreign_key
RAT0051546,CUST0030848,ITEM0086,LOC0014,ORD00098622,,2025-07-16,Tasty and fresh.,missing_value
RAT0051563,CUST8275939,ITEM0152,LOC0016,ORD00097260,5,2025-07-16,,orphan_foreign_key
RAT0051568,CUST0052086,ITEM0045,LOC0003,ORD00097410,,2025-07-16,,missing_value
RAT0051575,CUST0035068,ITEM0156,LOC0020,ORD00098399,5,2025-07-16,"Excellent, loved it!",orphan_foreign_key
RAT0051595,CUST0024221,ITEM0140,LOC0016,ORD00098477,4,2025-07-16,Good value for money.,orphan_foreign_key
RAT0051609,CUST0004651,ITEM0013,LOC3983,ORD00098462,4,2025-07-16,,invalid_restaurant_id
RAT0051623,CUST0011626,ITEM0143,LOC0019,ORD00097037,5,2025-07-16,Perfect taste and quick service.,orphan_foreign_key
RAT0051631,CUST0006569,,LOC0015,ORD00098278,7,2025-07-16,Best in town.,invalid_rating
RAT0051670,CUST0044357,ITEM0156,LOC0013,ORD00098773,55,2025-07-17,,invalid_rating
RAT0051694,CUST0028850,ITEM0034,LOC0007,ORD00098539,,2025-07-17,Service was slow.,missing_value
RAT0051700,CUST0022023,,LOC0025,ORD00097924,3,2025-07-17,"Average, nothing special.",orphan_foreign_key
RAT0051711,CUST0009295,ITEM0057,LOC0023,ORD00098822,3,2025-07-17,,orphan_foreign_key
RAT0051748,CUST0038347,ITEM0012,LOC0024,ORD00096952,3,2025-07-17,,orphan_foreign_key
RAT0051755,CUST0006085,ITEM0060,LOC0015,ORD00098665,,2025-07-17,Tasty and fresh.,missing_value
RAT0051758,CUST0001096,ITEM0139,LOC0025,ORD00097928,3,2025-07-17,,orphan_foreign_key
RAT0051771,CUST0029255,ITEM0103,LOC1922,ORD00098474,5,2025-07-17,,invalid_restaurant_id
RAT0051786,CUST0001152,ITEM0060,LOC0015,ORD00098777,4,2025-07-17,,orphan_foreign_key
RAT0051787,CUST0008210,ITEM0046,LOC0016,ORD00097115,4,2025-07-17,,orphan_foreign_key
RAT0051808,CUST0050084,ITEM0153,LOC0015,ORD00098426,,2025-07-17,,missing_value
RAT0051825,CUST0033655,ITEM0132,LOC0023,ORD00098855,3,2025-07-17,,orphan_foreign_key
RAT0051832,CUST0022656,,LOC0005,ORD00098554,2,2025-07-17,Not fresh.,orphan_foreign_key
RAT0051839,CUST0038406,ITEM0143,LOC0006,ORD00098965,5,2025-07-17,,orphan_foreign_key
RAT0051850,CUST0001152,ITEM0089,LOC0015,ORD00098777,3,2025-07-17,,orphan_foreign_key
RAT0051860,CUST0047251,ITEM0138,LOC0016,ORD00097296,2,2025-07-17,,orphan_foreign_key
RAT0051874,CUST0036483,ITEM0157,LOC0003,ORD00099286,3,2025-07-18,,orphan_foreign_key
RAT0051875,CUST0012929,ITEM0143,LOC0003,ORD00098725,4,2025-07-18,,orphan_foreign_key
RAT0051888,CUST0042114,ITEM0020,LOC0017,ORD00098931,3,2025-07-18,Decent but overpriced.,orphan_foreign_key
RAT0051912,CUST0003023,ITEM0045,LOC0005,ORD00097414,,2025-07-18,,missing_value
RAT0051923,CUST0048272,,LOC0003,ORD00099474,4,2025-07-18,,orphan_foreign_key
RAT0051932,CUST0054596,ITEM0059,LOC0001,ORD00099365,4,2025-07-18,,orphan_foreign_key
RAT0051937,CUST0027811,ITEM0123,LOC0008,ORD00099174,4,2025-07-18,Tasty and fresh.,orphan_foreign_key
RAT0051972,CUST0017194,ITEM0121,LOC0004,ORD00099362,4,2025-07-18,,orphan_foreign_key
RAT0051984,CUST0027811,ITEM0068,LOC0008,ORD00099174,5,2025-07-18,Best in town.,orphan_foreign_key
RAT0051992,CUST0021265,ITEM0003,LOC0010,ORD00099141,4,2025-07-18,,orphan_foreign_key
RAT0051995,CUST0030159,ITEM0093,LOC0024,ORD00099564,,2025-07-18,Nice ambience and good service.,missing_value
RAT0052004,CUST0054408,,LOC7404,ORD00099583,3,2025-07-18,,invalid_restaurant_id
RAT0052017,CUST0020781,ITEM0114,LOC0021,ORD00097705,7,2025-07-18,,invalid_rating
RAT0052023,CUST0046593,ITEM0061,LOC0023,ORD00099186,2,,Not fresh.,invalid_date
RAT0052038,CUST0017010,ITEM0130,LOC0004,ORD00098312,5,2025-07-18,Perfect taste and quick service.,orphan_foreign_key
RAT0052077,CUST3734741,,LOC0011,ORD00099527,4,2025-07-18,,orphan_foreign_key
RAT0052093,CUST0045347,ITEM0151,LOC0023,ORD00098987,3,2025-07-18,It was okay.,orphan_foreign_key
RAT0052100,CUST0046010,ITEM0157,LOC0020,ORD00099521,0,2025-07-18,,invalid_rating
RAT0052126,CUST0015106,ITEM0009,LOC0019,ORD00099809,1,2025-07-19,"Very disappointing, will not order again.",orphan_foreign_key
RAT0052138,CUST0032400,ITEM0036,LOC0001,ORD00097400,4,2025-07-19,,orphan_foreign_key
RAT0052141,CUST0016095,ITEM0057,LOC3894,ORD00100010,3,2025-07-19,"Average, nothing special.",invalid_restaurant_id
RAT0052149,CUST0001916,,LOC0015,ORD00099758,0,2025-07-19,Nice ambience and good service.,invalid_rating
RAT0052156,CUST0046711,ITEM0112,LOC0005,ORD00099849,-1,2025-07-19,Good taste but late delivery.,invalid_rating
RAT0052183,CUST0020540,ITEM0057,LOC0017,ORD00099478,2,,,invalid_date
RAT0052189,CUST0006945,ITEM0004,LOC0020,ORD00100129,3,2025-07-19,Good taste but late delivery.,orphan_foreign_key
RAT0052215,CUST0001695,ITEM0135,LOC0013,ORD00099147,55,2025-07-19,Highly recommended.,invalid_rating
RAT0052276,CUST0026426,ITEM0148,LOC0016,ORD00100195,4,2025-07-19,,orphan_foreign_key
RAT0052279,CUST0004304,ITEM0134,LOC0003,ORD00099762,,2025-07-19,,missing_value
RAT0052283,CUST0011968,,LOC0009,ORD00099963,2,2025-07-19,,orphan_foreign_key
RAT0052290,CUST0036201,ITEM0075,LOC0008,ORD00098784,7,2025-07-19,,invalid_rating
RAT0052299,CUST0014317,ITEM0077,LOC0018,ORD00100135,4,2099-12-31,"Good food, will order again.",invalid_date
RAT0052302,CUST0016031,ITEM0004,LOC0014,ORD00099817,3,2025-07-19,,orphan_foreign_key
RAT0052304,CUST0011968,ITEM0051,LOC0009,ORD00099963,4,2025-07-19,,orphan_foreign_key
RAT0052308,CUST0041210,ITEM0142,LOC0006,ORD00099872,3,2025-07-19,"Taste was fine, packaging poor.",orphan_foreign_key
RAT0052319,CUST0047192,,LOC0020,ORD00099599,3,2025-07-19,,orphan_foreign_key
RAT0052328,CUST0042548,ITEM0156,LOC0002,ORD00099696,55,2025-07-19,,invalid_rating
RAT0052343,CUST0036483,ITEM0071,LOC0003,ORD00099286,3,2025-07-19,It was okay.,orphan_foreign_key
RAT0052347,CUST0012365,ITEM0126,LOC0003,ORD00099920,3,2025-07-19,,orphan_foreign_key
RAT0052353,CUST0052086,ITEM0148,LOC0003,ORD00099658,3,2025-07-19,,orphan_foreign_key
RAT0052357,CUST0054596,ITEM0004,LOC0001,ORD00099365,4,2025-07-19,,orphan_foreign_key
RAT0052361,CUST0052831,,LOC0018,ORD00099776,2,2025-07-19,,orphan_foreign_key
RAT0052383,CUST0011968,ITEM0021,LOC0009,ORD00099963,4,2025-07-19,,orphan_foreign_key
RAT0052390,CUST0015775,ITEM0148,LOC0012,ORD00099134,,2025-07-19,"Taste was fine, packaging poor.",missing_value
RAT0052394,CUST0030252,ITEM0112,LOC0024,ORD00099801,4,2025-07-19,,orphan_foreign_key
RAT0052431,CUST0007051,ITEM0068,LOC0006,ORD00100502,,2025-07-20,,missing_value
RAT0052436,CUST0052071,,LOC0018,ORD00100641,4,2025-07-20,Nice ambience and good service.,orphan_foreign_key
RAT0052451,CUST0038631,ITEM0143,LOC0016,ORD00100334,3,2025-07-20,,orphan_foreign_key
RAT0052461,CUST0034570,ITEM0035,LOC0013,ORD00100333,7,2025-07-20,"Excellent, loved it!",invalid_rating
RAT0052468,CUST0052071,ITEM0010,LOC0018,ORD00100641,5,2025-07-20,Perfect taste and quick service.,orphan_foreign_key
RAT0052470,CUST0038631,ITEM0068,LOC0016,ORD00100334,3,2025-07-20,Decent but overpriced.,orphan_foreign_key
RAT0052472,CUST0016698,ITEM0003,LOC0003,ORD00098918,7,2025-07-20,Below average taste.,invalid_rating
RAT0052487,CUST0037531,ITEM0124,LOC0006,ORD00100218,7,2025-07-20,,invalid_rating
RAT0052506,CUST0011341,ITEM0071,LOC0017,ORD00099448,3,2025-07-20,,orphan_foreign_key
RAT0052512,CUST0031622,ITEM0048,LOC0018,ORD00100257,55,2025-07-20,,invalid_rating
RAT0052516,CUST0012365,ITEM0137,LOC0003,ORD00099920,4,2025-07-20,,orphan_foreign_key
RAT0052518,CUST0030881,ITEM0068,LOC0014,ORD00100561,4,2025-07-20,,orphan_foreign_key
RAT0052555,CUST0007816,ITEM0009,LOC0014,ORD00099882,,2025-07-20,,missing_value
RAT0052570,CUST0033461,ITEM0138,LOC0016,ORD00098701,5,,Highly recommended.,invalid_date
RAT0052579,CUST0044470,ITEM0108,LOC0018,ORD00100446,4,2025-07-20,Nice ambience and good service.,orphan_foreign_key
RAT0052586,CUST0038631,ITEM0126,LOC0016,ORD00100334,4,2025-07-20,"Good food, will order again.",orphan_foreign_key
RAT0052612,CUST0006200,ITEM0137,LOC0014,ORD00097851,7,2025-07-20,,invalid_rating
RAT0052615,CUST0010853,ITEM0098,LOC0020,ORD00100649,3,2025-07-20,,orphan_foreign_key
RAT0052619,CUST0030881,ITEM0054,LOC0014,ORD00100561,5,2025-07-20,Perfect taste and quick service.,orphan_foreign_key
RAT0052646,CUST0041210,,LOC0006,ORD00099872,2,2025-07-20,,orphan_foreign_key
RAT0052664,CUST0011355,ITEM0081,LOC0016,ORD00100480,3,2025-07-20,It was okay.,orphan_foreign_key
RAT0052678,CUST0035689,ITEM0071,LOC0008,ORD00099577,4,2025-07-20,,orphan_foreign_key
RAT0052681,CUST0030881,ITEM0129,LOC0014,ORD00100561,5,2025-07-20,,orphan_foreign_key
RAT0052716,CUST0037483,ITEM0062,LOC0023,ORD00101068,7,2025-07-21,,invalid_rating
RAT0052725,CUST0010853,ITEM0060,LOC0020,ORD00100649,3,2025-07-21,Good taste but late delivery.,orphan_foreign_key
RAT0052739,CUST0004230,ITEM0113,LOC0014,ORD00101140,5,2025-07-21,Amazing food and friendly staff.,orphan_foreign_key
RAT0052740,CUST0030054,ITEM0090,LOC0013,ORD00100935,4,,,invalid_date
RAT0052750,CUST0018409,ITEM0021,LOC0014,ORD00100992,4,2025-07-21,,orphan_foreign_key
RAT0052754,CUST0000754,ITEM0091,LOC0010,ORD00100892,3,2025-07-21,Good taste but late delivery.,orphan_foreign_key
RAT0052759,CUST0025560,ITEM0154,LOC0016,ORD00100810,3,2025-07-21,,orphan_foreign_key
RAT0052824,CUST0048027,ITEM0031,LOC0009,ORD00099824,4,,,invalid_date
RAT0052857,CUST9907095,ITEM0068,LOC0010,ORD00099736,2,2025-07-21,Not fresh.,orphan_foreign_key
RAT0052869,CUST0004806,ITEM0124,LOC0024,ORD00100679,,2025-07-21,,missing_value
RAT0052870,CUST0051283,ITEM0148,LOC0025,ORD00098305,55,2025-07-21,,invalid_rating
RAT0052884,CUST0025049,ITEM0046,LOC0004,ORD00100805,0,2025-07-21,Good value for money.,invalid_rating
RAT0052895,CUST0002237,ITEM0134,LOC0025,ORD00100428,5,2025-07-21,,orphan_foreign_key
RAT0052900,CUST0011753,ITEM0040,LOC0009,ORD00100300,3,2031-07-22,,invalid_date
RAT0052908,CUST0025560,,LOC0016,ORD00100810,5,2025-07-21,Amazing food and friendly staff.,orphan_foreign_key
RAT0052915,CUST0024346,ITEM0004,LOC0016,ORD00100539,5,2099-12-31,Best in town.,invalid_date
RAT0052917,CUST0029337,ITEM0023,LOC0010,ORD00100171,4,2025-07-21,,orphan_foreign_key
RAT0052931,CUST0053963,ITEM0067,LOC0023,ORD00100837,4,2025-07-21,,orphan_foreign_key
RAT0052945,CUST0031020,ITEM0077,LOC0002,ORD00099789,4,2025-07-21,,orphan_foreign_key
RAT0052947,CUST0036765,ITEM0093,LOC0002,ORD00100932,3,2025-07-21,,orphan_foreign_key
RAT0053016,CUST0007377,ITEM0003,LOC0009,ORD00100263,0,2025-07-22,"Taste was fine, packaging poor.",invalid_rating
RAT0053018,CUST0039679,ITEM0074,LOC5263,ORD00101271,4,2025-07-22,,invalid_restaurant_id
RAT0053030,CUST0018409,ITEM0059,LOC0014,ORD00100992,4,2025-07-22,Enjoyed the meal.,orphan_foreign_key
RAT0053050,CUST0031995,ITEM0035,LOC0014,ORD00101386,3,2025-07-22,,orphan_foreign_key
RAT0053065,CUST0019107,,LOC0004,ORD00101296,4,2025-07-22,Enjoyed the meal.,orphan_foreign_key
RAT0053084,CUST0029351,,LOC0001,ORD00101345,4,2025-07-22,,orphan_foreign_key
RAT0053089,CUST0040233,ITEM0044,LOC0015,ORD00100871,4,2025-07-22,,orphan_foreign_key
RAT0053099,CUST0025393,ITEM0154,LOC0007,ORD00101464,,2025-07-22,,missing_value
RAT0053106,CUST0011589,ITEM0121,LOC0004,ORD00101485,,2025-07-22,,missing_value
RAT0053123,CUST0049634,,LOC0020,ORD00098942,4,2025-07-22,,orphan_foreign_key
RAT0053137,CUST0054072,ITEM0045,LOC0019,ORD00101213,,2025-07-22,,missing_value
RAT0053143,CUST0041115,ITEM0005,LOC0003,ORD00101025,3,2025-07-22,,orphan_foreign_key
RAT0053160,CUST0042483,ITEM0143,LOC0017,ORD00100897,6,2025-07-22,,invalid_rating
RAT0053169,CUST0001733,,LOC0004,ORD00101294,,2025-07-22,,missing_value
RAT0053178,CUST0025607,ITEM0068,LOC0025,ORD00100486,4,2025-07-22,Good value for money.,orphan_foreign_key
RAT0053194,CUST0036592,ITEM0152,LOC0010,ORD00101218,,2025-07-22,,missing_value
RAT0053220,CUST0022369,ITEM0004,LOC0017,ORD00101193,-1,2025-07-22,It was okay.,invalid_rating
RAT0053232,CUST0034317,ITEM0004,LOC1249,ORD00101907,4,2025-07-23,,invalid_restaurant_id
RAT0053246,CUST0037650,ITEM0045,LOC3885,ORD00100953,3,2025-07-23,,invalid_restaurant_id
RAT0053251,CUST0047397,ITEM0029,LOC0023,ORD00101690,,2025-07-23,,missing_value
RAT0053254,CUST0052735,,LOC0011,ORD00101337,6,2025-07-23,,invalid_rating
RAT0053257,CUST0009692,ITEM0032,LOC0002,ORD00099773,55,2025-07-23,,invalid_rating
RAT0053263,CUST0003220,ITEM0047,LOC0016,ORD00100226,,2025-07-23,,missing_value
RAT0053266,CUST0027573,ITEM0148,LOC0013,ORD00101396,5,2025-07-23,"Excellent, loved it!",orphan_foreign_key
RAT0053269,CUST0001088,ITEM0033,LOC0007,ORD00099767,3,2025-07-23,"Average, nothing special.",orphan_foreign_key
RAT0053274,CUST0042862,ITEM0074,LOC0018,ORD00101603,,2025-07-23,"Taste was fine, packaging poor.",missing_value
RAT0053277,CUST0021298,ITEM0148,LOC0006,ORD00101558,4,2025-07-23,,orphan_foreign_key
RAT0053302,CUST0054660,ITEM0092,LOC0010,ORD00101502,,2025-07-23,,missing_value
RAT0053311,CUST0021298,ITEM0003,LOC0006,ORD00101558,4,2025-07-23,,orphan_foreign_key
RAT0053342,CUST0039096,ITEM0126,LOC0022,ORD00101315,5,2025-07-23,,orphan_foreign_key
RAT0053368,CUST0000836,ITEM0048,LOC0025,ORD00101458,3,2025-07-23,,orphan_foreign_key
RAT0053371,CUST0008646,ITEM0050,LOC0025,ORD00100695,,2025-07-23,,missing_value
RAT0053388,CUST0053963,ITEM0136,LOC0023,ORD00100837,4,2025-07-23,Nice ambience and good service.,orphan_foreign_key
RAT0053395,CUST0031601,ITEM0145,LOC3625,ORD00101287,4,2025-07-23,"Good food, will order again.",invalid_restaurant_id
RAT0053408,CUST0048412,,LOC0022,ORD00101891,4,2025-07-23,,orphan_foreign_key
RAT0053418,CUST0011968,ITEM0053,LOC0009,ORD00099963,3,2025-07-23,"Taste was fine, packaging poor.",orphan_foreign_key
RAT0053422,CUST0028012,ITEM0068,LOC0025,ORD00101474,-1,2025-07-23,"Average, nothing special.",invalid_rating
RAT0053425,CUST0026404,ITEM0157,LOC0005,ORD00101436,3,2025-07-23,,orphan_foreign_key
RAT0053432,CUST0014317,ITEM0049,LOC3858,ORD00100135,3,2025-07-23,,invalid_restaurant_id
RAT0053433,CUST0027573,ITEM0031,LOC0013,ORD00099811,4,2025-07-23,Nice ambience and good service.,orphan_foreign_key
RAT0053468,CUST0043144,ITEM0154,LOC0014,ORD00102156,4,2025-07-24,,orphan_foreign_key
RAT0053478,CUST0052755,ITEM0122,LOC0015,ORD00101618,3,2025-07-24,Good taste but late delivery.,orphan_foreign_key
RAT0053490,CUST0031565,ITEM0091,LOC0015,ORD00102159,5,2025-07-24,Highly recommended.,orphan_foreign_key
RAT0053491,CUST0001753,,LOC0018,ORD00101587,3,2025-07-24,,orphan_foreign_key
RAT0053499,CUST0045009,ITEM0102,LOC0021,ORD00102004,3,2025-07-24,It was okay.,orphan_foreign_key
RAT0053505,CUST0029402,ITEM0004,LOC0018,ORD00102186,3,2025-07-24,,orphan_foreign_key
RAT0053517,CUST0019366,ITEM0115,LOC0009,ORD00101840,4,2027-11-05,,invalid_date
RAT0053526,CUST0009104,ITEM0109,LOC0018,ORD00102279,10,2025-07-24,,invalid_rating
RAT0053531,CUST0012479,ITEM0058,LOC0013,ORD00101899,,2025-07-24,,missing_value
RAT0053553,CUST7196876,ITEM0141,LOC0007,ORD00102117,3,2025-07-24,"Average, nothing special.",orphan_foreign_key
RAT0053561,CUST0031995,ITEM0143,LOC0014,ORD00099650,4,2025-07-24,Good value for money.,orphan_foreign_key
RAT0053577,CUST0016199,ITEM0149,LOC4900,ORD00102138,4,2025-07-24,,invalid_restaurant_id
RAT0053586,CUST0014938,ITEM0012,LOC0004,ORD00101402,3,2025-07-24,,orphan_foreign_key
RAT0053589,CUST0021480,ITEM0090,LOC0019,ORD00101188,-1,2025-07-24,Below average taste.,invalid_rating
RAT0053591,CUST0033814,ITEM0129,LOC0003,ORD00101942,,2025-07-24,,missing_value
RAT0053594,CUST0019150,ITEM0134,LOC0016,ORD00100227,4,2025-07-24,Good value for money.,orphan_foreign_key
RAT0053609,CUST0014066,ITEM0134,LOC0022,ORD00101857,3,2025-07-24,,orphan_foreign_key
RAT0053627,CUST0020295,ITEM0145,LOC9878,ORD00101580,3,2025-07-24,"Taste was fine, packaging poor.",invalid_restaurant_id
RAT0053639,CUST0040435,ITEM0101,LOC0008,ORD00101557,5,2025-07-24,Amazing food and friendly staff.,orphan_foreign_key
RAT0053644,CUST0052481,ITEM0024,LOC0023,ORD00102047,7,2025-07-24,It was okay.,invalid_rating
RAT0053664,CUST0027525,ITEM0155,LOC0008,ORD00102065,,2025-07-25,Good taste but late delivery.,missing_value
RAT0053678,CUST0037258,ITEM0124,LOC0023,ORD00101149,5,2025-07-25,Highly recommended.,orphan_foreign_key
RAT0053704,CUST0052755,ITEM0051,LOC0015,ORD00101618,4,2025-07-25,,orphan_foreign_key
RAT0053715,CUST0007179,ITEM0068,LOC0021,ORD00102467,,2025-07-25,,missing_value
RAT0053724,CUST0024521,ITEM0137,LOC0012,ORD00102632,5,,,invalid_date
RAT0053727,CUST0003531,ITEM0090,LOC1585,ORD00102491,4,2025-07-25,,invalid_restaurant_id
RAT0053739,CUST0039792,ITEM0012,LOC0007,ORD00102676,7,2025-07-25,,invalid_rating
RAT0053743,CUST0017037,ITEM0102,LOC2519,ORD00102333,4,2025-07-25,,invalid_restaurant_id
RAT0053764,CUST0006567,ITEM0067,LOC0004,ORD00102214,,2025-07-25,Nice ambience and good service.,missing_value
RAT0053769,CUST0024888,,LOC0001,ORD00102344,,2025-07-25,,missing_value
RAT0053799,CUST1875731,ITEM0004,LOC0004,ORD00102069,4,2025-07-25,,orphan_foreign_key
RAT0053800,CUST0044138,ITEM0067,LOC0023,ORD00102386,3,2025-07-25,,orphan_foreign_key
RAT0053811,CUST0007238,ITEM0111,LOC0001,ORD00101806,4,2025-07-25,Nice ambience and good service.,orphan_foreign_key
RAT0053818,CUST0018619,ITEM0041,LOC0014,ORD00101391,,2025-07-25,,missing_value
RAT0053825,CUST0036802,ITEM0035,LOC0020,ORD00102276,4,2025-07-25,,orphan_foreign_key
RAT0053841,CUST0050459,ITEM0154,LOC5546,ORD00101866,4,2025-07-25,,invalid_restaurant_id
RAT0053851,CUST0008918,ITEM0143,LOC0013,ORD00102730,5,2025-07-25,,orphan_foreign_key
RAT0053852,CUST0001666,ITEM0089,LOC0003,ORD00102746,4,2025-07-25,Enjoyed the meal.,orphan_foreign_key
RAT0053854,CUST0023899,ITEM0058,LOC0005,ORD00102314,5,2025-07-25,,orphan_foreign_key
RAT0053869,CUST0044192,ITEM0151,LOC0006,ORD00101375,4,,Nice ambience and good service.,invalid_date
RAT0053879,CUST0022419,ITEM0033,LOC0002,ORD00102532,3,2025-07-25,,orphan_foreign_key
RAT0053900,CUST0001666,ITEM0148,LOC0003,ORD00102746,2,2025-07-26,Service was slow.,orphan_foreign_key
RAT0053901,CUST0047546,ITEM0082,LOC0003,ORD00102861,55,2025-07-26,Good taste but late delivery.,invalid_rating
RAT0053902,CUST0008935,ITEM0051,LOC0019,ORD00103050,55,2025-07-26,Best in town.,invalid_rating
RAT0053911,CUST0001666,ITEM0113,LOC0003,ORD00102746,2,2025-07-26,,orphan_foreign_key
RAT0053931,CUST0043889,ITEM0068,LOC0021,ORD00103180,3,2025-07-26,,orphan_foreign_key
RAT0053939,CUST0010290,ITEM0130,LOC0023,ORD00102589,3,2025-07-26,Decent but overpriced.,orphan_foreign_key
RAT0053982,CUST0050037,ITEM0068,LOC0023,ORD00102124,4,2025-07-26,Nice ambience and good service.,orphan_foreign_key
RAT0053995,CUST0044693,ITEM0032,LOC0012,ORD00103074,3,2025-07-26,,orphan_foreign_key
RAT0053996,CUST0042424,ITEM0074,LOC0017,ORD00101965,3,2025-07-26,,orphan_foreign_key
RAT0054015,CUST0027048,ITEM0045,LOC0005,ORD00103283,5,2025-07-26,,orphan_foreign_key
