order_item_id,order_id,item_id,quantity,unit_price,unit_cost,discount_amount,line_total,quarantine_reason
OI000059462,ORD00011050,ITEM0081,1,1450.00,986.58,0.00,1450.00,orphan_foreign_key
OI000059464,ORD00011050,ITEM0135,2,100.00,65.34,0.00,200.00,orphan_foreign_key
OI000059758,ORD00011108,ITEM0058,1,950.00,355.70,0.00,950.00,orphan_foreign_key
OI000059760,ORD00011108,ITEM0124,10,180.00,123.74,0.00,1800.00,orphan_foreign_key
OI000059782,ORD00011112,ITEM0134,2,150.00,97.79,0.00,300.00,orphan_foreign_key
OI000059824,ORD00011122,,1,1100.00,465.70,0.00,1100.00,missing_value
OI000060010,ORD00011153,ITEM0082,1,1500.00,645.85,0.00,1500.00,orphan_foreign_key
OI000060134,ORD00011180,ITEM0015,-1,500.00,174.09,0.00,500.00,negative_quantity
OI000060263,ORD00011205,ITEM0019,2,350.00,148.60,0.00,700.00,orphan_foreign_key
OI000060266,ORD00011205,ITEM0133,1,170.00,73.21,0.00,170.00,orphan_foreign_key
OI000060267,ORD00011205,ITEM0148,5,300.00,200.34,0.00,1500.00,orphan_foreign_key
OI000060276,ORD00011207,,2,1210.00,385.90,0.00,2420.00,missing_value
OI000060302,ORD00011213,ITEM4396,1,1450.00,570.49,0.00,1450.00,orphan_foreign_key
OI000060439,ORD00011238,ITEM0134,1,150.00,97.79,0.00,150.00,orphan_foreign_key
OI000060440,ORD00011238,ITEM0135,2,100.00,65.34,0.00,200.00,orphan_foreign_key
OI000060441,ORD00011238,ITEM0148,2,300.00,200.34,0.00,600.00,orphan_foreign_key
OI000060553,ORD00011263,ITEM0134,2,150.00,97.79,0.00,300.00,orphan_foreign_key
OI000060637,ORD00011279,ITEM0022,1,480.00,164.43,0.00,480.00,orphan_foreign_key
OI000060640,ORD00011279,ITEM0101,2,1150.00,383.91,0.00,2300.00,orphan_foreign_key
OI000060813,ORD00011310,ITEM0075,2,600.00,252.86,0.00,1200.00,orphan_foreign_key
OI000060815,ORD00011310,ITEM0101,1,1150.00,383.91,0.00,1150.00,orphan_foreign_key
OI000060890,ORD00011326,ITEM0021,1,420.00,168.96,0.00,420.00,orphan_foreign_key
OI000060895,ORD00011326,ITEM0148,4,300.00,200.34,0.00,1200.00,orphan_foreign_key
OI000061005,ORD00011348,ITEM0002,-2,200.00,67.63,0.00,400.00,negative_quantity
OI000061271,ORD00011401,ITEM0019,1,350.00,148.60,0.00,350.00,orphan_foreign_key
OI000061275,ORD00011401,ITEM0072,2,750.00,311.14,0.00,1500.00,orphan_foreign_key
OI000061278,ORD00011401,ITEM0151,2,60.00,40.23,0.00,120.00,orphan_foreign_key
OI000061304,ORD00011407,ITEM0082,1,1500.00,645.85,0.00,1500.00,orphan_foreign_key
OI000061305,ORD00011407,ITEM0133,2,170.00,73.21,0.00,340.00,orphan_foreign_key
OI000061916,ORD52323136,ITEM0147,1,440.00,139.41,0.00,440.00,orphan_foreign_key
OI000061961,ORD00011528,ITEM0001,1,250.00,88.66,0.00,250.00,orphan_foreign_key
OI000061962,ORD00011528,ITEM0020,1,780.00,303.62,156.00,624.00,orphan_foreign_key
OI000061963,ORD00011528,ITEM0034,2,950.00,422.42,0.00,1900.00,orphan_foreign_key
OI000061964,ORD00011528,ITEM0045,3,1450.00,570.49,0.00,4350.00,orphan_foreign_key
OI000061967,ORD00011528,ITEM0134,1,150.00,97.79,0.00,150.00,orphan_foreign_key
OI000062216,ORD00011577,ITEM0127,1,480.00,73.30,0.00,480.00,orphan_foreign_key
OI000062218,ORD00011577,ITEM0151,2,60.00,40.23,0.00,120.00,orphan_foreign_key
OI000062421,ORD00011619,ITEM0006,2,750.00,275.83,0.00,1500.00,orphan_foreign_key
OI000062427,ORD00011619,ITEM0082,1,1500.00,645.85,0.00,1500.00,orphan_foreign_key
OI000062510,ORD00011634,,3,40.00,15.78,0.00,120.00,missing_value
OI000062534,ORD00011640,ITEM0877,1,4800.00,1920.49,0.00,4800.00,orphan_foreign_key
OI000062611,ORD00011655,ITEM0065,1,1250.00,459.18,0.00,1250.00,orphan_foreign_key
OI000062780,ORD00011688,,2,60.00,40.23,0.00,120.00,missing_value
OI000062959,ORD00011723,ITEM0049,2,2450.00,1027.31,0.00,4900.00,orphan_foreign_key
OI000062965,ORD00011723,ITEM0157,1,750.00,296.36,0.00,750.00,orphan_foreign_key
OI000062987,ORD00011727,,3,170.00,73.21,102.00,408.00,missing_value
OI000063148,ORD00011759,ITEM0046,1,2600.00,1025.48,0.00,2600.00,orphan_foreign_key
OI000063295,ORD00011787,ITEM0048,2,1400.00,543.12,0.00,2800.00,orphan_foreign_key
OI000063296,ORD00011787,ITEM0050,2,1650.00,699.44,0.00,3300.00,orphan_foreign_key
OI000063317,ORD00011791,ITEM0036,3,800.00,317.74,0.00,2400.00,orphan_foreign_key
OI000063320,ORD00011791,ITEM0106,1,3800.00,1659.13,0.00,3800.00,orphan_foreign_key
OI000063322,ORD00011791,ITEM0121,2,350.00,114.60,0.00,700.00,orphan_foreign_key
OI000063324,ORD00011791,ITEM0133,3,170.00,73.21,0.00,510.00,orphan_foreign_key
OI000063325,ORD00011791,ITEM0134,1,150.00,97.79,0.00,150.00,orphan_foreign_key
OI000063375,ORD00011800,ITEM0148,2,,200.34,0.00,600.00,invalid_price
OI000063490,ORD00011820,ITEM0001,2,250.00,88.66,0.00,500.00,orphan_foreign_key
OI000063494,ORD00011820,ITEM0124,2,180.00,123.74,0.00,360.00,orphan_foreign_key
OI000063496,ORD00011820,ITEM0148,3,300.00,200.34,0.00,900.00,orphan_foreign_key
OI000063548,ORD00011831,,1,650.00,449.04,0.00,650.00,missing_value
OI000063763,ORD00011871,ITEM0020,1,780.00,303.62,0.00,780.00,orphan_foreign_key
OI000063767,ORD00011871,ITEM0141,3,480.00,157.00,0.00,1440.00,orphan_foreign_key
OI000063804,ORD00011879,ITEM0102,1,1360.00,584.85,0.00,1360.00,orphan_foreign_key
OI000063805,ORD00011879,ITEM0109,1,1450.00,490.96,0.00,1450.00,orphan_foreign_key
OI000063806,ORD00011879,ITEM0135,1,100.00,65.34,0.00,100.00,orphan_foreign_key
OI000063889,ORD62771903,ITEM0124,1,180.00,123.74,0.00,180.00,orphan_foreign_key
OI000063922,ORD00011901,ITEM0049,-1,2450.00,1027.31,0.00,2450.00,negative_quantity
OI000063998,ORD00011914,ITEM0129,2,550.00,174.84,0.00,1100.00,orphan_foreign_key
OI000064125,ORD00011938,ITEM0081,2,1450.00,986.58,0.00,2900.00,orphan_foreign_key
OI000064144,ORD00011942,ITEM0011,1,890.00,319.15,0.00,890.00,orphan_foreign_key
OI000064153,ORD00011943,ITEM0050,-1,1650.00,699.44,0.00,1650.00,negative_quantity
OI000064214,ORD00011955,ITEM0046,1,2600.00,1025.48,0.00,2600.00,orphan_foreign_key
OI000064230,ORD00011958,ITEM0013,1,380.00,166.87,0.00,380.00,orphan_foreign_key
OI000064231,ORD00011958,ITEM0060,1,750.00,305.45,0.00,750.00,orphan_foreign_key
OI000064232,ORD00011958,ITEM0065,1,1250.00,459.18,0.00,1250.00,orphan_foreign_key
OI000064334,ORD00011976,ITEM0147,-1,440.00,139.41,0.00,440.00,negative_quantity
OI000064337,ORD00011977,ITEM0068,1,650.00,449.04,0.00,650.00,orphan_foreign_key
OI000064338,ORD00011977,ITEM0109,2,1450.00,490.96,0.00,2900.00,orphan_foreign_key
OI000064341,ORD00011977,ITEM0148,2,300.00,200.34,0.00,600.00,orphan_foreign_key
OI000064344,ORD00011978,ITEM0133,1,170.00,73.21,0.00,170.00,orphan_foreign_key
OI000064358,ORD66736358,ITEM0065,1,1250.00,459.18,0.00,1250.00,orphan_foreign_key
OI000064497,ORD00012007,ITEM0075,2,600.00,252.86,0.00,1200.00,orphan_foreign_key
OI000064500,ORD00012007,ITEM0151,1,60.00,40.23,0.00,60.00,orphan_foreign_key
OI000064610,ORD00012027,ITEM0044,-2,1350.00,462.06,0.00,2700.00,negative_quantity
OI000064619,ORD00012029,ITEM6849,2,750.00,331.25,0.00,1500.00,orphan_foreign_key
OI000064635,ORD00012032,ITEM0074,1,1150.00,507.95,0.00,1150.00,orphan_foreign_key
OI000064647,ORD00012034,,1,780.00,303.62,156.00,624.00,missing_value
OI000064758,ORD00012055,,1,650.00,449.04,0.00,650.00,missing_value
OI000064778,ORD00012059,ITEM0033,1,850.00,287.18,0.00,850.00,orphan_foreign_key
OI000064800,ORD00012063,ITEM0148,-1,300.00,200.34,0.00,300.00,negative_quantity
OI000065088,ORD00012118,,2,2450.00,1027.31,0.00,4900.00,missing_value
OI000065549,ORD00012209,ITEM0123,1,300.00,132.18,0.00,300.00,orphan_foreign_key
OI000065585,ORD00012216,ITEM0054,1,1210.00,385.90,0.00,1210.00,orphan_foreign_key
OI000065587,ORD00012216,ITEM0074,1,1150.00,507.95,0.00,1150.00,orphan_foreign_key
OI000065649,ORD00012226,ITEM0151,-4,60.00,40.23,0.00,240.00,negative_quantity
OI000065655,ORD00012228,ITEM0034,1,950.00,422.42,0.00,950.00,orphan_foreign_key
OI000065656,ORD00012228,ITEM0048,1,1400.00,543.12,0.00,1400.00,orphan_foreign_key
OI000065657,ORD00012228,ITEM0057,1,650.00,425.65,0.00,650.00,orphan_foreign_key
OI000065701,ORD00012237,ITEM0004,2,550.00,205.81,0.00,1100.00,orphan_foreign_key
OI000065720,ORD00012240,ITEM0125,1,295.00,115.01,0.00,295.00,orphan_foreign_key
OI000065722,ORD00012240,ITEM0153,1,40.00,15.78,0.00,40.00,orphan_foreign_key
OI000065746,ORD15875685,ITEM0089,1,1950.00,833.24,0.00,1950.00,orphan_foreign_key
OI000065920,ORD00012277,ITEM0051,-2,650.00,249.59,0.00,1300.00,negative_quantity
OI000066023,ORD36434086,ITEM0111,1,250.00,86.44,0.00,250.00,orphan_foreign_key
OI000066176,ORD00012320,,1,1050.00,377.21,0.00,1050.00,missing_value
OI000066260,ORD00012338,ITEM0135,5,100.00,65.34,0.00,500.00,orphan_foreign_key
OI000066261,ORD00012338,ITEM0151,4,60.00,40.23,0.00,240.00,orphan_foreign_key
OI000066710,ORD00012423,ITEM0060,1,750.00,305.45,0.00,750.00,orphan_foreign_key
OI000066711,ORD00012423,ITEM0076,1,700.00,267.62,0.00,700.00,orphan_foreign_key
OI000066712,ORD00012423,ITEM0141,1,480.00,157.00,0.00,480.00,orphan_foreign_key
OI000067010,ORD00012476,ITEM0012,1,850.00,376.85,0.00,850.00,orphan_foreign_key
OI000067012,ORD00012476,ITEM0029,2,890.00,295.80,0.00,1780.00,orphan_foreign_key
OI000067018,ORD00012476,ITEM0112,1,300.00,131.51,0.00,300.00,orphan_foreign_key
OI000067208,ORD00012510,ITEM0036,1,800.00,317.74,0.00,800.00,orphan_foreign_key
OI000067213,ORD00012510,ITEM0099,1,1250.00,446.14,0.00,1250.00,orphan_foreign_key
OI000067311,ORD00012532,ITEM0045,1,1450.00,570.49,0.00,1450.00,orphan_foreign_key
OI000067313,ORD00012532,ITEM0113,1,470.00,182.39,0.00,470.00,orphan_foreign_key
OI000067334,ORD00012535,ITEM0081,3,1450.00,986.58,0.00,4350.00,orphan_foreign_key
OI000067512,ORD00012566,ITEM9817,4,780.00,303.62,0.00,3120.00,orphan_foreign_key
OI000067623,ORD00012583,ITEM0084,1,1200.00,403.02,0.00,1200.00,orphan_foreign_key
OI000067624,ORD00012583,ITEM0112,1,300.00,131.51,0.00,300.00,orphan_foreign_key
OI000067625,ORD00012583,ITEM0147,1,440.00,139.41,0.00,440.00,orphan_foreign_key
OI000067723,ORD00012602,ITEM0113,1,470.00,182.39,0.00,470.00,orphan_foreign_key
OI000067796,ORD00012616,ITEM0072,2,750.00,311.14,0.00,1500.00,orphan_foreign_key
OI000067797,ORD00012616,ITEM0102,2,1360.00,584.85,0.00,2720.00,orphan_foreign_key
OI000067799,ORD00012616,ITEM0142,1,580.00,232.07,0.00,580.00,orphan_foreign_key
OI000067880,ORD00012632,,1,1600.00,606.50,0.00,1600.00,missing_value
OI000068202,ORD00012693,ITEM1618,2,650.00,449.04,0.00,1300.00,orphan_foreign_key
OI000068222,ORD00012697,,2,1400.00,543.12,0.00,2800.00,missing_value
OI000068230,ORD00012698,ITEM0046,2,2600.00,1025.48,0.00,5200.00,orphan_foreign_key
OI000068232,ORD00012698,ITEM0160,3,100.00,44.23,0.00,300.00,orphan_foreign_key
OI000068312,ORD00012713,ITEM0009,1,450.00,166.20,0.00,450.00,orphan_foreign_key
OI000068317,ORD00012713,ITEM0151,3,60.00,40.23,0.00,180.00,orphan_foreign_key
OI000068720,ORD00012783,ITEM9052,5,300.00,200.34,0.00,1500.00,orphan_foreign_key
OI000068765,ORD00012791,ITEM0130,1,220.00,84.83,44.00,176.00,orphan_foreign_key
OI000068766,ORD00012791,ITEM0134,4,150.00,97.79,0.00,600.00,orphan_foreign_key
OI000068767,ORD00012791,ITEM0139,1,380.00,63.48,0.00,380.00,orphan_foreign_key
OI000069039,ORD00012842,,2,300.00,200.34,0.00,600.00,missing_value
OI000069060,ORD00012846,ITEM0083,1,1650.00,664.65,0.00,1650.00,orphan_foreign_key
OI000069123,ORD00012859,ITEM0035,1,900.00,381.70,0.00,900.00,orphan_foreign_key
OI000069124,ORD00012859,ITEM0044,1,1350.00,462.06,0.00,1350.00,orphan_foreign_key
OI000069129,ORD00012860,ITEM0129,1,550.00,174.84,0.00,550.00,orphan_foreign_key
OI000069180,ORD00012870,ITEM0022,2,480.00,164.43,192.00,768.00,orphan_foreign_key
OI000069200,ORD00012874,ITEM0081,-1,1450.00,986.58,0.00,1450.00,negative_quantity
OI000069214,ORD00012877,ITEM0009,1,450.00,166.20,0.00,450.00,orphan_foreign_key
OI000069215,ORD00012877,ITEM0047,2,1550.00,589.90,0.00,3100.00,orphan_foreign_key
OI000069216,ORD00012877,ITEM0113,1,470.00,182.39,0.00,470.00,orphan_foreign_key
OI000069218,ORD00012877,ITEM0158,1,350.00,143.84,0.00,350.00,orphan_foreign_key
OI000069289,ORD00012891,ITEM0066,2,900.00,324.79,0.00,1800.00,orphan_foreign_key
OI000069290,ORD00012891,ITEM0113,1,470.00,182.39,0.00,470.00,orphan_foreign_key
OI000069444,ORD00012922,ITEM0159,-2,450.00,181.98,0.00,900.00,negative_quantity
OI000069449,ORD00012923,ITEM0135,1,100.00,65.34,0.00,100.00,orphan_foreign_key
OI000069501,ORD00012932,ITEM0731,2,1450.00,570.49,0.00,2900.00,orphan_foreign_key
OI000069553,ORD00012940,,1,1210.00,385.90,0.00,1210.00,missing_value
OI000069598,ORD00012951,ITEM0081,1,1450.00,986.58,0.00,1450.00,orphan_foreign_key
OI000069642,ORD00012958,ITEM0082,1,1500.00,645.85,0.00,1500.00,orphan_foreign_key
OI000069796,ORD00012988,,8,120.00,45.55,0.00,960.00,missing_value
OI000070151,ORD58300000,ITEM0153,1,40.00,15.78,0.00,40.00,orphan_foreign_key
OI000070245,ORD00013074,ITEM0073,1,800.00,313.51,0.00,800.00,orphan_foreign_key
OI000070529,ORD00013132,ITEM0043,1,4800.00,1920.49,0.00,4800.00,orphan_foreign_key
OI000070530,ORD00013132,ITEM0044,4,1350.00,462.06,0.00,5400.00,orphan_foreign_key
OI000070539,ORD00013133,ITEM0113,1,470.00,182.39,0.00,470.00,orphan_foreign_key
OI000070715,ORD00013169,ITEM0100,1,1200.00,514.56,0.00,1200.00,orphan_foreign_key
OI000070716,ORD00013169,ITEM0133,1,170.00,73.21,0.00,170.00,orphan_foreign_key
OI000070772,ORD00013179,,1,1450.00,570.49,0.00,1450.00,missing_value
OI000070796,ORD00013184,ITEM0054,3,1210.00,385.90,0.00,3630.00,orphan_foreign_key
OI000070802,ORD00013184,ITEM0148,1,300.00,200.34,0.00,300.00,orphan_foreign_key
OI000070884,ORD00013200,ITEM0019,1,350.00,148.60,70.00,280.00,orphan_foreign_key
OI000070892,ORD00013201,ITEM0050,1,1650.00,699.44,0.00,1650.00,orphan_foreign_key
OI000070896,ORD00013201,ITEM0135,4,100.00,65.34,0.00,400.00,orphan_foreign_key
OI000070980,ORD00013217,ITEM0032,2,750.00,331.25,0.00,1500.00,orphan_foreign_key
OI000070982,ORD00013217,ITEM0147,4,440.00,139.41,0.00,1760.00,orphan_foreign_key
OI000071256,ORD00013267,ITEM0045,5,1450.00,570.49,0.00,7250.00,orphan_foreign_key
OI000071257,ORD00013267,ITEM0063,2,550.00,230.52,0.00,1100.00,orphan_foreign_key
OI000071406,ORD00013297,ITEM0048,2,1400.00,543.12,0.00,2800.00,orphan_foreign_key
OI000071407,ORD00013297,ITEM0060,1,750.00,305.45,0.00,750.00,orphan_foreign_key
OI000071408,ORD00013297,ITEM0075,2,600.00,252.86,0.00,1200.00,orphan_foreign_key
OI000071614,ORD00013332,ITEM0842,1,60.00,40.23,0.00,60.00,orphan_foreign_key
OI000071965,ORD00013394,ITEM0054,2,1210.00,385.90,0.00,2420.00,orphan_foreign_key
OI000071966,ORD00013394,ITEM0058,1,950.00,355.70,0.00,950.00,orphan_foreign_key
OI000072080,ORD78959505,ITEM0050,2,1650.00,699.44,0.00,3300.00,orphan_foreign_key
OI000072754,ORD00013541,,1,2900.00,1178.96,0.00,2900.00,missing_value
OI000072798,ORD00013550,ITEM0037,1,2200.00,927.83,0.00,2200.00,orphan_foreign_key
OI000072926,ORD00013573,ITEM0068,1,650.00,449.04,0.00,650.00,orphan_foreign_key
OI000072930,ORD00013573,ITEM0138,2,250.00,103.07,0.00,500.00,orphan_foreign_key
OI000072931,ORD00013573,ITEM0147,1,440.00,139.41,0.00,440.00,orphan_foreign_key
OI000072946,ORD00013576,ITEM0068,-1,650.00,449.04,0.00,650.00,negative_quantity
OI000073208,ORD00013621,ITEM0058,2,950.00,355.70,0.00,1900.00,orphan_foreign_key
OI000073322,ORD00013641,ITEM0049,1,2450.00,1027.31,0.00,2450.00,orphan_foreign_key
OI000073335,ORD00013643,ITEM0125,2,295.00,115.01,118.00,472.00,orphan_foreign_key
OI000073386,ORD79836729,ITEM0138,4,250.00,103.07,0.00,1000.00,orphan_foreign_key
OI000073477,ORD00013669,,1,900.00,324.79,0.00,900.00,missing_value
OI000073559,ORD00013686,ITEM0113,1,470.00,182.39,0.00,470.00,orphan_foreign_key
OI000073574,ORD00013689,ITEM0067,2,300.00,102.15,0.00,600.00,orphan_foreign_key
OI000073749,ORD00013725,ITEM0036,2,800.00,317.74,0.00,1600.00,orphan_foreign_key
OI000073751,ORD00013725,ITEM0068,1,650.00,449.04,0.00,650.00,orphan_foreign_key
OI000073804,ORD00013733,,1,1400.00,543.12,0.00,1400.00,missing_value
OI000073829,ORD00013738,ITEM0016,1,550.00,202.60,0.00,550.00,orphan_foreign_key
OI000073984,ORD00013768,ITEM0056,1,1350.00,447.39,0.00,1350.00,orphan_foreign_key
OI000074090,ORD00013788,,1,100.00,65.34,0.00,100.00,missing_value
OI000074186,ORD00013805,ITEM0046,2,2600.00,1025.48,0.00,5200.00,orphan_foreign_key
OI000074187,ORD00013805,ITEM0054,1,1210.00,385.90,0.00,1210.00,orphan_foreign_key
OI000074188,ORD00013805,ITEM0131,1,350.00,145.91,0.00,350.00,orphan_foreign_key
OI000074305,ORD00013826,,1,580.00,232.07,0.00,580.00,missing_value
OI000074329,ORD00013830,ITEM0126,3,150.00,64.34,90.00,360.00,orphan_foreign_key
OI000074413,ORD00013846,ITEM0057,-1,650.00,425.65,0.00,650.00,negative_quantity
OI000074694,ORD00013900,ITEM0068,1,650.00,449.04,0.00,650.00,orphan_foreign_key
OI000074696,ORD00013900,ITEM0082,1,1500.00,645.85,0.00,1500.00,orphan_foreign_key
OI000074697,ORD00013900,ITEM0126,1,150.00,64.34,0.00,150.00,orphan_foreign_key
OI000075166,ORD00013991,,4,850.00,375.44,0.00,3400.00,missing_value
OI000075176,ORD00013992,,1,300.00,132.18,0.00,300.00,missing_value
OI000075190,ORD00013995,ITEM0040,2,700.00,247.06,0.00,1400.00,orphan_foreign_key
OI000075273,ORD00014011,,1,1050.00,377.21,0.00,1050.00,missing_value
OI000075525,ORD00014058,,2,650.00,275.68,0.00,1300.00,missing_value
OI000075675,ORD00014089,,1,750.00,327.59,0.00,750.00,missing_value
OI000075693,ORD00014092,ITEM0041,1,1200.00,476.05,0.00,1200.00,orphan_foreign_key
OI000075763,ORD00014104,ITEM0111,-1,250.00,86.44,0.00,250.00,negative_quantity
OI000075787,ORD00014110,ITEM0062,-1,750.00,327.59,0.00,750.00,negative_quantity
OI000075956,ORD00014140,ITEM0151,2,60.00,40.23,0.00,120.00,orphan_foreign_key
OI000076001,ORD00014150,ITEM0113,2,470.00,182.39,0.00,940.00,orphan_foreign_key
OI000076003,ORD00014150,ITEM0150,1,120.00,45.55,0.00,120.00,orphan_foreign_key
OI000076004,ORD00014150,ITEM0151,2,60.00,40.23,0.00,120.00,orphan_foreign_key
OI000076139,ORD00014176,ITEM3982,1,750.00,298.46,0.00,750.00,orphan_foreign_key
OI000076177,ORD00014184,ITEM6247,1,1650.00,699.44,0.00,1650.00,orphan_foreign_key
OI000076275,ORD00014202,ITEM0123,1,300.00,132.18,0.00,300.00,orphan_foreign_key
OI000076328,ORD00014211,ITEM0066,1,900.00,324.79,0.00,900.00,orphan_foreign_key
OI000076391,ORD00014224,ITEM0018,1,580.00,222.66,0.00,580.00,orphan_foreign_key
OI000076393,ORD00014224,ITEM0058,1,950.00,355.70,0.00,950.00,orphan_foreign_key
OI000076396,ORD00014224,ITEM0156,2,120.00,43.10,0.00,240.00,orphan_foreign_key
OI000076397,ORD00014224,ITEM0160,4,100.00,44.23,0.00,400.00,orphan_foreign_key
OI000076444,ORD10841880,ITEM0125,2,295.00,115.01,0.00,590.00,orphan_foreign_key
OI000076720,ORD00014282,ITEM8072,3,450.00,181.98,0.00,1350.00,orphan_foreign_key
OI000076862,ORD00014308,ITEM0036,1,800.00,317.74,0.00,800.00,orphan_foreign_key
OI000076863,ORD00014308,ITEM0057,1,650.00,425.65,0.00,650.00,orphan_foreign_key
OI000076881,ORD00014311,ITEM3421,1,200.00,67.63,0.00,200.00,orphan_foreign_key
OI000076884,ORD00014311,ITEM0053,2,1250.00,551.33,0.00,2500.00,orphan_foreign_key
OI000076892,ORD00014313,ITEM0090,-1,1750.00,627.19,0.00,1750.00,negative_quantity
OI000077102,ORD00014353,ITEM0113,-1,470.00,182.39,0.00,470.00,negative_quantity
OI000077133,ORD00014358,ITEM0055,2,680.00,217.90,0.00,1360.00,orphan_foreign_key
OI000077134,ORD00014358,ITEM0147,1,440.00,139.41,0.00,440.00,orphan_foreign_key
OI000077210,ORD00014372,ITEM0068,1,650.00,449.04,0.00,650.00,orphan_foreign_key
OI000077249,ORD00014380,,1,1450.00,570.49,0.00,1450.00,missing_value
OI000077308,ORD00014389,ITEM0137,2,300.00,106.56,0.00,600.00,orphan_foreign_key
OI000077310,ORD00014390,ITEM2633,2,650.00,425.65,0.00,1300.00,orphan_foreign_key
OI000077471,ORD00014418,ITEM0151,1,60.00,40.23,0.00,60.00,orphan_foreign_key
OI000077669,ORD00014456,ITEM0980,1,850.00,287.18,0.00,850.00,orphan_foreign_key
OI000077688,ORD00014459,ITEM0149,1,350.00,156.59,0.00,350.00,orphan_foreign_key
OI000077689,ORD00014459,ITEM0150,1,120.00,45.55,0.00,120.00,orphan_foreign_key
OI000077717,ORD00014464,ITEM0148,1,,200.34,0.00,300.00,invalid_price
OI000077775,ORD00014476,ITEM0054,1,1210.00,385.90,0.00,1210.00,orphan_foreign_key
OI000077778,ORD00014476,ITEM0088,1,1600.00,606.50,0.00,1600.00,orphan_foreign_key
OI000077779,ORD00014476,ITEM0152,4,90.00,36.25,0.00,360.00,orphan_foreign_key
OI000077949,ORD00014507,ITEM0017,1,650.00,279.70,0.00,650.00,orphan_foreign_key
OI000077988,ORD00014515,ITEM0022,2,480.00,164.43,192.00,768.00,orphan_foreign_key
OI000078092,ORD00014531,ITEM0148,1,,200.34,0.00,300.00,invalid_price
OI000078360,ORD00014579,ITEM0046,-1,2600.00,1025.48,0.00,2600.00,negative_quantity
OI000078374,ORD00014581,ITEM0017,1,650.00,279.70,0.00,650.00,orphan_foreign_key
OI000078375,ORD00014581,ITEM0045,1,1450.00,570.49,0.00,1450.00,orphan_foreign_key
OI000078378,ORD00014581,ITEM0068,1,650.00,449.04,0.00,650.00,orphan_foreign_key
OI000078379,ORD00014581,ITEM0092,2,1150.00,434.13,0.00,2300.00,orphan_foreign_key
OI000078386,ORD00014582,ITEM0082,2,1500.00,645.85,0.00,3000.00,orphan_foreign_key
OI000078388,ORD00014582,ITEM0103,1,2900.00,1178.96,0.00,2900.00,orphan_foreign_key
OI000078389,ORD00014582,ITEM0113,1,470.00,182.39,0.00,470.00,orphan_foreign_key
OI000078521,ORD00014608,ITEM0017,1,650.00,279.70,0.00,650.00,orphan_foreign_key
OI000078666,ORD00014634,ITEM0136,3,450.00,155.29,0.00,1350.00,orphan_foreign_key
OI000079151,ORD00014722,ITEM0084,-1,1200.00,403.02,0.00,1200.00,negative_quantity
OI000079284,ORD00014745,ITEM0067,1,300.00,102.15,0.00,300.00,orphan_foreign_key
OI000079286,ORD00014745,ITEM0083,1,1650.00,664.65,0.00,1650.00,orphan_foreign_key
OI000079367,ORD00014761,ITEM0155,4,200.00,88.60,0.00,800.00,orphan_foreign_key
OI000079377,ORD00014763,ITEM0132,1,380.00,152.72,76.00,304.00,orphan_foreign_key
OI000079475,ORD00014783,ITEM0002,1,200.00,67.63,0.00,200.00,orphan_foreign_key
OI000079484,ORD00014783,ITEM0147,4,440.00,139.41,0.00,1760.00,orphan_foreign_key
OI000079513,ORD00014790,ITEM0044,1,1350.00,462.06,0.00,1350.00,orphan_foreign_key
OI000079515,ORD00014790,ITEM0098,1,1150.00,499.44,0.00,1150.00,orphan_foreign_key
OI000079548,ORD00014798,ITEM0023,1,450.00,186.99,0.00,450.00,orphan_foreign_key
OI000079552,ORD00014798,ITEM0148,1,300.00,200.34,0.00,300.00,orphan_foreign_key
OI000079832,ORD00014849,ITEM0055,1,680.00,217.90,0.00,680.00,orphan_foreign_key
OI000079833,ORD00014849,ITEM0067,1,300.00,102.15,0.00,300.00,orphan_foreign_key
OI000080034,ORD00014888,ITEM0102,1,1360.00,584.85,0.00,1360.00,orphan_foreign_key
OI000080035,ORD00014888,ITEM0112,1,300.00,131.51,0.00,300.00,orphan_foreign_key
OI000080036,ORD00014888,ITEM0113,2,470.00,182.39,0.00,940.00,orphan_foreign_key
OI000080104,ORD00014901,ITEM0062,2,750.00,327.59,0.00,1500.00,orphan_foreign_key
OI000080105,ORD00014901,ITEM0111,1,250.00,86.44,0.00,250.00,orphan_foreign_key
OI000080106,ORD00014901,ITEM0113,3,470.00,182.39,0.00,1410.00,orphan_foreign_key
OI000080107,ORD00014901,ITEM0143,1,520.00,169.26,0.00,520.00,orphan_foreign_key
OI000080182,ORD00014915,,2,350.00,114.60,0.00,700.00,missing_value
OI000080293,ORD00014933,,2,100.00,65.34,0.00,200.00,missing_value
OI000080300,ORD17577938,ITEM0060,1,750.00,305.45,0.00,750.00,orphan_foreign_key
OI000080359,ORD00014945,,3,300.00,200.34,0.00,900.00,missing_value
OI000080585,ORD00014990,ITEM0045,1,1450.00,570.49,0.00,1450.00,orphan_foreign_key
OI000080589,ORD00014990,ITEM0125,3,295.00,115.01,0.00,885.00,orphan_foreign_key
OI000080594,ORD00014991,ITEM0055,-1,680.00,217.90,0.00,680.00,negative_quantity
OI000080751,ORD00015021,ITEM0048,-1,1400.00,543.12,0.00,1400.00,negative_quantity
OI000080762,ORD00015022,ITEM2966,1,650.00,449.04,0.00,650.00,orphan_foreign_key
OI000081005,ORD00015067,ITEM0068,2,650.00,449.04,0.00,1300.00,orphan_foreign_key
