wastage_id,item_id,location_id,date,quantity_wasted,unit,cost_of_waste,reason,quarantine_reason
WST0025755,ITEM0055,LOC0022,2025-06-07,2.570,kg,4.56,Expired,wastage_exceeds_prepared
WST0014246,ITEM0055,LOC7638,2025-03-29,0.400,kg,182.21,PrepError,invalid_restaurant_id
WST0050284,ITEM0056,LOC1556,2025-11-01,0.040,kg,37.46,PrepError,invalid_restaurant_id
WST0009694,ITEM0058,LOC0008,,0.290,kg,257.88,Expired,invalid_date
WST0017493,ITEM0059,LOC0011,2025-04-18,1.310,kg,23.84,Spoilage,wastage_exceeds_prepared
WST0008396,ITEM0061,LOC0004,2025-02-22,3.250,kg,60.41,Spoilage,wastage_exceeds_prepared
WST0053253,ITEM0061,LOC3894,2025-11-20,0.140,kg,127.31,PrepError,invalid_restaurant_id
WST0017837,ITEM0064,LOC4734,2025-04-20,0.010,kg,4.67,PrepError,invalid_restaurant_id
WST0050249,ITEM0068,LOC0011,2025-11-01,9.000,pcs,470.19,Overproduction,wastage_exceeds_prepared
WST0007037,ITEM0070,LOC0009,2027-11-05,1.000,pcs,627.42,Expired,invalid_date
WST0044591,ITEM0070,LOC0009,2027-11-05,1.000,pcs,627.42,PrepError,invalid_date
WST0050166,ITEM0070,LOC0022,2025-10-31,4.000,pcs,627.42,Overproduction,wastage_exceeds_prepared
WST0058042,ITEM0070,LOC3380,2025-12-19,1.000,pcs,627.42,Overproduction,invalid_restaurant_id
WST0008610,ITEM0070,LOC6393,2025-02-23,1.000,pcs,627.42,Spoilage,invalid_restaurant_id
WST0006722,ITEM0072,LOC0012,,1.000,pcs,332.55,Spoilage,invalid_date
WST0013850,ITEM0073,LOC0001,2025-03-27,5.000,pcs,331.31,CustomerReturn,wastage_exceeds_prepared
WST0017581,ITEM0073,LOC0001,2025-04-19,5.000,pcs,331.31,CustomerReturn,wastage_exceeds_prepared
WST0028512,ITEM0074,LOC1473,2025-06-24,1.000,pcs,536.56,Spoilage,invalid_restaurant_id
WST0000953,ITEM0075,LOC0016,,1.000,pcs,252.86,Expired,invalid_date
WST0011068,ITEM0077,LOC0014,2025-03-10,5.000,pcs,295.15,Expired,wastage_exceeds_prepared
WST0019060,ITEM0084,LOC0009,2025-04-28,5.000,pcs,425.59,Overproduction,wastage_exceeds_prepared
WST0004864,ITEM0084,LOC0016,,1.000,pcs,403.02,Spoilage,invalid_date
WST0054528,ITEM0084,LOC0019,2025-11-27,4.000,pcs,425.59,Overproduction,wastage_exceeds_prepared
WST0045799,ITEM0085,LOC0016,2025-10-04,4.000,pcs,650.03,Expired,wastage_exceeds_prepared
WST0013120,ITEM0085,LOC0020,2025-03-22,8.000,pcs,650.03,Spoilage,wastage_exceeds_prepared
WST0058503,ITEM0085,LOC6647,2025-12-22,1.000,pcs,650.03,Overproduction,invalid_restaurant_id
WST0003802,ITEM0087,LOC0002,2025-01-24,4.000,pcs,1337.75,Overproduction,wastage_exceeds_prepared
WST0005027,ITEM0087,LOC0019,2025-01-31,5.000,pcs,1337.75,Overproduction,wastage_exceeds_prepared
WST0011311,ITEM0087,LOC0024,2025-03-11,4.000,pcs,1337.75,Overproduction,wastage_exceeds_prepared
WST0006632,ITEM0087,LOC0025,2025-02-10,4.000,pcs,1337.75,Overproduction,wastage_exceeds_prepared
WST0005876,ITEM0088,LOC0005,2025-02-06,5.000,pcs,606.50,Spoilage,wastage_exceeds_prepared
WST0020193,ITEM0088,LOC0010,2025-05-05,4.000,pcs,651.22,PrepError,wastage_exceeds_prepared
WST0037632,ITEM0092,LOC0463,2025-08-17,1.000,pcs,465.66,PrepError,invalid_restaurant_id
WST0022111,ITEM0092,LOC6966,2025-05-17,2.000,pcs,931.32,Expired,invalid_restaurant_id
WST0042400,ITEM0093,LOC0024,,1.000,pcs,410.14,Spoilage,invalid_date
WST0031707,ITEM0094,LOC0020,2025-07-14,5.000,pcs,682.35,Overproduction,wastage_exceeds_prepared
WST0000324,ITEM0094,LOC0021,2025-01-02,7.000,pcs,637.13,PrepError,wastage_exceeds_prepared
WST0034153,ITEM0094,LOC5766,2025-07-29,1.000,pcs,682.35,Overproduction,invalid_restaurant_id
WST0036239,ITEM0095,LOC0003,,1.000,pcs,485.13,Overproduction,invalid_date
WST0016932,ITEM0096,LOC0004,2025-04-15,4.000,pcs,290.57,Overproduction,wastage_exceeds_prepared
WST0010408,ITEM0098,LOC0012,2025-03-06,5.000,pcs,521.65,Overproduction,wastage_exceeds_prepared
WST0016951,ITEM0099,LOC0007,2025-04-15,4.000,pcs,471.54,Spoilage,wastage_exceeds_prepared
WST0033702,ITEM0100,LOC3858,2025-07-26,1.000,pcs,549.26,Overproduction,invalid_restaurant_id
WST0057844,ITEM0101,LOC0003,2025-12-18,3.000,pcs,414.61,Expired,wastage_exceeds_prepared
WST0058666,ITEM0102,LOC0001,2025-12-23,3.730,kg,839.65,Overproduction,wastage_exceeds_prepared
WST0031761,ITEM0102,LOC0003,2025-07-15,1.650,kg,107.19,Overproduction,wastage_exceeds_prepared
WST0035164,ITEM0102,LOC0004,,0.090,kg,160.78,Expired,invalid_date
WST0019713,ITEM0102,LOC0004,2025-05-02,1.790,kg,303.70,Overproduction,wastage_exceeds_prepared
WST0038706,ITEM0102,LOC0004,2025-08-23,1.410,kg,339.43,Overproduction,wastage_exceeds_prepared
WST0045899,ITEM0102,LOC0005,2025-10-05,2.770,kg,410.89,Overproduction,wastage_exceeds_prepared
WST0018284,ITEM0102,LOC0007,2031-07-22,0.120,kg,214.38,Overproduction,invalid_date
WST0053785,ITEM0102,LOC0008,2025-11-23,6.580,kg,250.11,Spoilage,wastage_exceeds_prepared
WST0043413,ITEM0102,LOC0013,1970-01-01,0.250,kg,446.62,Expired,invalid_date
WST0040773,ITEM0102,LOC0016,2025-09-03,1.520,kg,267.97,Overproduction,wastage_exceeds_prepared
WST0053043,ITEM0102,LOC0022,2025-11-18,1.850,kg,250.11,Overproduction,wastage_exceeds_prepared
WST0056869,ITEM0102,LOC0022,2027-11-05,0.160,kg,285.84,Overproduction,invalid_date
WST0028580,ITEM0102,LOC0889,2025-06-25,0.160,kg,285.84,Overproduction,invalid_restaurant_id
WST0023695,ITEM0104,LOC0017,2025-05-26,1.090,kg,13.62,PrepError,wastage_exceeds_prepared
WST0055206,ITEM0108,LOC0021,2025-12-01,1.060,kg,18.53,Overproduction,wastage_exceeds_prepared
WST0044890,ITEM0110,LOC7710,2025-09-29,0.020,kg,31.92,Overproduction,invalid_restaurant_id
WST0050852,ITEM0111,LOC0005,2025-11-05,6.000,pcs,91.26,Expired,wastage_exceeds_prepared
WST0059629,ITEM0114,LOC0012,2025-12-28,3.000,pcs,86.95,Overproduction,wastage_exceeds_prepared
WST0053372,ITEM0114,LOC0019,2025-11-20,4.000,pcs,86.95,Overproduction,wastage_exceeds_prepared
WST0055123,ITEM0115,LOC0008,2025-12-01,5.000,pcs,186.26,CustomerReturn,wastage_exceeds_prepared
WST0055513,ITEM0115,LOC3950,2025-12-03,1.000,pcs,186.26,CustomerReturn,invalid_restaurant_id
WST0017809,ITEM0119,LOC0012,2027-11-05,1.000,pcs,169.51,Expired,invalid_date
WST0017273,ITEM0121,LOC0004,2025-04-17,9.000,pcs,121.95,Expired,wastage_exceeds_prepared
WST0041194,ITEM0121,LOC0008,,1.000,pcs,125.92,Overproduction,invalid_date
WST0036950,ITEM0122,LOC0017,2025-08-13,3.000,pcs,295.82,Spoilage,wastage_exceeds_prepared
WST0019246,ITEM0122,LOC4086,2025-04-29,1.000,pcs,295.82,Overproduction,invalid_restaurant_id
WST0000754,ITEM0122,LOC5527,2025-01-05,1.000,pcs,275.68,Overproduction,invalid_restaurant_id
WST0030049,ITEM0123,LOC0011,2027-11-05,1.000,pcs,138.90,Overproduction,invalid_date
WST0028491,ITEM0123,LOC0016,2025-06-24,5.000,pcs,138.90,Overproduction,wastage_exceeds_prepared
WST0044983,ITEM0123,LOC0019,2025-09-29,5.000,pcs,138.90,Overproduction,wastage_exceeds_prepared
WST0002101,ITEM0125,LOC0020,2025-01-13,2.870,liters,9.20,Expired,wastage_exceeds_prepared
WST0009781,ITEM0125,LOC0022,2025-03-02,2.050,liters,4.60,Expired,wastage_exceeds_prepared
WST0003930,ITEM0126,LOC8205,2025-01-24,0.040,liters,10.29,Expired,invalid_restaurant_id
WST0055438,ITEM0127,LOC0005,1900-01-01,0.080,liters,24.60,CustomerReturn,invalid_date
WST0059935,ITEM0127,LOC0006,2025-12-30,1.420,liters,18.45,Overproduction,wastage_exceeds_prepared
WST0001154,ITEM0127,LOC4709,2025-01-07,0.040,liters,11.73,CustomerReturn,invalid_restaurant_id
WST0032057,ITEM0128,LOC0021,2025-07-16,1.080,liters,2.82,Overproduction,wastage_exceeds_prepared
WST0018285,ITEM0130,LOC0007,2025-04-23,1.970,liters,45.97,Overproduction,wastage_exceeds_prepared
WST0022457,ITEM0132,LOC0009,,0.040,liters,25.52,Overproduction,invalid_date
WST0030850,ITEM0132,LOC0015,2025-07-09,1.770,liters,6.38,PrepError,wastage_exceeds_prepared
WST0003144,ITEM0132,LOC0825,2025-01-20,0.060,liters,36.65,Overproduction,invalid_restaurant_id
WST0054505,ITEM0133,LOC0015,2025-11-27,3.090,liters,12.54,PrepError,wastage_exceeds_prepared
WST0050416,ITEM0134,LOC0012,2099-12-31,0.250,liters,77.67,CustomerReturn,invalid_date
WST0029191,ITEM0135,LOC0002,,0.120,liters,23.81,Overproduction,invalid_date
WST0021549,ITEM0138,LOC0010,2025-05-13,11.300,liters,86.82,Spoilage,wastage_exceeds_prepared
WST0026063,ITEM0138,LOC3840,2025-06-09,0.440,liters,136.43,Spoilage,invalid_restaurant_id
WST0015539,ITEM0141,LOC0014,2025-04-06,3.870,liters,28.49,Expired,wastage_exceeds_prepared
WST0051409,ITEM0141,LOC0017,2025-11-08,7.900,liters,80.72,PrepError,wastage_exceeds_prepared
WST0001957,ITEM0141,LOC0022,1970-01-01,0.020,liters,8.97,Spoilage,invalid_date
WST0047455,ITEM0143,LOC5898,2025-10-14,0.100,liters,53.60,Overproduction,invalid_restaurant_id
WST0057961,ITEM0145,LOC0020,2025-12-18,5.500,liters,8.64,Overproduction,wastage_exceeds_prepared
WST0018107,ITEM0148,LOC0009,2025-04-22,46.000,pcs,417.14,Expired,wastage_exceeds_prepared
WST0000458,ITEM0148,LOC0018,2025-01-03,60.000,pcs,400.68,Expired,wastage_exceeds_prepared
WST0047709,ITEM0149,LOC0012,2031-07-22,1.000,pcs,173.20,Spoilage,invalid_date
WST0011869,ITEM0153,LOC0004,2025-03-15,9.000,pcs,16.47,Overproduction,wastage_exceeds_prepared
WST0009194,ITEM0155,LOC0004,2025-02-27,9.000,pcs,177.20,Expired,wastage_exceeds_prepared
WST0017336,ITEM0155,LOC0012,2025-04-17,9.000,pcs,93.65,PrepError,wastage_exceeds_prepared
WST0055439,ITEM0156,LOC0005,2027-11-05,1.000,pcs,48.41,Overproduction,invalid_date
WST0043776,ITEM0156,LOC0016,2025-09-22,6.000,pcs,48.41,PrepError,wastage_exceeds_prepared
WST0056587,ITEM0157,LOC0005,2025-12-10,12.000,pcs,322.21,Overproduction,wastage_exceeds_prepared
WST0029381,ITEM0157,LOC0008,,1.000,pcs,314.38,Overproduction,invalid_date
WST0001895,ITEM0157,LOC0010,2025-01-12,13.000,pcs,296.36,Overproduction,wastage_exceeds_prepared
WST0000202,,LOC0001,2025-01-02,0.220,kg,210.60,PrepError,missing_value
WST0011319,,LOC0001,2025-03-12,1.000,pcs,392.41,Overproduction,missing_value
WST0031281,,LOC0001,2025-07-12,0.040,liters,19.14,Overproduction,missing_value
WST0054051,,LOC0001,2025-11-25,1.000,pcs,627.42,Expired,missing_value
WST0003453,,LOC0002,2025-01-22,1.000,pcs,383.91,Spoilage,missing_value
WST0019840,,LOC0002,2025-05-03,1.000,pcs,295.15,Expired,missing_value
WST0024426,,LOC0002,2025-05-31,1.000,pcs,627.42,Overproduction,missing_value
WST0028395,,LOC0002,2025-06-24,1.000,pcs,72.86,Spoilage,missing_value
WST0005386,,LOC0003,2025-02-03,1.000,pcs,471.54,Overproduction,missing_value
WST0017594,,LOC0003,2025-04-19,0.470,kg,469.72,Spoilage,missing_value
WST0029664,,LOC0003,2025-07-02,0.090,kg,619.97,CustomerReturn,missing_value
WST0052758,,LOC0003,2025-11-17,1.760,kg,2103.69,Overproduction,missing_value
WST0036064,,LOC0004,2025-08-09,3.410,kg,4061.51,Overproduction,missing_value
WST0008254,,LOC0005,2025-02-21,1.000,pcs,465.66,Overproduction,missing_value
WST0023107,,LOC0005,2025-05-23,1.000,pcs,200.14,Spoilage,missing_value
WST0019234,,LOC0006,2025-04-29,1.000,pcs,414.61,Spoilage,missing_value
WST0006498,,LOC0007,2025-02-10,1.310,kg,1560.29,Overproduction,missing_value
WST0009036,,LOC0007,2025-02-26,1.000,pcs,281.82,Overproduction,missing_value
WST0018426,,LOC0007,2025-04-24,0.890,kg,1937.98,Overproduction,missing_value
WST0026468,,LOC0007,2025-06-12,1.160,kg,1381.63,Overproduction,missing_value
WST0041503,,LOC0007,2025-09-08,0.090,kg,203.86,Overproduction,missing_value
WST0048475,,LOC0007,2025-10-21,0.120,kg,214.38,Expired,missing_value
WST0013354,,LOC0008,2025-03-24,0.050,kg,56.35,Overproduction,missing_value
WST0023988,,LOC0008,2025-05-28,0.220,kg,59.49,Overproduction,missing_value
WST0049403,,LOC0008,2025-10-27,0.010,liters,6.53,CustomerReturn,missing_value
WST0017137,,LOC0010,2025-04-16,0.030,liters,17.22,Spoilage,missing_value
WST0050571,,LOC0011,2025-11-03,0.080,kg,100.36,PrepError,missing_value
WST0051518,,LOC0011,2025-11-09,1.000,pcs,200.14,Spoilage,missing_value
WST0036121,,LOC0012,2025-08-09,2.000,pcs,400.28,Overproduction,missing_value
WST0048840,,LOC0012,2025-10-23,0.100,liters,47.48,PrepError,missing_value
WST0032167,,LOC0015,2025-07-17,0.200,liters,105.18,Expired,missing_value
WST0059644,,LOC0015,2025-12-28,1.980,kg,2358.30,Overproduction,missing_value
WST0055166,,LOC0016,2025-12-01,0.020,kg,23.77,PrepError,missing_value
WST0011420,,LOC0017,2025-03-12,1.000,pcs,91.26,PrepError,missing_value
WST0014286,,LOC0017,2025-03-29,1.000,pcs,296.28,PrepError,missing_value
WST0015252,,LOC0017,2025-04-04,0.890,kg,1060.04,Spoilage,missing_value
WST0022693,,LOC0017,2025-05-20,0.020,kg,26.87,Expired,missing_value
WST0053009,,LOC0017,2025-11-18,0.070,liters,75.56,Overproduction,missing_value
WST0023707,,LOC0018,2025-05-26,2.000,pcs,77.88,PrepError,missing_value
WST0030088,,LOC0018,2025-07-04,1.000,pcs,239.70,Expired,missing_value
WST0050290,,LOC0018,2025-11-01,2.230,kg,2665.47,Overproduction,missing_value
WST0017370,,LOC0019,2025-04-17,1.000,pcs,178.25,Overproduction,missing_value
WST0001823,,LOC0020,2025-01-11,0.270,kg,451.17,Spoilage,missing_value
WST0051588,,LOC0020,2025-11-09,1.000,pcs,245.78,CustomerReturn,missing_value
WST0001358,,LOC0021,2025-01-08,0.970,kg,1053.65,Spoilage,missing_value
WST0022728,,LOC0022,2025-05-20,0.840,kg,839.50,Spoilage,missing_value
WST0033034,,LOC0022,2025-07-22,0.110,kg,196.51,PrepError,missing_value
WST0049486,,LOC0022,2025-10-27,1.000,pcs,149.00,Overproduction,missing_value
WST0023065,,LOC0023,2025-05-22,0.430,kg,492.70,Spoilage,missing_value
WST0043320,,LOC0024,2025-09-19,0.080,kg,81.61,Overproduction,missing_value
WST0043322,,LOC0024,2025-09-19,0.040,kg,34.38,Spoilage,missing_value
WST0020638,,LOC0025,2025-05-07,1.000,pcs,200.14,Expired,missing_value
WST0045901,ITEM0001,LOC0006,,1.000,pcs,95.57,Overproduction,invalid_date
WST0012786,ITEM0002,LOC0017,2025-03-20,4.000,pcs,72.86,Overproduction,wastage_exceeds_prepared
WST0006483,ITEM0002,LOC9735,2025-02-10,1.000,pcs,72.86,Overproduction,invalid_restaurant_id
WST0014406,ITEM0004,LOC7091,2025-03-30,1.000,pcs,214.30,Overproduction,invalid_restaurant_id
WST0046755,ITEM0005,LOC0012,2027-11-05,1.000,pcs,149.00,Expired,invalid_date
WST0025384,ITEM0005,LOC0015,2025-06-05,15.000,pcs,298.00,Overproduction,wastage_exceeds_prepared
WST0017695,ITEM0008,LOC0019,2027-11-05,1.000,pcs,157.77,Expired,invalid_date
WST0048750,ITEM0008,LOC0025,2025-10-22,5.000,pcs,165.58,Overproduction,wastage_exceeds_prepared
WST0021309,ITEM0008,LOC0990,2025-05-12,1.000,pcs,157.77,Overproduction,invalid_restaurant_id
WST0003306,ITEM0008,LOC7336,2025-01-21,1.000,pcs,146.52,PrepError,invalid_restaurant_id
WST0011292,ITEM0009,LOC1283,2025-03-11,1.000,pcs,178.25,Overproduction,invalid_restaurant_id
WST0046304,ITEM0011,LOC0021,2025-10-07,3.000,pcs,340.59,Expired,wastage_exceeds_prepared
WST0037476,ITEM0012,LOC0020,2025-08-16,6.000,pcs,402.60,Expired,wastage_exceeds_prepared
WST0023660,ITEM0015,LOC0013,,0.010,liters,6.15,PrepError,invalid_date
WST0015754,ITEM0016,LOC0025,2025-04-07,1.130,liters,14.06,Overproduction,wastage_exceeds_prepared
WST0017299,ITEM0017,LOC0008,2025-04-17,1.500,liters,87.69,CustomerReturn,wastage_exceeds_prepared
WST0054336,ITEM0017,LOC3850,2025-11-26,0.030,liters,29.23,Overproduction,invalid_restaurant_id
WST0001490,ITEM0018,LOC0019,2025-01-09,1.450,liters,22.27,Overproduction,wastage_exceeds_prepared
WST0005324,ITEM0018,LOC8923,2025-02-02,0.040,liters,29.69,Spoilage,invalid_restaurant_id
WST0023661,ITEM0019,LOC0013,2025-05-26,2.580,liters,25.81,Expired,wastage_exceeds_prepared
WST0045845,ITEM0020,LOC0021,,0.050,liters,53.97,Spoilage,invalid_date
WST0027438,ITEM0021,LOC0007,2025-06-18,1.310,liters,11.98,Expired,wastage_exceeds_prepared
WST0026940,ITEM0023,LOC0004,2025-06-15,6.000,pcs,200.14,Expired,wastage_exceeds_prepared
WST0003984,ITEM0023,LOC0006,2025-01-25,5.000,pcs,186.99,Spoilage,wastage_exceeds_prepared
WST0032122,ITEM0023,LOC0008,2025-07-17,4.000,pcs,200.14,Overproduction,wastage_exceeds_prepared
WST0056624,ITEM0023,LOC0011,2027-11-05,1.000,pcs,200.14,Overproduction,invalid_date
WST0049806,ITEM0023,LOC0018,2025-10-29,7.000,pcs,400.28,Overproduction,wastage_exceeds_prepared
WST0049817,ITEM0023,LOC0019,,1.000,pcs,200.14,Expired,invalid_date
WST0026220,ITEM0023,LOC0021,2025-06-10,5.000,pcs,200.14,Spoilage,wastage_exceeds_prepared
WST0025528,ITEM0023,LOC1261,2025-06-06,1.000,pcs,200.14,Overproduction,invalid_restaurant_id
WST0034939,ITEM0023,LOC2244,2025-08-02,1.000,pcs,200.14,Expired,invalid_restaurant_id
WST0026055,ITEM0023,LOC5451,2025-06-09,1.000,pcs,200.14,Overproduction,invalid_restaurant_id
WST0052327,ITEM0023,LOC7261,2025-11-14,1.000,pcs,200.14,Spoilage,invalid_restaurant_id
WST0036925,ITEM0023,LOC8822,2025-08-13,2.000,pcs,400.28,Spoilage,invalid_restaurant_id
WST0001066,ITEM0023,LOC9124,2025-01-07,1.000,pcs,186.99,Overproduction,invalid_restaurant_id
WST0036735,ITEM0025,LOC0019,2025-08-12,5.000,pcs,334.06,Overproduction,wastage_exceeds_prepared
WST0046816,ITEM0025,LOC0022,2025-10-10,4.000,pcs,334.06,PrepError,wastage_exceeds_prepared
WST0024124,ITEM0027,LOC3624,2025-05-29,1.000,pcs,144.90,Expired,invalid_restaurant_id
WST0009654,ITEM0027,LOC8797,2025-03-02,1.000,pcs,144.90,Spoilage,invalid_restaurant_id
WST0025154,ITEM0028,LOC0009,2025-06-04,5.000,pcs,160.88,Overproduction,wastage_exceeds_prepared
WST0031555,ITEM0028,LOC7843,2025-07-13,1.000,pcs,160.88,PrepError,invalid_restaurant_id
WST0016944,ITEM0029,LOC0007,2025-04-15,5.000,pcs,312.12,Overproduction,wastage_exceeds_prepared
WST0053774,ITEM0031,LOC0008,2099-12-31,1.000,pcs,364.08,Overproduction,invalid_date
WST0032737,ITEM0032,LOC0002,,0.100,kg,118.83,Expired,invalid_date
WST0028607,ITEM0032,LOC0112,2025-06-25,0.010,kg,11.88,Expired,invalid_restaurant_id
WST0012691,ITEM0033,LOC0003,2025-03-20,9.610,kg,1059.36,Spoilage,wastage_exceeds_prepared
WST0013035,ITEM0033,LOC0005,1970-01-01,0.160,kg,159.90,Overproduction,invalid_date
WST0042595,ITEM0033,LOC0007,2025-09-15,1.830,kg,163.21,Overproduction,wastage_exceeds_prepared
WST0038156,ITEM0033,LOC0008,2025-08-20,12.430,kg,1289.23,CustomerReturn,wastage_exceeds_prepared
WST0053485,ITEM0033,LOC0011,2025-11-21,2.160,kg,244.82,Expired,wastage_exceeds_prepared
WST0027325,ITEM0033,LOC0014,2025-06-17,2.240,kg,309.81,CustomerReturn,wastage_exceeds_prepared
WST0021397,ITEM0033,LOC0015,,0.150,kg,149.91,CustomerReturn,invalid_date
WST0042970,ITEM0033,LOC0016,2025-09-17,2.650,kg,30.60,Spoilage,wastage_exceeds_prepared
WST0046272,ITEM0033,LOC0016,2025-10-07,2.030,kg,163.21,Spoilage,wastage_exceeds_prepared
WST0019479,ITEM0033,LOC0017,2025-04-30,5.620,kg,149.91,Overproduction,wastage_exceeds_prepared
WST0021600,ITEM0033,LOC0019,2025-05-13,2.440,kg,189.89,Spoilage,wastage_exceeds_prepared
WST0037138,ITEM0033,LOC0019,2025-08-14,7.640,kg,969.42,Overproduction,wastage_exceeds_prepared
WST0042036,ITEM0033,LOC0309,2025-09-11,0.020,kg,20.40,PrepError,invalid_restaurant_id
WST0034600,ITEM0033,LOC2065,2025-08-01,0.390,kg,389.77,Overproduction,invalid_restaurant_id
WST0018712,ITEM0033,LOC3296,2025-04-26,0.190,kg,189.89,Overproduction,invalid_restaurant_id
WST0037555,ITEM0033,LOC7147,2025-08-17,1.850,kg,1848.89,Overproduction,invalid_restaurant_id
WST0032304,ITEM0033,LOC7265,2025-07-18,0.310,kg,309.81,Overproduction,invalid_restaurant_id
WST0055868,ITEM0033,LOC7291,2025-12-05,0.310,kg,316.22,Overproduction,invalid_restaurant_id
WST0029162,ITEM0033,LOC8069,2025-06-28,0.090,kg,89.95,Spoilage,invalid_restaurant_id
WST0059861,ITEM0034,LOC0021,,0.040,kg,59.43,Overproduction,invalid_date
WST0050866,ITEM0035,LOC2121,2025-11-05,0.020,kg,27.87,Expired,invalid_restaurant_id
WST0009621,ITEM0036,LOC0023,2027-11-05,0.050,kg,52.96,Overproduction,invalid_date
WST0025249,ITEM0037,LOC0022,1970-01-01,0.010,kg,32.41,Overproduction,invalid_date
WST0013200,ITEM0038,LOC0009,,0.070,kg,115.99,Expired,invalid_date
WST0014101,ITEM0041,LOC0013,,0.040,kg,66.13,Expired,invalid_date
WST0021808,ITEM0042,LOC0001,,0.040,kg,332.00,Overproduction,invalid_date
WST0051630,ITEM0042,LOC0003,2025-11-10,2.030,kg,1298.47,Expired,wastage_exceeds_prepared
WST0022749,ITEM0042,LOC0024,,0.010,kg,83.00,Expired,invalid_date
WST0019939,ITEM0044,LOC0018,2025-05-03,3.280,kg,16.61,Spoilage,wastage_exceeds_prepared
WST0038909,ITEM0045,LOC0008,2025-08-24,28.860,kg,5193.02,Spoilage,wastage_exceeds_prepared
WST0000717,ITEM0045,LOC0008,2099-12-31,1.670,kg,1905.44,Overproduction,invalid_date
WST0001099,ITEM0045,LOC0010,2025-01-07,4.900,kg,696.00,PrepError,wastage_exceeds_prepared
WST0009882,ITEM0045,LOC0011,2025-03-03,10.950,kg,238.21,Overproduction,wastage_exceeds_prepared
WST0044084,ITEM0045,LOC0011,2025-09-24,2.310,kg,345.41,Overproduction,wastage_exceeds_prepared
WST0009563,ITEM0045,LOC0014,,0.760,kg,905.21,Overproduction,invalid_date
WST0015218,ITEM0045,LOC0014,2025-04-04,15.780,kg,1858.05,PrepError,wastage_exceeds_prepared
WST0026371,ITEM0045,LOC0015,,0.860,kg,1024.31,Overproduction,invalid_date
WST0047045,ITEM0045,LOC0015,,0.180,kg,214.39,Overproduction,invalid_date
WST0017836,ITEM0045,LOC0017,,0.400,kg,476.42,PrepError,invalid_date
WST0042511,ITEM0045,LOC0017,,0.390,kg,464.51,Spoilage,invalid_date
WST0058120,ITEM0045,LOC0019,2025-12-19,4.490,kg,1381.63,Overproduction,wastage_exceeds_prepared
WST0036756,ITEM0045,LOC0021,2099-12-31,4.420,kg,5264.49,Overproduction,invalid_date
WST0029317,ITEM0045,LOC0022,,0.310,kg,369.23,Overproduction,invalid_date
WST0035973,ITEM0045,LOC2165,2025-08-08,10.020,kg,11934.42,Overproduction,invalid_restaurant_id
WST0004724,ITEM0045,LOC3591,2025-01-29,1.250,kg,1426.22,Expired,invalid_restaurant_id
WST0048192,ITEM0045,LOC6970,2025-10-19,1.150,kg,1369.72,Spoilage,invalid_restaurant_id
WST0049791,ITEM0045,LOC7399,2025-10-29,0.480,kg,571.71,CustomerReturn,invalid_restaurant_id
WST0036259,ITEM0045,LOC9488,2025-08-10,3.710,kg,4418.83,Spoilage,invalid_restaurant_id
WST0059725,ITEM0046,LOC0001,,1.090,kg,2432.36,PrepError,invalid_date
WST0037204,ITEM0046,LOC0004,2025-08-15,11.740,kg,1676.68,Expired,wastage_exceeds_prepared
WST0003866,ITEM0046,LOC0012,2025-01-24,5.660,kg,922.93,Spoilage,wastage_exceeds_prepared
WST0014899,ITEM0046,LOC0015,,0.340,kg,740.35,Overproduction,invalid_date
WST0052837,ITEM0046,LOC0015,2025-11-17,3.100,kg,937.24,Spoilage,wastage_exceeds_prepared
WST0058405,ITEM0046,LOC0015,2025-12-21,6.260,kg,580.20,Overproduction,wastage_exceeds_prepared
WST0046939,ITEM0046,LOC0021,2025-10-11,6.370,kg,513.25,Overproduction,wastage_exceeds_prepared
WST0053223,ITEM0046,LOC0025,1900-01-01,0.170,kg,379.36,Expired,invalid_date
WST0008967,ITEM0046,LOC3052,2025-02-25,0.220,kg,479.05,Overproduction,invalid_restaurant_id
WST0019484,ITEM0046,LOC8867,2025-04-30,0.760,kg,1654.90,Spoilage,invalid_restaurant_id
WST0036608,ITEM0047,LOC9322,2025-08-12,0.110,kg,138.00,Overproduction,invalid_restaurant_id
WST0030140,ITEM0048,LOC0001,2025-07-05,4.870,kg,57.29,Spoilage,wastage_exceeds_prepared
WST0052744,ITEM0048,LOC0001,2025-11-17,9.000,kg,47.81,Overproduction,wastage_exceeds_prepared
WST0023777,ITEM0048,LOC0003,,1.200,kg,1374.98,Expired,invalid_date
WST0002317,ITEM0048,LOC0004,2025-01-15,12.340,kg,1868.33,Overproduction,wastage_exceeds_prepared
WST0005722,ITEM0048,LOC0006,1970-01-01,0.690,kg,790.62,Overproduction,invalid_date
WST0054627,ITEM0048,LOC0009,2031-07-22,0.930,kg,1111.61,Overproduction,invalid_date
WST0028900,ITEM0048,LOC0010,2025-06-27,2.250,kg,435.41,Expired,wastage_exceeds_prepared
WST0008579,ITEM0048,LOC0011,,0.440,kg,504.16,Overproduction,invalid_date
WST0049767,ITEM0048,LOC0011,,0.570,kg,681.31,Overproduction,invalid_date
WST0007355,ITEM0048,LOC0013,1900-01-01,0.950,kg,1088.53,Overproduction,invalid_date
WST0039887,ITEM0048,LOC0014,2025-08-29,14.240,kg,1512.48,Spoilage,wastage_exceeds_prepared
WST0043470,ITEM0048,LOC0021,2025-09-20,7.740,kg,800.84,Overproduction,wastage_exceeds_prepared
