wastage_id,item_id,location_id,date,quantity_wasted,unit,cost_of_waste,reason
WST0024855,ITEM0116,LOC0019,2025-06-02,1.000,pcs,136.55,Expired
WST0042373,ITEM0116,LOC0019,2025-09-13,1.000,pcs,142.86,Overproduction
WST0009606,ITEM0116,LOC0020,2025-03-01,1.000,pcs,136.55,Overproduction
WST0002605,ITEM0116,LOC0021,2025-01-16,1.000,pcs,128.08,Overproduction
WST0015126,ITEM0116,LOC0023,2025-04-03,1.000,pcs,136.55,Overproduction
WST0014971,ITEM0116,LOC0024,2025-04-02,1.000,pcs,136.55,Overproduction
WST0004780,ITEM0117,LOC0003,2025-01-30,1.000,pcs,130.00,Overproduction
WST0041155,ITEM0117,LOC0003,2025-09-06,1.000,pcs,145.29,Spoilage
WST0053256,ITEM0117,LOC0003,2025-11-20,1.000,pcs,145.29,Overproduction
WST0019552,ITEM0117,LOC0004,2025-05-01,1.000,pcs,139.74,Spoilage
WST0042742,ITEM0117,LOC0004,2025-09-16,1.000,pcs,145.29,Overproduction
WST0041867,ITEM0117,LOC0011,2025-09-10,1.000,pcs,145.29,Overproduction
WST0044099,ITEM0117,LOC0012,2025-09-24,1.000,pcs,145.29,PrepError
WST0045618,ITEM0117,LOC0014,2025-10-03,1.000,pcs,145.29,Overproduction
WST0052211,ITEM0117,LOC0014,2025-11-13,1.000,pcs,145.29,Overproduction
WST0055849,ITEM0117,LOC0015,2025-12-05,1.000,pcs,145.29,Spoilage
WST0012440,ITEM0117,LOC0017,2025-03-18,1.000,pcs,139.74,Overproduction
WST0043444,ITEM0117,LOC0017,2025-09-20,1.000,pcs,145.29,Expired
WST0014521,ITEM0118,LOC0001,2025-03-31,1.000,pcs,333.71,Overproduction
WST0057693,ITEM0118,LOC0002,2025-12-17,1.000,pcs,333.71,PrepError
WST0001727,ITEM0118,LOC0003,2025-01-11,1.000,pcs,312.06,Overproduction
WST0027924,ITEM0118,LOC0003,2025-06-21,1.000,pcs,333.71,PrepError
WST0007786,ITEM0118,LOC0004,2025-02-18,1.000,pcs,333.71,Spoilage
WST0029844,ITEM0118,LOC0004,2025-07-03,1.000,pcs,333.71,Overproduction
WST0055607,ITEM0118,LOC0004,2025-12-04,1.000,pcs,333.71,Spoilage
WST0055772,ITEM0118,LOC0004,2025-12-05,1.000,pcs,333.71,PrepError
WST0009529,ITEM0118,LOC0006,2025-03-01,1.000,pcs,333.71,PrepError
WST0014051,ITEM0118,LOC0006,2025-03-28,1.000,pcs,333.71,Expired
WST0054256,ITEM0118,LOC0006,2025-11-26,1.000,pcs,333.71,Overproduction
WST0056764,ITEM0118,LOC0006,2025-12-11,1.000,pcs,333.71,CustomerReturn
WST0005581,ITEM0118,LOC0007,2025-02-04,1.000,pcs,333.71,Spoilage
WST0040364,ITEM0118,LOC0007,2025-09-01,1.000,pcs,333.71,CustomerReturn
WST0057724,ITEM0118,LOC0007,2025-12-17,1.000,pcs,333.71,Spoilage
WST0041682,ITEM0118,LOC0008,2025-09-09,1.000,pcs,333.71,Overproduction
WST0026483,ITEM0118,LOC0009,2025-06-12,1.000,pcs,333.71,Overproduction
WST0049760,ITEM0118,LOC0010,2025-10-29,1.000,pcs,333.71,CustomerReturn
WST0051224,ITEM0118,LOC0010,2025-11-07,1.000,pcs,333.71,Spoilage
WST0000086,ITEM0118,LOC0011,2025-01-01,1.000,pcs,312.06,Overproduction
WST0028784,ITEM0118,LOC0011,2025-06-26,1.000,pcs,333.71,Expired
WST0011917,ITEM0118,LOC0012,2025-03-15,1.000,pcs,333.71,Overproduction
WST0008741,ITEM0118,LOC0013,2025-02-24,1.000,pcs,333.71,Spoilage
WST0028927,ITEM0118,LOC0014,2025-06-27,1.000,pcs,333.71,Overproduction
WST0000121,ITEM0118,LOC0015,2025-01-01,1.000,pcs,312.06,Overproduction
WST0025388,ITEM0118,LOC0015,2025-06-05,1.000,pcs,333.71,Spoilage
WST0050601,ITEM0118,LOC0015,2025-11-03,1.000,pcs,333.71,Overproduction
WST0033839,ITEM0118,LOC0016,2025-07-27,1.000,pcs,333.71,Overproduction
WST0007706,ITEM0118,LOC0017,2025-02-17,1.000,pcs,333.71,Overproduction
WST0012441,ITEM0118,LOC0017,2025-03-18,1.000,pcs,333.71,Expired
WST0024207,ITEM0118,LOC0017,2025-05-29,1.000,pcs,333.71,Expired
WST0041917,ITEM0118,LOC0018,2025-09-10,1.000,pcs,333.71,Expired
WST0022219,ITEM0118,LOC0020,2025-05-17,1.000,pcs,333.71,Overproduction
WST0047755,ITEM0118,LOC0020,2025-10-16,1.000,pcs,333.71,PrepError
WST0049643,ITEM0118,LOC0020,2025-10-28,1.000,pcs,333.71,Overproduction
WST0060259,ITEM0118,LOC0020,2025-12-31,1.000,pcs,333.71,Spoilage
WST0025893,ITEM0118,LOC0021,2025-06-08,1.000,pcs,333.71,Expired
WST0044509,ITEM0118,LOC0022,2025-09-26,1.000,pcs,333.71,Spoilage
WST0022744,ITEM0118,LOC0023,2025-05-20,1.000,pcs,333.71,CustomerReturn
WST0002791,ITEM0118,LOC0024,2025-01-17,1.000,pcs,312.06,Overproduction
WST0044522,ITEM0118,LOC0024,2025-09-26,1.000,pcs,333.71,PrepError
WST0013843,ITEM0118,LOC0025,2025-03-26,1.000,pcs,333.71,Overproduction
WST0059024,ITEM0118,LOC0025,2025-12-24,1.000,pcs,333.71,Spoilage
WST0012313,ITEM0119,LOC0001,2025-03-18,1.000,pcs,169.51,Overproduction
WST0042572,ITEM0119,LOC0003,2025-09-15,1.000,pcs,169.51,Overproduction
WST0056599,ITEM0119,LOC0007,2025-12-10,1.000,pcs,169.51,CustomerReturn
WST0005104,ITEM0119,LOC0008,2025-02-01,1.000,pcs,169.51,Expired
WST0044254,ITEM0119,LOC0009,2025-09-25,1.000,pcs,169.51,Expired
WST0043727,ITEM0119,LOC0010,2025-09-22,1.000,pcs,169.51,PrepError
WST0056801,ITEM0119,LOC0012,2025-12-11,1.000,pcs,169.51,Overproduction
WST0001628,ITEM0119,LOC0014,2025-01-10,1.000,pcs,157.96,Expired
WST0059824,ITEM0119,LOC0014,2025-12-29,1.000,pcs,169.51,PrepError
WST0008185,ITEM0119,LOC0017,2025-02-20,1.000,pcs,169.51,Expired
WST0043159,ITEM0119,LOC0018,2025-09-18,1.000,pcs,169.51,Overproduction
WST0056563,ITEM0120,LOC0002,2025-12-10,1.000,pcs,408.90,Overproduction
WST0059107,ITEM0120,LOC0011,2025-12-25,1.000,pcs,408.90,Overproduction
WST0042104,ITEM0121,LOC0001,2025-09-12,1.000,pcs,125.92,Overproduction
WST0044721,ITEM0121,LOC0002,2025-09-28,1.000,pcs,125.92,Spoilage
WST0042138,ITEM0121,LOC0006,2025-09-12,1.000,pcs,125.92,Overproduction
WST0024175,ITEM0121,LOC0011,2025-05-29,1.000,pcs,121.95,Overproduction
WST0003043,ITEM0121,LOC0012,2025-01-19,1.000,pcs,114.60,CustomerReturn
WST0028464,ITEM0121,LOC0012,2025-06-24,1.000,pcs,121.95,Expired
WST0021564,ITEM0121,LOC0013,2025-05-13,1.000,pcs,121.95,Overproduction
WST0033167,ITEM0121,LOC0016,2025-07-23,1.000,pcs,121.95,Overproduction
WST0012610,ITEM0121,LOC0017,2025-03-19,1.000,pcs,121.95,Overproduction
WST0011279,ITEM0121,LOC0018,2025-03-11,1.000,pcs,121.95,Overproduction
WST0009452,ITEM0121,LOC0019,2025-02-28,1.000,pcs,121.95,Overproduction
WST0011291,ITEM0121,LOC0020,2025-03-11,1.000,pcs,121.95,PrepError
WST0013264,ITEM0121,LOC0020,2025-03-23,1.000,pcs,121.95,Overproduction
WST0026255,ITEM0121,LOC0024,2025-06-10,1.000,pcs,121.95,Spoilage
WST0006794,ITEM0121,LOC0025,2025-02-11,1.000,pcs,121.95,Expired
WST0011686,ITEM0122,LOC0002,2025-03-14,1.000,pcs,295.82,Expired
WST0055483,ITEM0122,LOC0011,2025-12-03,1.000,pcs,295.82,PrepError
WST0010079,ITEM0122,LOC0012,2025-03-04,1.000,pcs,295.82,Spoilage
WST0038390,ITEM0122,LOC0012,2025-08-21,1.000,pcs,295.82,Overproduction
WST0041877,ITEM0122,LOC0012,2025-09-10,1.000,pcs,295.82,Expired
WST0047028,ITEM0122,LOC0012,2025-10-12,1.000,pcs,295.82,Overproduction
WST0006265,ITEM0122,LOC0020,2025-02-08,1.000,pcs,295.82,Spoilage
WST0045357,ITEM0122,LOC0022,2025-10-01,1.000,pcs,295.82,Overproduction
WST0059526,ITEM0122,LOC0022,2025-12-27,1.000,pcs,295.82,PrepError
WST0021788,ITEM0122,LOC0023,2025-05-14,1.000,pcs,295.82,Overproduction
WST0041951,ITEM0122,LOC0023,2025-09-10,1.000,pcs,295.82,Overproduction
WST0002499,ITEM0123,LOC0005,2025-01-16,1.000,pcs,132.18,Spoilage
WST0011535,ITEM0123,LOC0007,2025-03-13,1.000,pcs,138.90,Expired
WST0024979,ITEM0123,LOC0010,2025-06-03,1.000,pcs,138.90,Expired
WST0045768,ITEM0123,LOC0010,2025-10-04,1.000,pcs,138.90,Spoilage
WST0051839,ITEM0123,LOC0012,2025-11-11,1.000,pcs,138.90,Overproduction
WST0007078,ITEM0123,LOC0016,2025-02-13,1.000,pcs,138.90,Overproduction
WST0042974,ITEM0123,LOC0016,2025-09-17,1.000,pcs,138.90,Overproduction
WST0008018,ITEM0123,LOC0017,2025-02-19,1.000,pcs,138.90,CustomerReturn
WST0031694,ITEM0123,LOC0017,2025-07-14,1.000,pcs,138.90,PrepError
WST0048873,ITEM0123,LOC0018,2025-10-23,1.000,pcs,138.90,PrepError
WST0057627,ITEM0123,LOC0018,2025-12-16,1.000,pcs,138.90,Overproduction
WST0004233,ITEM0123,LOC0020,2025-01-26,1.000,pcs,132.18,Overproduction
WST0024385,ITEM0123,LOC0020,2025-05-30,1.000,pcs,138.90,PrepError
WST0034569,ITEM0123,LOC0020,2025-07-31,1.000,pcs,138.90,Overproduction
WST0020443,ITEM0123,LOC0022,2025-05-06,1.000,pcs,138.90,Expired
WST0047264,ITEM0123,LOC0023,2025-10-13,1.000,pcs,138.90,Expired
WST0022587,ITEM0124,LOC0001,2025-05-20,0.150,liters,78.89,Expired
WST0038865,ITEM0124,LOC0001,2025-08-24,0.100,liters,52.59,Overproduction
WST0044200,ITEM0124,LOC0001,2025-09-25,0.150,liters,78.89,Overproduction
WST0041835,ITEM0124,LOC0005,2025-09-10,0.080,liters,42.07,Overproduction
WST0047676,ITEM0124,LOC0006,2025-10-16,0.070,liters,36.81,Overproduction
WST0020858,ITEM0124,LOC0008,2025-05-09,0.030,liters,15.78,Overproduction
WST0014070,ITEM0124,LOC0009,2025-03-28,0.150,liters,78.89,Overproduction
WST0017648,ITEM0124,LOC0010,2025-04-19,0.090,liters,47.33,Expired
WST0016324,ITEM0124,LOC0011,2025-04-11,0.070,liters,36.81,CustomerReturn
WST0018121,ITEM0124,LOC0011,2025-04-22,0.100,liters,52.59,Overproduction
WST0053141,ITEM0124,LOC0011,2025-11-19,0.110,liters,57.85,Spoilage
WST0032507,ITEM0124,LOC0015,2025-07-19,0.050,liters,26.30,PrepError
WST0039553,ITEM0124,LOC0016,2025-08-27,0.130,liters,68.37,Overproduction
WST0027843,ITEM0124,LOC0017,2025-06-20,0.010,liters,5.26,Overproduction
WST0020768,ITEM0124,LOC0019,2025-05-08,0.050,liters,26.30,Overproduction
WST0005828,ITEM0124,LOC0020,2025-02-05,0.110,liters,54.45,PrepError
WST0005508,ITEM0124,LOC0021,2025-02-03,0.020,liters,9.90,Expired
WST0059707,ITEM0124,LOC0023,2025-12-28,0.360,liters,189.33,Overproduction
WST0005532,ITEM0124,LOC0024,2025-02-03,0.200,liters,98.99,Spoilage
WST0034946,ITEM0124,LOC0024,2025-08-02,0.230,liters,120.96,Overproduction
WST0012150,ITEM0125,LOC0001,2025-03-17,0.010,liters,4.78,PrepError
WST0041815,ITEM0125,LOC0002,2025-09-10,0.020,liters,9.95,Expired
WST0058546,ITEM0125,LOC0009,2025-12-22,0.240,liters,119.36,Overproduction
WST0007046,ITEM0125,LOC0010,2025-02-13,0.330,liters,151.81,PrepError
WST0040769,ITEM0125,LOC0015,2025-09-03,0.050,liters,24.87,Expired
WST0038426,ITEM0125,LOC0017,2025-08-21,0.050,liters,23.92,Overproduction
WST0003263,ITEM0125,LOC0019,2025-01-20,0.010,liters,4.60,CustomerReturn
WST0055555,ITEM0125,LOC0020,2025-12-03,0.230,liters,114.38,Spoilage
WST0014153,ITEM0125,LOC0022,2025-03-28,0.100,liters,47.85,Spoilage
WST0058819,ITEM0125,LOC0023,2025-12-23,0.080,liters,39.79,Overproduction
WST0003966,ITEM0126,LOC0003,2025-01-25,0.270,liters,69.49,Expired
WST0045225,ITEM0126,LOC0003,2025-10-01,0.020,liters,5.80,PrepError
WST0045757,ITEM0126,LOC0008,2025-10-04,0.050,liters,14.51,Overproduction
WST0000739,ITEM0126,LOC0011,2025-01-05,0.050,liters,12.87,Overproduction
WST0030514,ITEM0126,LOC0012,2025-07-07,0.030,liters,8.31,Spoilage
WST0043407,ITEM0126,LOC0012,2025-09-20,0.020,liters,5.80,PrepError
WST0058746,ITEM0126,LOC0012,2025-12-23,0.040,liters,11.60,Overproduction
WST0020062,ITEM0126,LOC0013,2025-05-04,0.070,liters,19.38,Expired
WST0026687,ITEM0126,LOC0013,2025-06-13,0.040,liters,11.07,Overproduction
WST0043950,ITEM0126,LOC0014,2025-09-23,0.050,liters,14.51,Expired
WST0039362,ITEM0126,LOC0016,2025-08-26,0.040,liters,11.07,PrepError
WST0046784,ITEM0126,LOC0016,2025-10-10,0.130,liters,37.72,Overproduction
WST0056172,ITEM0126,LOC0017,2025-12-07,0.290,liters,84.13,CustomerReturn
WST0006579,ITEM0126,LOC0018,2025-02-10,0.190,liters,48.90,Spoilage
WST0012472,ITEM0126,LOC0022,2025-03-18,0.070,liters,19.38,Expired
WST0021453,ITEM0126,LOC0022,2025-05-12,0.100,liters,27.68,Overproduction
WST0004401,ITEM0126,LOC0023,2025-01-27,0.200,liters,51.47,Spoilage
WST0009984,ITEM0126,LOC0023,2025-03-03,0.060,liters,15.44,Overproduction
WST0004416,ITEM0126,LOC0025,2025-01-27,0.010,liters,2.57,CustomerReturn
WST0008988,ITEM0126,LOC0025,2025-02-25,0.070,liters,18.02,Spoilage
WST0010674,ITEM0126,LOC0025,2025-03-07,0.010,liters,2.57,Overproduction
WST0038308,ITEM0127,LOC0002,2025-08-21,0.010,liters,3.07,Expired
WST0002501,ITEM0127,LOC0005,2025-01-16,0.060,liters,17.59,Overproduction
WST0049100,ITEM0127,LOC0006,2025-10-25,0.010,liters,3.07,PrepError
WST0019047,ITEM0127,LOC0007,2025-04-28,0.030,liters,9.22,PrepError
WST0023648,ITEM0127,LOC0010,2025-05-26,0.030,liters,9.22,Spoilage
WST0038189,ITEM0127,LOC0013,2025-08-20,0.010,liters,3.07,CustomerReturn
WST0009928,ITEM0127,LOC0016,2025-03-03,0.020,liters,5.86,Overproduction
WST0010103,ITEM0127,LOC0016,2025-03-04,0.020,liters,5.86,PrepError
WST0006418,ITEM0127,LOC0018,2025-02-09,0.030,liters,8.80,Expired
WST0022552,ITEM0127,LOC0021,2025-05-19,0.020,liters,6.15,Overproduction
WST0039209,ITEM0127,LOC0021,2025-08-25,0.030,liters,9.22,Overproduction
WST0015453,ITEM0127,LOC0024,2025-04-05,0.010,liters,3.07,Overproduction
WST0028091,ITEM0128,LOC0002,2025-06-22,0.010,liters,2.82,Expired
WST0059399,ITEM0128,LOC0003,2025-12-27,0.010,liters,2.89,CustomerReturn
WST0000395,ITEM0128,LOC0007,2025-01-03,0.050,liters,13.19,Expired
WST0019884,ITEM0128,LOC0007,2025-05-03,0.010,liters,2.82,PrepError
WST0004028,ITEM0128,LOC0012,2025-01-25,0.010,liters,2.64,PrepError
WST0055976,ITEM0128,LOC0012,2025-12-06,0.010,liters,2.89,PrepError
WST0052692,ITEM0128,LOC0016,2025-11-16,0.020,liters,5.78,Overproduction
WST0021260,ITEM0128,LOC0020,2025-05-11,0.010,liters,2.82,PrepError
WST0047787,ITEM0128,LOC0025,2025-10-16,0.010,liters,2.89,Overproduction
WST0031309,ITEM0129,LOC0005,2025-07-12,0.050,liters,36.61,PrepError
WST0042593,ITEM0129,LOC0006,2025-09-15,0.030,liters,22.62,Spoilage
WST0018568,ITEM0129,LOC0007,2025-04-25,0.090,liters,65.91,Spoilage
WST0030051,ITEM0129,LOC0011,2025-07-04,0.060,liters,43.94,PrepError
WST0055493,ITEM0129,LOC0012,2025-12-03,0.210,liters,158.33,PrepError
WST0015079,ITEM0129,LOC0016,2025-04-03,0.070,liters,51.26,Overproduction
WST0040428,ITEM0129,LOC0016,2025-09-01,0.080,liters,60.32,Overproduction
WST0051723,ITEM0129,LOC0016,2025-11-10,0.110,liters,82.94,Spoilage
WST0058254,ITEM0129,LOC0016,2025-12-20,0.070,liters,52.78,PrepError
WST0032194,ITEM0129,LOC0018,2025-07-17,0.110,liters,80.55,Overproduction
WST0034012,ITEM0129,LOC0018,2025-07-28,0.180,liters,131.81,Overproduction
WST0012099,ITEM0129,LOC0019,2025-03-16,0.040,liters,29.29,Expired
WST0056013,ITEM0129,LOC0019,2025-12-06,0.140,liters,105.55,Overproduction
WST0057206,ITEM0129,LOC0025,2025-12-13,0.300,liters,226.19,PrepError
WST0029836,ITEM0130,LOC0002,2025-07-03,0.200,liters,70.73,Expired
WST0037202,ITEM0130,LOC0003,2025-08-15,0.230,liters,81.34,Overproduction
WST0030776,ITEM0130,LOC0004,2025-07-09,0.070,liters,24.75,PrepError
WST0027592,ITEM0130,LOC0006,2025-06-19,0.060,liters,21.22,Overproduction
WST0046718,ITEM0130,LOC0006,2025-10-10,0.010,liters,3.67,Overproduction
WST0013380,ITEM0130,LOC0011,2025-03-24,0.050,liters,17.68,Spoilage
WST0052360,ITEM0130,LOC0012,2025-11-14,0.040,liters,14.69,Expired
WST0004348,ITEM0130,LOC0014,2025-01-27,0.060,liters,20.36,Expired
WST0006900,ITEM0130,LOC0014,2025-02-12,0.140,liters,47.50,Overproduction
WST0000776,ITEM0130,LOC0016,2025-01-05,0.070,liters,23.75,Spoilage
WST0002401,ITEM0130,LOC0017,2025-01-15,0.050,liters,16.97,Spoilage
WST0009142,ITEM0130,LOC0022,2025-02-26,0.020,liters,6.79,Overproduction
WST0011849,ITEM0130,LOC0025,2025-03-14,0.060,liters,20.36,Expired
WST0053576,ITEM0130,LOC0025,2025-11-21,0.050,liters,18.36,PrepError
WST0004441,ITEM0131,LOC0004,2025-01-28,0.040,liters,23.35,Overproduction
WST0028874,ITEM0131,LOC0004,2025-06-27,0.070,liters,43.94,Spoilage
WST0020020,ITEM0131,LOC0005,2025-05-04,0.010,liters,6.28,Expired
WST0007975,ITEM0131,LOC0011,2025-02-19,0.030,liters,17.51,Expired
WST0029066,ITEM0131,LOC0011,2025-06-28,0.050,liters,31.39,Overproduction
WST0024183,ITEM0131,LOC0012,2025-05-29,0.020,liters,12.55,Expired
WST0038391,ITEM0131,LOC0012,2025-08-21,0.030,liters,18.83,Overproduction
WST0004349,ITEM0131,LOC0014,2025-01-27,0.010,liters,5.84,PrepError
WST0030376,ITEM0131,LOC0016,2025-07-06,0.020,liters,12.55,Expired
WST0041739,ITEM0131,LOC0017,2025-09-09,0.020,liters,12.55,Overproduction
WST0007577,ITEM0131,LOC0022,2025-02-16,0.010,liters,5.84,Overproduction
WST0002621,ITEM0131,LOC0024,2025-01-16,0.040,liters,23.35,CustomerReturn
WST0006020,ITEM0132,LOC0004,2025-02-07,0.220,liters,134.39,Expired
WST0012703,ITEM0132,LOC0004,2025-03-20,0.280,liters,178.63,Overproduction
WST0016138,ITEM0132,LOC0007,2025-04-10,0.070,liters,44.66,Spoilage
WST0040734,ITEM0132,LOC0010,2025-09-03,0.120,liters,78.36,CustomerReturn
WST0037420,ITEM0132,LOC0012,2025-08-16,0.090,liters,57.42,PrepError
WST0033337,ITEM0132,LOC0015,2025-07-24,0.020,liters,12.76,Overproduction
WST0044798,ITEM0132,LOC0015,2025-09-28,0.160,liters,104.49,Spoilage
WST0030391,ITEM0132,LOC0018,2025-07-06,0.030,liters,19.14,PrepError
WST0011101,ITEM0132,LOC0019,2025-03-10,0.090,liters,54.98,Overproduction
WST0059347,ITEM0132,LOC0019,2025-12-26,0.050,liters,32.65,PrepError
WST0025437,ITEM0132,LOC0023,2025-06-05,0.130,liters,82.93,Spoilage
WST0027906,ITEM0133,LOC0001,2025-06-21,0.070,liters,21.94,Overproduction
WST0025629,ITEM0133,LOC0002,2025-06-07,0.100,liters,31.34,Spoilage
WST0001397,ITEM0133,LOC0003,2025-01-09,0.010,liters,2.93,Overproduction
WST0009845,ITEM0133,LOC0005,2025-03-03,0.050,liters,14.64,Overproduction
WST0011170,ITEM0133,LOC0005,2025-03-11,0.110,liters,32.21,CustomerReturn
WST0008865,ITEM0133,LOC0006,2025-02-25,0.050,liters,14.64,PrepError
WST0029374,ITEM0133,LOC0007,2025-06-30,0.030,liters,9.40,PrepError
WST0003691,ITEM0133,LOC0009,2025-01-23,0.080,liters,23.43,Spoilage
WST0030326,ITEM0133,LOC0009,2025-07-06,0.060,liters,18.80,Expired
WST0012056,ITEM0133,LOC0010,2025-03-16,0.020,liters,6.27,Overproduction
WST0016154,ITEM0133,LOC0010,2025-04-10,0.040,liters,12.54,Overproduction
WST0044773,ITEM0133,LOC0010,2025-09-28,0.040,liters,12.54,Overproduction
WST0025546,ITEM0133,LOC0015,2025-06-06,0.050,liters,15.67,Overproduction
WST0027331,ITEM0133,LOC0015,2025-06-17,0.060,liters,18.80,Overproduction
WST0009101,ITEM0133,LOC0016,2025-02-26,0.080,liters,23.43,PrepError
WST0011261,ITEM0133,LOC0016,2025-03-11,0.030,liters,8.79,Overproduction
WST0021261,ITEM0133,LOC0020,2025-05-11,0.030,liters,9.40,Expired
WST0042535,ITEM0133,LOC0021,2025-09-14,0.010,liters,3.13,Spoilage
WST0049650,ITEM0133,LOC0021,2025-10-28,0.040,liters,12.54,Overproduction
WST0054719,ITEM0133,LOC0021,2025-11-28,0.100,liters,31.34,CustomerReturn
WST0002616,ITEM0133,LOC0023,2025-01-16,0.060,liters,17.57,PrepError
WST0021134,ITEM0133,LOC0024,2025-05-10,0.040,liters,12.54,Overproduction
WST0029004,ITEM0134,LOC0001,2025-06-28,0.510,liters,153.87,Expired
WST0022105,ITEM0134,LOC0002,2025-05-17,0.730,liters,220.25,CustomerReturn
WST0040371,ITEM0134,LOC0008,2025-09-01,0.240,liters,74.56,Expired
WST0038751,ITEM0134,LOC0010,2025-08-23,0.060,liters,18.10,Expired
WST0053497,ITEM0134,LOC0013,2025-11-21,0.140,liters,43.50,Overproduction
WST0022358,ITEM0134,LOC0018,2025-05-18,1.120,liters,337.92,Overproduction
WST0038061,ITEM0134,LOC0020,2025-08-19,0.400,liters,120.69,Overproduction
WST0047109,ITEM0134,LOC0024,2025-10-12,0.160,liters,49.71,Expired
WST0024897,ITEM0134,LOC0025,2025-06-02,0.330,liters,99.57,Spoilage
WST0021148,ITEM0135,LOC0001,2025-05-11,0.290,liters,57.55,Overproduction
WST0059400,ITEM0135,LOC0003,2025-12-27,0.670,liters,132.97,Expired
WST0008092,ITEM0135,LOC0005,2025-02-20,0.370,liters,73.43,Overproduction
WST0041679,ITEM0135,LOC0007,2025-09-09,0.620,liters,123.04,PrepError
WST0059791,ITEM0135,LOC0009,2025-12-29,0.490,liters,97.24,CustomerReturn
WST0021877,ITEM0135,LOC0011,2025-05-15,0.140,liters,27.78,Overproduction
WST0014436,ITEM0135,LOC0013,2025-03-30,0.630,liters,125.03,Expired
WST0006734,ITEM0135,LOC0014,2025-02-11,0.480,liters,95.26,Overproduction
WST0012770,ITEM0135,LOC0014,2025-03-20,0.030,liters,5.95,PrepError
WST0025709,ITEM0135,LOC0014,2025-06-07,0.070,liters,13.89,PrepError
WST0042958,ITEM0135,LOC0014,2025-09-17,1.040,liters,206.40,Spoilage
WST0003072,ITEM0135,LOC0016,2025-01-19,0.060,liters,11.20,Overproduction
WST0001511,ITEM0135,LOC0021,2025-01-09,0.020,liters,3.73,Expired
WST0047445,ITEM0135,LOC0024,2025-10-14,0.170,liters,33.74,PrepError
WST0033422,ITEM0135,LOC0025,2025-07-24,0.270,liters,53.58,Overproduction
WST0050667,ITEM0135,LOC0025,2025-11-03,0.100,liters,19.85,Expired
WST0051940,ITEM0136,LOC0001,2025-11-12,0.040,liters,20.09,Overproduction
WST0052135,ITEM0136,LOC0003,2025-11-13,0.070,liters,35.16,Expired
WST0011900,ITEM0136,LOC0009,2025-03-15,0.190,liters,90.97,Overproduction
WST0025976,ITEM0136,LOC0009,2025-06-09,0.010,liters,4.79,Overproduction
WST0031630,ITEM0136,LOC0009,2025-07-14,0.340,liters,162.79,PrepError
WST0039315,ITEM0136,LOC0009,2025-08-26,0.090,liters,43.09,Overproduction
WST0004850,ITEM0136,LOC0013,2025-01-30,0.120,liters,53.24,Overproduction
WST0056648,ITEM0136,LOC0014,2025-12-10,0.170,liters,85.40,Overproduction
WST0053702,ITEM0136,LOC0022,2025-11-22,0.050,liters,25.12,Overproduction
WST0045867,ITEM0136,LOC0024,2025-10-04,0.110,liters,55.26,PrepError
WST0031445,ITEM0137,LOC0004,2025-07-13,0.370,liters,118.95,Expired
WST0043713,ITEM0137,LOC0007,2025-09-22,0.010,liters,3.21,Spoilage
WST0006740,ITEM0137,LOC0015,2025-02-11,0.070,liters,22.50,Overproduction
WST0043289,ITEM0137,LOC0017,2025-09-19,0.080,liters,25.72,Expired
WST0047224,ITEM0137,LOC0017,2025-10-13,0.280,liters,90.02,Expired
WST0005024,ITEM0137,LOC0018,2025-01-31,0.020,liters,6.09,Overproduction
WST0023368,ITEM0137,LOC0019,2025-05-24,0.370,liters,118.95,Overproduction
WST0009794,ITEM0137,LOC0024,2025-03-02,0.010,liters,3.21,Expired
WST0021291,ITEM0137,LOC0024,2025-05-11,0.080,liters,25.72,Overproduction
WST0052753,ITEM0138,LOC0002,2025-11-17,0.140,liters,45.40,Overproduction
WST0032441,ITEM0138,LOC0003,2025-07-19,0.120,liters,37.21,CustomerReturn
WST0054939,ITEM0138,LOC0005,2025-11-30,0.100,liters,32.43,Expired
WST0018709,ITEM0138,LOC0006,2025-04-26,0.730,liters,226.34,Overproduction
WST0053117,ITEM0138,LOC0008,2025-11-19,0.160,liters,51.89,Spoilage
WST0003696,ITEM0138,LOC0010,2025-01-23,0.240,liters,70.68,CustomerReturn
WST0009060,ITEM0138,LOC0011,2025-02-26,0.210,liters,65.11,Expired
WST0023830,ITEM0138,LOC0011,2025-05-27,0.260,liters,80.61,Overproduction
WST0027170,ITEM0138,LOC0013,2025-06-16,0.160,liters,49.61,Overproduction
WST0031030,ITEM0138,LOC0013,2025-07-10,0.410,liters,127.12,Overproduction
WST0041712,ITEM0138,LOC0013,2025-09-09,0.010,liters,3.24,PrepError
WST0042336,ITEM0138,LOC0013,2025-09-13,0.020,liters,6.49,Overproduction
WST0028932,ITEM0138,LOC0015,2025-06-27,0.870,liters,269.75,Spoilage
WST0033669,ITEM0138,LOC0015,2025-07-26,0.240,liters,74.41,Overproduction
WST0023346,ITEM0138,LOC0016,2025-05-24,0.970,liters,300.76,Spoilage
WST0035433,ITEM0138,LOC0017,2025-08-05,0.590,liters,182.93,Overproduction
WST0030869,ITEM0138,LOC0018,2025-07-09,0.300,liters,93.02,Expired
WST0037669,ITEM0138,LOC0021,2025-08-17,0.320,liters,99.22,PrepError
WST0060281,ITEM0138,LOC0024,2025-12-31,0.280,liters,90.81,Expired
WST0010330,ITEM0139,LOC0001,2025-03-06,0.060,liters,11.47,Expired
